;key;source;famer_brand_list;famer_model_list;famer_product_name;digital zoom;optical zoom;weight;sensor type;dimensions;optical sensor resolution in megapixel;other resolution;weight without battery;weight;weight_with_battery;weight_without_battery
3649;5f3ba61e3fd5b671b2200556;www.price-hunt.com;canon;ixus135;canonixus135;4x;8x;118 g (Body Only)\, 134 g (with Battery and Meomry Card);CCD;92.9 (w) x 52.4 (h) x 21.6 (d) mm;16.0 Megapixels;1\:1 Aspect Ratio 3456 x 3456 (l)\, 25 Fps\, 3264 x 1832 (M1)\, 1.5 Fps\, 30 Fps\, Resize in Playback (m2\, s\, Xs)\, Miniature Effect (HD) 5 Fps\, 1200 x 1200 (M2)\, 640 x 480 (l)\, 3 Fps\, 2.5 Fps\, 640 x 360 (s)\, Miniature Effect (l) 6 Fps\, 480 x 480 (s)\, 1600 x 1064 (M2)\, 640 x 424 (s)\, 3264 x 2176 (M1)\, 16\:9 Aspect Ratio 4608 x 2592 (l)\, 3\:2 Aspect Ratio 4608 x 3072 (l)\, Image Size\: 4\:3 Aspect Ratio 3264 x 2448 (M1)\, 1600 x 1200 (M2)\, 2448 x 2448 (M1)\, 1.25 Fps\, 640 x 480 (s)\, Movies\: (HD) 1280 x 720\, 1920 x 1080 (m2);;118 g (Body Only)\, 134 g (with Battery and Meomry Card);134;
3650;5f3ba61e3fd5b671b2200558;www.price-hunt.com;aiptek;dv4500;aiptekdv4500;;;900 g;CMOS;215.9 (w) x 172.7 (h) x 76.2 (d) mm;4 Megapixels;;;900 g;900;
3651;5f3ba61e3fd5b671b2200563;www.price-hunt.com;canon;ixus155;canonixus155;;10x;142 g (Including the Battery and Memory Card)\, 125 g (Camera Body Only);CCD;95.3 x 56.8 x 23.7 mm;20 Megapixels;;;142 g (Including the Battery and Memory Card)\, 125 g (Camera Body Only);142;125
3652;5f3ba61e3fd5b671b220056d;www.price-hunt.com;olympus;100ee;olympussp100ee;200x;50x;589 g (Cipa Guideline Compliant\, Including Batteries\, Card);CMOS;;16 Megapixels;1280 x 720 at 720 Fps\, 432 x 324 at S240 Fps\, 1920 x 1080 at 1080 Fps\, 640 x 480 (Vga)\, 640 x 480 at Hs120 Fps\, Movie Recording Size\: (1920 x 1080) 1080 at 60 fps;;589 g (Cipa Guideline Compliant\, Including Batteries\, Card);589;
3653;5f3ba61e3fd5b671b2200575;www.price-hunt.com;olympus;stylus1;olympusstylus1;;10.7x;402 g (Cipa Guideline Compliant\, with Bls-5 Battery\, Memory Card);CMOS;116.2 (w) x 87 (h) x 56.5 (d) mm;12 Megapixels;;;402 g (Cipa Guideline Compliant\, with Bls-5 Battery\, Memory Card);402;
3654;5f3ba61e3fd5b671b220059c;www.price-hunt.com;olympus;vg170;olympusvg170;4x;5x;147 g (with Battery and Card);CCD;) x 22.2 (d) mm\, 103.7 (w) x 62.5 (h;14 Megapixels;1920 x 1080 (16\:9)\, 2560 x 1920 (5 m)\, 3264 x 2448 (8 m)\, 1600 x 1200 (2 m)\, 640 x 480 (Vga)\, 2048 x 1536 (3 m)\, 1280 x 960 (1 m);;147 g (with Battery and Card);147;
3655;5f3ba61e3fd5b671b22005b2;www.price-hunt.com;nikon;p600;nikoncoolpixp600;4x;60x;565 g;CMOS;) x 106.5 (d) mm\, 125 (w) x 85 (h;16.1 Megapixels;)\: 1920 x 1080 (16\:9)\, (1080/60i\: 1920 x 1080 (16\:9)\, )\, )\, )\, (480/30 Fps\: 640 x 480 (4\:3)\, (1080/50i\: 1920 x 1080 (16\:9)\, )\, )\, (Iframe 720/25 Fps\: 1280 x 720 (16\:9)\, (Iframe 720/30 Fps\: 1280 x 720 (16\:9)\, (720/30 Fps\: 1280 x 720 (16\:9)\, )\, )\, (HS 720/2x\: 1280 x 720 (16\:9)\, (HS 1080/0.5x\: 1920 x 1080 (16\:9)\, )\, (1080 / 25 fps (Default Setting)\: 1920 x 1080 (16\:9\, )\, (720/25 Fps\: 1280 x 720 (16\:9)\, (HS 480/4x\: 640 x 480 (4\:3)\, )\, Movie (1080/30 fps (Default Setting)\, )\, ))\, (480/25 Fps\: 640 x 480 (4\:3)\, );;565 g;565;
3656;5f3ba61e3fd5b671b22005d9;www.price-hunt.com;samsung;mv800;samsungmv800;1x - 5x;5x;130 g (Without Battery and Memory Card);CCD;) x 18.3 (d) mm\, 92.0 (w) x 56.2 (h;16.15 Megapixels;;;130 g (Without Battery and Memory Card);;130
3657;5f3ba61e3fd5b671b22005de;www.price-hunt.com;sony;w570;sonycybershotdscw570;10x;5x;100;CCD;;16.1 mp;;;100;100;
3658;5f3ba61e3fd5b671b22005e2;www.price-hunt.com;canon;ixus510;canonixus510;4x;12x;142 g (Camera Body Only)\, 163 g (with Battery and Memory Card);CMOS;) x 19.8 (d) mm\, 85.8 (w) x 53.5 (h;10.1 Megapixels;3\:2 (3648 x 2432\, 2816 x 1880\, 1600 x 1064\, 640 x 424)\, Still Image\: 16\:9 (3648 x 2048\, 2816 x 1584\, 1920 x 1080\, 640 x 360)\, 4\:3 (3648 x 2736\, 2816 x 2112\, 1600 x 1200\, 640 x 480)\, 1\:1 (2736 x 2736\, 2112 x 2112\, 1200 x 1200\, 480 x 480);;142 g (Camera Body Only)\, 163 g (with Battery and Memory Card);163;142
3659;5f3ba61e3fd5b671b22005e8;www.price-hunt.com;nikon;j1;nikon1j1;;;234 g (Camera Body)\, 277 g (with Battery and Memory Card but Without Body Cap);CMOS;106 (w) x 61 (h\, ) x 29.8 (d) mm;10.1 Megapixels;2896 x 1944\, Still Images (Aspect Ratio 3\:2) 3872 x 2592\, 1936 x 1296;;234 g (Camera Body)\, 277 g (with Battery and Memory Card but Without Body Cap);277;234
3660;5f3ba61e3fd5b671b22005ee;www.price-hunt.com;panasonic;fx78;panasoniclumixfx78;4x;5x;142 g (with Battery and SD Memory Card);CCD;99.7 (w) x 55.2 (h\, ) x 20.6 (d) mm;12.1 Megapixels;;;142 g (with Battery and SD Memory Card);142;142
3661;5f3ba61e3fd5b671b22005f0;www.price-hunt.com;sony;a58y;sonyalphaslta58y;;;492 g;CCD;) x 77.7 (d) mm\, 128.6 (w) x 95.5 (h;20.1 Megapixels;;;492 g;492;
3662;5f3ba61e3fd5b671b22005f1;www.price-hunt.com;sony;pj240e;sonyhdrpj240e;320x;27x;210 g;CMOS;;9.2 Megapixels;;;210 g;210;
3663;5f3ba61e3fd5b671b22005f7;www.price-hunt.com;canon;1200d;canoneos1200d;;;480 g (Cipa Guidelines);CMOS;5.10 (w) x 3.93 (h) x 3.07 (d) Inch;18 Megapixels;Recording Size and Frame Rate (Full HD 1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps)\, HD 1280 x 720 at (60 Fps\, 50 Fps)\, SD 640 x 480 at (30 Fps\, 25 Fps)\, File Size)\, File Size (1920 x 1080 at (30 Fps\, 25...\nRead More\nRecording Size and Frame Rate (Full HD 1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps)\, HD 1280 x 720 at (60 Fps\, 50 Fps)\, SD 640 x 480 at (30 Fps\, 25 Fps)\, File Size)\, File Size (1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps) 330 MB/min\, 1280 x 720 at (60 Fps\, 50 Fps) 330 MB/min\, 640 x 480 at (30 Fps\, 25 Fps) 82.5 MB/min\nRead Less;435.0;480 g (Cipa Guidelines);480;
3664;5f3ba61e3fd5b671b2200600;www.price-hunt.com;nikon;p340;nikoncoolpixp340;4x;5x;194 g;CMOS;103 (w) x 58.3 (h\, ) x 32 (d) mm;12.2 Megapixels;(480/30 Fps\: 640 x 480 (4\:3)\, (HS 1080/0.5x\: 1920 x 1080 (16\:9)\, (1080 / 25 fps (Default Setting)\: 1920 x 1080 (16\:9\, (1080/60i\: 1920 x 1080 (16\:9)\, (1080/50i\: 1920 x 1080 (16\:9)\, )\, )\, )\, (480/25 Fps\: 640 x 480 (4\:3)\, (HS 720/2x\: 1280 x 720 (16\:9)\, )\, )\, )\, )\, (Iframe 720/30 Fps\: 1280 x 720 (16\:9)\, )\, ))\, (HS 480/4x\: 640 x 480 (4\:3)\, )\, (Iframe 720/25 Fps\: 1280 x 720 (16\:9)\, )\, )\, Movie (1080/30 fps (Default Setting)\, )\: 1920 x 1080 (16\:9)\, (720/30 Fps\: 1280 x 720 (16\:9)\, )\, (720/25 Fps\: 1280 x 720 (16\:9);;194 g;194;
3665;5f3ba61e3fd5b671b220062b;www.price-hunt.com;fujifilm;hs28exr;fujifilmfinepixhs28exr;2x;30x;637 g (Without Battery and Memory Card)\, 730 g (with Battery and Memory Card);Exr CMOS;130.6 (w) x 90.7 (h) x 126 (d) mm;16.3 Megapixels;120Â° Motion Panorama\: 3840 x 1624 (Vertical)\, Small\: 2304 x 1728 (4\:3)\, Movie Recording\: 1280 x 720 Pixels / 640 x 480 Pixels (30 Fps) with Stereo Sound\, 180Â° Motion Panorama\: 5760 x 1624 (Vertical)\, 5760 x 1080 (Horizontal)\, 3840 x 1080 (Horizontal)\, 11520 x 1080 (Horizontal)\, 1920 x 1080 (16\:9)\, 3264 x 1840 (16\:9)\, Medium\: 3264 x 2448 (4\:3)\, 4608 x 2592 (16\:9)\, 360Â° Motion Panorama\: 11520 x 1624 (Vertical)\, 3264 x 2176 (3\:2)\, Recorded Pixels Large\: 4608 x 3072 (3\:2)\, 2304 x 1536 (3\:2);;637 g (Without Battery and Memory Card)\, 730 g (with Battery and Memory Card);730;637
3666;5f3ba61e3fd5b671b2200634;www.price-hunt.com;canon;a2600;canonpowershota2600;4x;5x;135 g (with Battery and SD Meomry Card);CCD;) x 19.8 (d) mm\, 97.7 (w) x 56 (h;16.0 Megapixels;1.5 Fps))\, 30 Fps\, 640 x 480 (s)\, Movies (HD) 1280 x 720\, 1600 x 1200 (M2)\, 25 Fps\, 640 x 480 (l)\, Resize in Playback (m2\, s\, 320 x 240)\, Miniature Effect (HD (5 Fps\, 2.5 Fps\, 1.25 Fps) or l (6 Fps\, Image Size\: 3264 x 2448 (M1)\, 3 Fps\, 4608 x 2592 (w);;135 g (with Battery and SD Meomry Card);135;
3667;5f3ba61e3fd5b671b220065b;www.price-hunt.com;sony;ilce7;sonyilce7;2x;;474 g (with Battery and Memory Stick pro Duo);Exmor CMOS;126.9 (w) x 94.4 (h) x 48.2 (d) mm;24.3 Megapixels;;416.0;474 g (with Battery and Memory Stick pro Duo);474;
3668;5f3ba61e3fd5b671b2200661;www.price-hunt.com;pentax;wg10;pentaxwg10;6.7x;5x;167.26 g;CCD;) x 27.94 (d) mm\, 114.3 (w) x 58.42 (h;14 Megapixels;;147.41;167.26 g;167;
3669;5f3ba61e3fd5b671b220066f;www.price-hunt.com;sony;pj340e;sonyhdrpj340e;350x;30x;215 g;CMOS;;9.2 Megapixels;;;215 g;215;
3670;5f3ba61e3fd5b671b2200678;www.price-hunt.com;canon;sx240;canonpowershotsx240;4x;20x;224 g (with Battery and Memory Card)\, 201 g (Camera Body Only);CMOS;106.3 (w) x 61 (h\, ) x 32.7 (d) mm;12.1 Megapixels;640 x 480 (s)\, 1600 x 1064 (m 2)\, 2816 x 2112 (m 1)\, 640 x 424 (s)\, 1920 x 1080 (m 2)\, 1600 x 1200 (m 2)\, )\, Still Image (4\:3)\: 4000 x 3000 (l\, Still Image (16\:9)\: 4000 x 2248 (l\, )\, Still Image (3\:2)\: 2816 x 1880 (m 1\, 2816 x 1584 (m 1)\, 640 x 360 (s)\, );;224 g (with Battery and Memory Card)\, 201 g (Camera Body Only);224;
3671;5f3ba61e3fd5b671b220067d;www.price-hunt.com;sony;5000y;sonyilce5000y;4x;;269 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;109.6 (w) x 62.8 (h) x 35.7 d) mm;20.1 Megapixels;;210.0;269 g (with Battery and Memory Stick pro Duo);269;
3672;5f3ba61e3fd5b671b2200680;www.price-hunt.com;nikon;d3s;nikond3s;;;1240 g;CMOS;159.5 (w) x 157 (h) x 87.5 (d) mm;12.1 Megapixels;;;1240 g;1240;
3673;5f3ba61e3fd5b671b2200682;www.price-hunt.com;sony;a99v;sonyalphaslta99v;;;;Exmor CMOS;147 (w) 111.2 (h) 78.4 (d) mm;24.3 Megapixels;Recording (Movie)\: (Image Size (Avchd)\: 1920 x 1080 (50 Fps\, 28 Mbps\, ps\, 50i\, 24 Mbps\, fx\, 50i\, 17 Mbps\, fh\, 25 Fps\, 24 Mbps\, fx\, 25 Fps\, 17 Mbps\, Fh)\, Image Size (MP4)\: 1440 x 1080 (25 Fps\, Average...\nRead More\nRecording (Movie)\: (Image Size (Avchd)\: 1920 x 1080 (50 Fps\, 28 Mbps\, ps\, 50i\, 24 Mbps\, fx\, 50i\, 17 Mbps\, fh\, 25 Fps\, 24 Mbps\, fx\, 25 Fps\, 17 Mbps\, Fh)\, Image Size (MP4)\: 1440 x 1080 (25 Fps\, Average bit Rate 12 Mbps)\, 640 x 480 (25 Fps\, Average bit Rate 3 Mbps))\nRead Less;733.0;;;
3674;5f3ba61e3fd5b671b220068a;www.price-hunt.com;sony;a77vm;sonyalphaslta77vm;;;;Exmor aps HD CMOS;142.6 (w) x 104 (h\, ) x 80.9 (d) mm;24.3 Megapixels;Average bit Rate 12 Mbps)\, )\, )\: 1920 x 1080 (50 Fps\, 28 Mbps\, ps\, 50i\, 24 Mbps\, fx\, 50i\, 17 Mbps\, fh\, 25 Fps\, 24 Mbps\, fx\, 25 Fps\, 17 Mbps\, Fh)\, Image Size (MP4)\: 1440 x 1080 (25 Fps\, Recording (Movie)\: (Image Size (Avchd\, 640 x 480 (25 Fps\, Average bit Rate 3 Mbps);653.0;;;
3675;5f3ba61e3fd5b671b220068f;www.price-hunt.com;panasonic;fx68;panasoniclumixdmcfx68;4x;5x;145 g (with Battery and SD Memory Card)\, 123 g (Without Battery and SD Memory Card);CCD;97.0 (w) x 54.1 (h\, ) x 21.8 (d) mm;14.1 Megapixels;;;145 g (with Battery and SD Memory Card)\, 123 g (Without Battery and SD Memory Card);145;123
3676;5f3ba61e3fd5b671b2200697;www.price-hunt.com;nikon;l320;nikoncoolpixl320;4x;26x;430 g (with Battery and SD Meomry Card);CCD;111.1 (w) x 76.3 (h) x 83.1 (d) mm;16.1 Megapixels;Image Size\: 3264 x 2448 (8 m)\, 1600 x 1200(2 m)\, 2272 x 1704 (4 m)\, vga (640 x 480)\, Vga\: 640 x 480 / 4\:3 / 30 Fps\, Movie\: HD 720p\: 1280 x 720 / 16\:9 / 30 Fps\, 16\:9 Aspect Ratio 4608 x 2592;;430 g (with Battery and SD Meomry Card);430;
5418;5f3ba61e3fd5b671b2200565;www.price-hunt.com;canon;1dx;canoneos1dx;;;1340 g (Body Only);CMOS;158 (w) x 163.6 (h) x 82.7 (d) mm;18.10 Megapixels;2592 x 1728 (4.50 m\, Small)\, 5184 x 3456 (Raw)\, 2592 x 1728 (s-Raw)\, 4608 x 3072 (14.20 m\, Medium 1)\, 3456 x 2304 (8 m\, Medium 2)\, 3888 x 2592 (m-Raw);;1340 g (Body Only);;1340
5419;5f3ba61e3fd5b671b220057f;www.price-hunt.com;canon;1200d;canoneos1200d;;;480 g (Cipa Guidelines);CMOS;5.10 (w) x 3.93 (h) x 3.07 (d) Inch;18 Megapixels;1280 x 720 at (60 Fps\, 50 Fps) 330 MB/min\, File Size (1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps) 330 MB/min\, 640 x 480 at (30 Fps\, 25 Fps) 82.5 MB/min\, SD 640 x 480 at (30 Fps\, 25 Fps)\, File Size)\, HD 1280 x 720 at (60 Fps\, 50 Fps)\, Recording Size and Frame Rate (Full HD 1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps);435.0;480 g (Cipa Guidelines);480;
5420;5f3ba61e3fd5b671b220059e;www.price-hunt.com;nikon;d7100;nikond7100;;;765 g (with Battery and Meomry Card)\, 675 g (Body Only);CMOS;135.5 (w) x 106.5 (h) x 76 (d) mm;24.1 Megapixels;Image Size\: dx (24 x 16) Image Area 4494 x 3000 (m)\, 2992 x 2000 (s)\, 1.3x (18 x 12) Image Area 4800 x 3200 (l)\, 3600 x 2400 (m)\, 2400 x 1600 (s)\, Photographs with Image Area dx (24 x 16) 6000 x 3368 (l)\, 4494 x 2528 (m)\, 2992 x 1860 (s) Photographs with Image Area of 1.3x (18 x 12) Taken in Movie Live View 4800 x 2696 (l)\, 3600 x 2024 (m)\, 2400 x 1344 (s);;765 g (with Battery and Meomry Card)\, 675 g (Body Only);765;675
5421;5f3ba61e3fd5b671b22005b0;www.price-hunt.com;sony;w630;sonydscw630;20x;5x;116 g (with Battery and Memory Stick)\, 100 g (Body Only);Super had CCD;) x 19.1 (d) mm\, 91.0 (w) x 52.2 (h;16.1 Megapixels;;;116 g (with Battery and Memory Stick)\, 100 g (Body Only);116;100
5422;5f3ba61e3fd5b671b22005b1;www.price-hunt.com;olympus;620uz;olympussp620uz;4x;21x;435 g (with Battery and Memory Card);CCD;) x 73.7 (d) mm\, 109.7 (w) x 74.3 (h;16 Megapixels;2048 x 1536 (3 Mp)\, Movie Mode\: 640 x 480 (Vga)\, 320 x 240 (QVGA)\, 640 x 480 (Vga)\, 4608 x 2592 (16\:9 Large)\, 1920 x 1080 (16\:9 Small)\, 3264 x 2448 (8 Mp)\, 1600 x 1200 (2 Mp)\, 2560 x 1920 (5 mp);;435 g (with Battery and Memory Card);435;
5423;5f3ba61e3fd5b671b22005b4;www.price-hunt.com;sony;hx7v;sonycybershotdschx7v;40x;10x;208 g (with Battery and Memory Card)\, 178 g (Camera Body Only);Exr CMOS;101.6 (w) x 57.6 (h\, ) x 28.6 (d) mm;16.2 Megapixels;;;208 g (with Battery and Memory Card)\, 178 g (Camera Body Only);208;178
5424;5f3ba61e3fd5b671b22005bd;www.price-hunt.com;canon;ixus255;canonixus255;4x;10x;144 g (with Batteries and Memory Card);CMOS;) x 22.5 (d) mm\, 97.2 (w) x 56.4 (h;12.1 Megapixels;640 x 360 (s)\, 24 Fps\, 1600 x 1200 (M2)\, 2816 x 1880 (M1)\, (HD) 1280 x 720\, 3\:2 Aspect Ratio 4000 x 2664 (l)\, 1.5 Fps\, 240 Fps\, 30 Fps\, 1920 x 1080 (M2)\, 3 Fps\, 640 x 480 (s)\, (m) 320 x 240\, 1\:1 Aspect Ratio 2992 x 2992 (l)\, Super Slow Motion Movie (l) 640 x 480\, Movies\: 1920 x 1080\, (l) 640 x 480\, 1600 x 1064 (M2)\, 640 x 424 (s)\, Image Size\: 4\:3 Aspect Ratio 2816 x 2112 (M1)\, 30 Fps\, 2816 x 1584 (M1)\, 1200 x 1200 (M2)\, 2112 x 2112 (M1)\, 120 Fps\, Resize in Playback (m2\, s)\, Miniature Effect (HD\, l) 6 Fps\, 16\:9 Aspect Ratio 4000 x 2248 (l)\, 480 x 480 (s);;144 g (with Batteries and Memory Card);;
5425;5f3ba61e3fd5b671b22005bf;www.price-hunt.com;nikon;l30;nikoncoolpixl30;4x;5x;164 g (with Battery and SD Memory Card);CCD;95.4 (w) x 60.3 (h\, ) x 29 (d) mm;20.1 Megapixels;;;164 g (with Battery and SD Memory Card);164;
5426;5f3ba61e3fd5b671b22005c1;www.price-hunt.com;sony;pj240e;sonyhdrpj240e;320x;27x;210 g;CMOS;;9.2 Megapixels;;;210 g;210;
5427;5f3ba61e3fd5b671b22005c9;www.price-hunt.com;nikon;s8100;nikoncoolpixs8100;4x;10x;184 g;Bsi CMOS;104.0 (w) x 59.2 (h) x 29.9 (d) mm;12.1 Megapixels;;;184 g;184;
5428;5f3ba61e3fd5b671b22005d0;www.price-hunt.com;samsung;wb600;samsungwb600;Play Mode\: 1.0x 12.5x;15x;210.7 g (Without Battery and Card);CCD;106.6 (w) x 60.5 (h\, ) x 28.0 (d) mm;12 Megapixels;;;210.7 g (Without Battery and Card);;210
5429;5f3ba61e3fd5b671b22005d1;www.price-hunt.com;nikon;p100;nikoncoolpixp100;4x;26x;481 g;CMOS;) x 98.6 (d) mm\, 114.4 (w) x 82.7 (h;10.3 Megapixels;;;481 g;481;
5430;5f3ba61e3fd5b671b22005ff;www.price-hunt.com;sony;a57k;sonyalphaa57k;4x;;539 g (Without Battery\, Memory Card or Accessories);HD CMOS;132.1 (w) x 97.5 (h) x 80.7 (d) mm;16.1 Megapixels;Still Image (3\:2)\: 3568 x 2368 (8.4 m)\, 2448 x 1624 (4.0 m)\, Still Image (16\:9)\: 4912 x 2760 (14 m)\, 3568 x 2000 (7.1 m)\, 2448 x 1376 (3.4 m)\, Sweep Panorama (Wide)\: 12416 x 1856 (Horizontal\, 23 m)\, 2160 x 5536 (Vertical\, 12 m)\, Sweep Panorama (Standard)\: 8192 x 1856 (Horizontal\, 15 m)\, 2160 x 3872 (Vertical\, 8.4 m)\, 3d Sweep Panorama (Wide)\: 7152 x 1080 (7.7 m)\, 3d Sweep Panorama (Standard)\: 4912 x 1080 (5.3 m)\, 1920 x 1080 (16\:9\, 2.1 m);;539 g (Without Battery\, Memory Card or Accessories);;539
5431;5f3ba61e3fd5b671b2200605;www.price-hunt.com;samsung;st30;samsungst30;Still Image Mode \: 1.0x ~ 3.0x Play Mode \: 1.0x ~ 12.5x (Depends on Image Size);;86.5 g (Without Battery and Memory Card Media);CCD;82.0 (w) x 51.9 (h\, ) x 16.9 (d) mm;10.13 Megapixels;;;86.5 g (Without Battery and Memory Card Media);;86
5432;5f3ba61e3fd5b671b2200608;www.price-hunt.com;nikon;l330;nikoncoolpixl330;4x;26x;430 g (with Battery and SD Memory Card);CCD;) x 83.3 (d) mm\, 111.1 (w) x 76.3 (h;20.2 Megapixels;Movie (720/30 Fps\: 1280 x 720 (16\:9)\, )\, (480/30 Fps\: 640 x 480 (4\:3)\, );;430 g (with Battery and SD Memory Card);430;
5433;5f3ba61e3fd5b671b220060e;www.price-hunt.com;pentax;efina;pentaxefinapoint;5x;5x;108 g (with Battery and SD Card);CCD;87 (w) x 54 (h) x 20.5 (d) mm;14 Megapixels;;91.0;108 g (with Battery and SD Card);108;
5434;5f3ba61e3fd5b671b2200627;www.price-hunt.com;sony;tx1;sonycybershotdsctx1;8x;4x;130;CCD;;10.2 mp;;;130;130;
5435;5f3ba61e3fd5b671b2200635;www.price-hunt.com;kodak;spz1;kodakpixprospz1;6x;3x;;CMOS;56.6 (w) x 110.6 (h\, ) x 21.7 (d) mm;14.41 Megapixels;;130.0;;;
5436;5f3ba61e3fd5b671b220064a;www.price-hunt.com;sony;w380;sonycybershotdscw380;10x;5x;108;CCD;;14.1 mp;;;108;108;
5437;5f3ba61e3fd5b671b220064e;www.price-hunt.com;sony;rx100m3;sonydscrx100m3;44x;2.9x;290 g (with Battery and Memory Stick Duo);Exmor r CMOS;101.6 (w) x 58.1 (h) x 41 (d) mm;20.1 Megapixels;;263.0;290 g (with Battery and Memory Stick Duo);290;
5438;5f3ba61e3fd5b671b2200660;www.price-hunt.com;pentax;x5;pentaxx5;7.2x;26x;598.1 g;CMOS;119.38 (w) x 86.36 (h) x 106.68 (d) mm;16 Megapixels;;507.45;598.1 g;598;
5439;5f3ba61e3fd5b671b2200673;www.price-hunt.com;kodak;az361;kodakpixproaz361;4x;36x;416 g;CCD;;16 Megapixels;;;416 g;416;
5440;5f3ba61e3fd5b671b2200676;www.price-hunt.com;panasonic;h101;panasonicsdrh101;100x / 3500x;70x;273 g;CCD;55.1 (w) x 64.0 (h) x 107.3 (d) mm;;;;273 g;273;
5441;5f3ba61e3fd5b671b2200679;www.price-hunt.com;sony;pj240e;sonyhdrpj240e;320x;27x;210 g;CMOS;;9.2 Megapixels;;;210 g;210;
5442;5f3ba61e3fd5b671b220068d;www.price-hunt.com;fujifilm;s4800;fujifilmfinepixs4800;7.2x;30x;426 g (Without Battery and Memory Card)\, 518 g (with Battery and Memory Card);CCD;122.0 (w) x 93.0 (h) x 100.0 (d) mm;16 Megapixels;Movie Recording 1280 x 720 Pixels / 640 x 480 Pixels / 320 x 240 Pixels (30 Fps)\, 16\:9 Aspect Ratio 3264 x 1840\, 16\:9 Aspect Ratio 4608 x 2592\, Small\: 4\:3 Aspect Ratio 2304 x 1728\, 16\:9 Aspect Ratio 1920 x 1080\, 3\:2 Aspect Ratio 4608 x 3072\, Medium\: 4\:3 Aspect Ratio 3264 x 2448\, Recorded Pixels Large\: 4\:3 Aspect Ratio 4608 x 3456;;426 g (Without Battery and Memory Card)\, 518 g (with Battery and Memory Card);518;426
5443;5f3ba61e3fd5b671b2200690;www.price-hunt.com;panasonic;f5;panasoniclumixdmcf5;4x;5x;121 g (with Battery and SD Meomry Card)\, 106 g (Without Battery and Memory Card Media);CCD;97.4 (w) x 58 (h\, ) x 21.5 (d) mm;14.1 Megapixels;3\:2 Aspect Ratio\: 4320 x 2880 (12.5 m)\, 16\:9 Aspect Ratio\: 4320 x 2432 (10.5 m)\, 320 x 240 (QVGA)\, 2560 x 1920 (5 m Ez)\, Still Image Recording\: 4\:3 Aspect Ratio\: 3648 x 2736 (10 m Ez)\, 2048 x 1536 (3 m Ez)\, 30 fps (Motion Jpeg)\, 640 x 480 (0.3 m Ez)\, std Video\: 640 x 480 (Vga)\, Motion Picture Recording HD Video\: 1280 x 720\, 1\:1 Aspect Ratio\: 3232 x 3232 (10.5 m)\, 30 fps (Motion Jpeg)\, 30 fps (Motion Jpeg);;121 g (with Battery and SD Meomry Card)\, 106 g (Without Battery and Memory Card Media);121;106
7129;5f3ba61e3fd5b671b2200557;www.price-hunt.com;panasonic;f3;panasoniclumixdmcf3;4x;4x;110 g (Without Battery and SD Memory Card);;) x 22.0 (d) mm\, 95.9 (w) x 53.9 (h;12.1 Megapixels;;;110 g (Without Battery and SD Memory Card);;110
7130;5f3ba61e3fd5b671b2200559;www.price-hunt.com;sony;as30v;sonyhdras30v;;;65 g (Main Unit Only)\, 90 g (Total);Exr CMOS;24.5 (w) x 47 (h) x 82 (d) mm;11.9 Megapixels;;;65 g (Main Unit Only)\, 90 g (Total);90;65
7131;5f3ba61e3fd5b671b220055f;www.price-hunt.com;sony;pj380e;sonyhdrpj380e;350x;30x;210 g (Without Tape and Battery);Exr CMOS;57.5 (w) x 57 (h) x 117 (d) mm;8.9 Megapixels;;;210 g (Without Tape and Battery);;210
7132;5f3ba61e3fd5b671b2200561;www.price-hunt.com;sony;pj540e;sonyhdrpj540e;350x;30x;325 g;CMOS;;9.2 Megapixels;;;325 g;325;
7133;5f3ba61e3fd5b671b220058c;www.price-hunt.com;sony;5000y;sonyilce5000y;4x;;269 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;109.6 (w) x 62.8 (h\, ) x 35.7 d) mm;20.1 Megapixels;;210.0;269 g (with Battery and Memory Stick pro Duo);269;
7134;5f3ba61e3fd5b671b220058e;www.price-hunt.com;canon;ixus510;canondigitalixus510;4x;12x;142 g (Camera Body Only)\, 163 g (with Battery and Memory Card);CMOS;85.8 (w) x 53.5 (h) x 19.8 (d) mm;10.1 Megapixels;1\:1 (2736 x 2736\, 2112 x 2112\, 1200 x 1200\, 480 x 480)\, 3\:2 (3648 x 2432\, 2816 x 1880\, 1600 x 1064\, 640 x 424)\, Still Image\: 16\:9 (3648 x 2048\, 2816 x 1584\, 1920 x 1080\, 640 x 360)\, 4\:3 (3648 x 2736\, 2816 x 2112\, 1600 x 1200\, 640 x 480);;142 g (Camera Body Only)\, 163 g (with Battery and Memory Card);163;142
7135;5f3ba61e3fd5b671b2200599;www.price-hunt.com;olympus;vr320;olympusvr320;;;;;;14 mp;;;;;
7136;5f3ba61e3fd5b671b22005a1;www.price-hunt.com;canon;ixus125;canonixus125;4x;5x;135 g (with Battery and SD Memory Card);CMOS;93.2 (w) x 57.0 (h\, ) x 20.0 (d) mm;16.1 Megapixels;;;135 g (with Battery and SD Memory Card);135;
