,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
17681,5f3ba61e3fd5b671b2200738,cammarkt.com,t3,3,/,845251028409,canoneosrebelt3,,80.0,,,494.42 ,CMOS,canon,/,/,/
17682,5f3ba61e3fd5b671b220073a,cammarkt.com,5d,5-3,/,,canoneos5d,,,,,861.8248,CMOS,canon,/,/,/
17683,5f3ba61e3fd5b671b2200740,cammarkt.com,7d,7-2,/,013803117509,canoneos7d,,2.7,14.732,11.176000000000002,0.0,,canon,/,/,/
17684,5f3ba61e3fd5b671b2200742,cammarkt.com,k30,30,/,027075224940,pentaxk30,,,,,4105.0076,,pentax,/,/,/
17685,5f3ba61e3fd5b671b220074c,cammarkt.com,"rebel xt\,rebelxt",,/,013803049541,canonrebelxt,,,12.6492,9.4234,485.34344,CMOS,canon,/,/,/
17686,5f3ba61e3fd5b671b2200750,cammarkt.com,k30,30,/,,pentaxk30,,,12.953999999999999,9.7,907.184,CMOS,pentax,/,/,/
17687,5f3ba61e3fd5b671b220075e,cammarkt.com,d40x,40,/,018208094219,nikond40x,,80.0,12.6,9.398000000000001,494.41528,CCD,nikon,/,/,/
19425,5f3ba61e3fd5b671b22006a1,cammarkt.com,kx,,/,27075158412.0,pentaxkx,,,12.192,9.1,589.6696,CMOS,pentax,/,/,/
19426,5f3ba61e3fd5b671b22006b4,cammarkt.com,d600,600,/,18208132034.0,nikond600,,,,,5737.9388,CMOS,nikon,/,/,/
19427,5f3ba61e3fd5b671b22006bb,cammarkt.com,d5300,5300,/,18208015191.0,nikond5300,,,12.446000000000002,9.906,0.0,,nikon,/,/,/
19428,5f3ba61e3fd5b671b22006c0,cammarkt.com,6d,6,/,,canoneos6d,,,14.503400000000001,11.0998,771.11 ,CMOS,canon,/,/,/
19429,5f3ba61e3fd5b671b22006c8,cammarkt.com,a65,65,/,27242833104.0,sonya65,,,,,544.3104,CMOS,sony,/,/,/
19430,5f3ba61e3fd5b671b22006e2,cammarkt.com,kr,,/,27075175709.0,pentaxkr,,,12.4,9.7,598.74144,CMOS,pentax,/,/,/
19431,5f3ba61e3fd5b671b22006f2,cammarkt.com,k10d,10,/,27075121492.0,pentaxk10d,,3.0,14.1,10.1092,712.14 ,CCD,pentax,/,/,/
19432,5f3ba61e3fd5b671b2200703,cammarkt.com,d90,90,/,53001016.0,nikond90,,,13.2,10.414,616.88512,CMOS,nikon,/,/,/
19433,5f3ba61e3fd5b671b2200704,cammarkt.com,d80,80,/,410100251750.0,nikond80,,3.0,12.7,9.398000000000001,1587.572,CCD,nikon,/,/,/
19434,5f3ba61e3fd5b671b2200711,cammarkt.com,t1i,1,/,13803112603.0,canoneosrebelt1i,,,12.953999999999999,9.652,480.80752,CMOS,canon,/,/,/
19435,5f3ba61e3fd5b671b220071f,cammarkt.com,k7,7,/,27075153684.0,pentaxk7,,,12.953999999999999,9.652,648.64 ,CMOS,pentax,/,/,/
19436,5f3ba61e3fd5b671b2200739,cammarkt.com,sl1,1,/,8714574602660.0,canoneosrebelsl1,,,,6.9088,371.94543999999996,CMOS,canon,/,/,/
19437,5f3ba61e3fd5b671b2200744,cammarkt.com,d5300,5300,/,18208133031.0,nikond5300,,7.8,12.446000000000002,9.906,479.10654999999997,,nikon,/,/,/
19438,5f3ba61e3fd5b671b2200752,cammarkt.com,d700,700,/,1820825446.0,nikond700,,,14.7,12.2,993.3664799999999,CMOS,nikon,/,/,/
19439,5f3ba61e3fd5b671b2200754,cammarkt.com,a3000,3000,/,27242870789.0,sonya3000,4,3.0,,,2267.96,,sony,/,/,/
19440,5f3ba61e3fd5b671b220075f,cammarkt.com,e30,30,/,718122160297.0,olympuse30,,,14.15034,10.74928,2267.96,,olympus,/,/,/
19441,5f3ba61e3fd5b671b2200760,cammarkt.com,k50,50,/,27075234024.0,pentaxk50,,,,,1428.8147999999999,,pentax,/,/,/
