key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list,famer_resolution_from,famer_resolution_to,famer_megapixel
5f3ba6213fd5b671b220538a,www.shopbot.com.au,dscrx100,100-3,/,/,sonycybershotdscrx100,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22053b7,www.shopbot.com.au,xa1,1,/,/,fujifilmxa1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053c0,www.shopbot.com.au,s6800,6800,/,/,nikoncoolpixs6800,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053c7,www.shopbot.com.au,slta65,65,/,/,sonyalphaslta65,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22053d7,www.shopbot.com.au,d750,750,/,/,nikond750,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053e6,www.shopbot.com.au,light,,/,/,lytrolightfield,/,,0.0,0.0,,/,lytro,/,/,/
5f3ba6213fd5b671b22053f6,www.shopbot.com.au,tg320,320,/,/,olympustg320,/,36,9.6,6.3,155,/,olympus,/,/,/
5f3ba6213fd5b671b22053fa,www.shopbot.com.au,dmcs2,2,/,/,panasoniclumixdmcs2,/,4,9.8,5.7,112,/,panasonic,/,/,/
5f3ba6213fd5b671b2205404,www.shopbot.com.au,d90,90,/,/,nikond90,/,,13.2,10.3,703,/,nikon,/,/,/
5f3ba6213fd5b671b220540d,www.shopbot.com.au,sh1,1,/,/,olympusstylussh1,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205420,www.shopbot.com.au,ixus150,150,/,/,canonixus150,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205450,www.shopbot.com.au,dp2,2,/,/,sigmadp2,/,,12.2,6.7,330,/,sigma,/,/,/
5f3ba6213fd5b671b2205457,www.shopbot.com.au,k30,30,/,/,pentaxk30,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b220545f,www.shopbot.com.au,gr,,/,/,ricohgr,/,,0.0,0.0,,/,ricoh,/,/,/
5f3ba6213fd5b671b2205475,www.shopbot.com.au,xe1,1,/,/,fujifilmxe1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205482,www.shopbot.com.au,eos1d,1,/,/,canoneos1d,/,,15.8,16.4,,/,canon,/,/,/
5f3ba6213fd5b671b220548c,www.shopbot.com.au,e900,900,/,/,fujifilmfinepixe900,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205490,www.shopbot.com.au,vlux4,4,/,/,leicavlux4,/,,0.0,0.0,,/,leica,/,/,/
5f3ba6213fd5b671b2205492,www.shopbot.com.au,a5000,5000,/,/,sonyalphaa5000,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205496,www.shopbot.com.au,em1,1,/,/,olympusomdem1,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22054a0,www.shopbot.com.au,a3000,3000,/,/,sonyalphaa3000,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22052ad,www.shopbot.com.au,dmcfz200,200,/,/,panasoniclumixdmcfz200,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22052b6,www.shopbot.com.au,s1,1,/,/,fujifilmfinepixs1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22052c0,www.shopbot.com.au,k30,30,/,/,pentaxk30,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b22052c2,www.shopbot.com.au,7d,7,/,/,canoneos7d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052c7,www.shopbot.com.au,eos1d,1,/,/,canoneos1d,/,,15.8,16.4,,/,canon,/,/,/
5f3ba6213fd5b671b22052d3,www.shopbot.com.au,fe4000,4000,/,/,olympusfe4000,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22052d5,www.shopbot.com.au,ixus255,255,/,/,canonixus255,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052eb,www.shopbot.com.au,vg160,160,/,/,olympusvg160,/,5,9.6,5.7,125,/,olympus,/,/,/
5f3ba6213fd5b671b2205302,www.shopbot.com.au,3000z,3000,/,/,creativedccam3000z,/,,0.0,0.0,,/,creative,/,/,/
5f3ba6213fd5b671b2205309,www.shopbot.com.au,5d,5-2,/,/,canoneos5d,/,,15.2,11.4,850,/,canon,/,/,/
5f3ba6213fd5b671b2205312,www.shopbot.com.au,dmcgx1,1,/,/,panasoniclumixdmcgx1,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205315,www.shopbot.com.au,hs30exr,30,/,/,fujifilmfinepixhs30exr,/,30,13.1,9.7,687,/,fujifilm,/,/,/
5f3ba6213fd5b671b220532f,www.shopbot.com.au,st72,72,/,/,samsungst72,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b220533a,www.shopbot.com.au,alpha7,7,/,/,sonyalpha7,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220533b,www.shopbot.com.au,p7700,7700,/,/,nikoncoolpixp7700,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205350,www.shopbot.com.au,x10,10,/,/,fujifilmx10,/,4,11.7,7.0,350,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205351,www.shopbot.com.au,dmcgh3,3,/,/,panasoniclumixdmcgh3,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205357,www.shopbot.com.au,ixus510,510,/,/,canonixus510,/,12,8.6,5.4,163,/,canon,/,/,/
5f3ba6213fd5b671b220535e,www.shopbot.com.au,dscrx1,1,/,/,sonycybershotdscrx1,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205361,www.shopbot.com.au,xpro1,1,/,/,fujifilmxpro1,/,,14.0,8.2,450,/,fujifilm,/,/,/
5f3ba6213fd5b671b220536c,www.shopbot.com.au,tg3,3,/,/,olympustoughtg3,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205371,www.shopbot.com.au,1100d,1100,/,/,canoneos1100d,/,,13.0,10.0,495,/,canon,/,/,/
5f3ba6213fd5b671b2205374,www.shopbot.com.au,xe2,2,/,/,fujifilmxe2,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205378,www.shopbot.com.au,dmcg6,6,/,/,panasoniclumixdmcg6,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205385,www.shopbot.com.au,instax210,210,/,/,fujiinstax210,/,,0.0,0.0,,/,fuji,/,/,/
5f3ba6213fd5b671b2205389,www.shopbot.com.au,d3200,3200,/,/,nikond3200,/,,12.5,9.6,505,/,nikon,/,/,/
5f3ba6213fd5b671b220538c,www.shopbot.com.au,dmcgf3,3,/,/,panasoniclumixdmcgf3,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205399,www.shopbot.com.au,rs1000,1000,/,/,pentaxoptiors1000,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b220539b,www.shopbot.com.au,k500,500,/,/,pentaxk500,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b220539f,www.shopbot.com.au,d610,610,/,/,nikond610,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053a2,www.shopbot.com.au,d5200,5200,/,/,nikond5200,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053b3,www.shopbot.com.au,v3,3,/,/,nikon1v3,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053b4,www.shopbot.com.au,s6300,6300,/,/,nikoncoolpixs6300,/,10,9.4,5.8,160,/,nikon,/,/,/
5f3ba6213fd5b671b22053b9,www.shopbot.com.au,dmcgf3,3,/,/,panasoniclumixdmcgf3,/,,10.8,6.7,264,/,panasonic,/,/,/
5f3ba6213fd5b671b22053cc,www.shopbot.com.au,d750,750,/,/,nikond750,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053cf,www.shopbot.com.au,z90,90,/,/,fujifilmfinepixz90,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053d6,www.shopbot.com.au,d7000,7000,/,/,nikond7000,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053df,www.shopbot.com.au,s4500,4500,/,/,fujifilmfinepixs4500,/,30,11.8,8.1,543,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053e7,www.shopbot.com.au,nx2000,2000,/,/,samsungnx2000,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b22053fb,www.shopbot.com.au,sz31mr,31,/,/,olympussz31mr,/,24,10.6,6.9,226,/,olympus,/,/,/
5f3ba6213fd5b671b2205424,www.shopbot.com.au,6d,6,/,/,canoneos6d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205431,www.shopbot.com.au,nx300,300,/,/,samsungnx300,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b2205439,www.shopbot.com.au,5d,5-3,/,/,canoneos5d,/,,15.2,11.6,950,/,canon,/,/,/
5f3ba6213fd5b671b220543f,www.shopbot.com.au,slta57,57,/,/,sonyslta57,/,,13.2,9.8,618,/,sony,/,/,/
5f3ba6213fd5b671b2205440,www.shopbot.com.au,600d,600,/,/,canoneos600d,/,,13.3,10.0,570,/,canon,/,/,/
5f3ba6213fd5b671b220544d,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220544e,www.shopbot.com.au,q,,/,/,pentaxq,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b220546d,www.shopbot.com.au,7d,7,/,/,canoneos7d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b220546f,www.shopbot.com.au,dscw570,570,/,/,sonycybershotdscw570,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205476,www.shopbot.com.au,nex7n,7,/,/,sonyalphanex7n,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220547a,www.shopbot.com.au,x2,2,/,/,leicax2,/,,12.4,6.9,345,/,leica,/,/,/
5f3ba6213fd5b671b2205481,www.shopbot.com.au,p600,600,/,/,nikoncoolpixp600,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220549c,www.shopbot.com.au,k50,50,/,/,pentaxk50,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b22052a5,www.shopbot.com.au,tg1,1,/,/,olympustoughtg1,/,,10.0,6.5,221,/,olympus,/,/,/
5f3ba6213fd5b671b22052a8,www.shopbot.com.au,1200d,1200,/,/,canoneos1200d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052a9,www.shopbot.com.au,s2800,2800,/,/,nikoncoolpixs2800,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22052c4,www.shopbot.com.au,a5100,5100,/,/,sonyalphaa5100,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22052c6,www.shopbot.com.au,d3200,3200,/,/,nikond3200,/,,12.5,9.6,505,/,nikon,/,/,/
5f3ba6213fd5b671b2205300,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205308,www.shopbot.com.au,5d,5-3,/,/,canoneos5d,/,,15.2,11.6,950,/,canon,/,/,/
5f3ba6213fd5b671b2205318,www.shopbot.com.au,df,,/,/,nikondf,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205324,www.shopbot.com.au,d40x,40,/,/,nikond40x,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205326,www.shopbot.com.au,xp30,30,/,/,fujifilmfinepixxp30,/,5,9.9,6.8,165,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205369,www.shopbot.com.au,7r,7,/,/,sonyalpha7r,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220536b,www.shopbot.com.au,s4300,4300,/,/,nikoncoolpixs4300,/,6,9.6,5.9,139,/,nikon,/,/,/
5f3ba6213fd5b671b2205377,www.shopbot.com.au,60d,60,/,/,canoneos60d,/,,14.5,10.6,755,/,canon,/,/,/
5f3ba6213fd5b671b220537a,www.shopbot.com.au,dschx400v,400,/,/,sonycybershotdschx400v,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205386,www.shopbot.com.au,d4s,4,/,/,nikond4s,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220538b,www.shopbot.com.au,k3,3,/,/,pentaxk3,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b220538f,www.shopbot.com.au,slta77,77,/,/,sonyalphaslta77,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205398,www.shopbot.com.au,coolpix,,/,/,nikoncoolpixa,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053a1,www.shopbot.com.au,dscwx5,5,/,/,sonycybershotdscwx5,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22053b0,www.shopbot.com.au,eos1d,1,/,/,canoneos1d,/,,15.8,16.4,,/,canon,/,/,/
5f3ba6213fd5b671b22053b5,www.shopbot.com.au,p510,510,/,/,nikoncoolpixp510,/,417,12.0,8.3,555,/,nikon,/,/,/
5f3ba6213fd5b671b22053c5,www.shopbot.com.au,dmcfz60,60,/,/,panasoniclumixdmcfz60,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22053d5,www.shopbot.com.au,epl5,5,/,/,olympuspenepl5,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22053e3,www.shopbot.com.au,epl6,6,/,/,olympuspenliteepl6,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22053e5,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053f0,www.shopbot.com.au,nx200,200,/,/,samsungnx200,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b22053f1,www.shopbot.com.au,sx280,280,/,/,canonpowershotsx280,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22053f5,www.shopbot.com.au,ixus135,135,/,/,canonixus135,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205401,www.shopbot.com.au,a6000,6000,/,/,sonyalphaa6000,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205416,www.shopbot.com.au,dmcft5,5,/,/,panasoniclumixdmcft5,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b220542d,www.shopbot.com.au,d3200,3200,/,/,nikond3200,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220542f,www.shopbot.com.au,nex5r,5,/,/,sonyalphanex5r,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205445,www.shopbot.com.au,tg850,850,/,/,olympusstylustoughtg850,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205452,www.shopbot.com.au,s110,110,/,/,canonpowershots110,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b220548a,www.shopbot.com.au,wb2200f,2200,/,/,samsungwb2200f,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b220549a,www.shopbot.com.au,v1,1,/,/,nikon1v1,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22052a2,www.shopbot.com.au,dmcgh4,4,/,/,panasoniclumixdmcgh4,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22052ac,www.shopbot.com.au,1ds,1-3,/,/,canoneos1ds,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052b0,www.shopbot.com.au,d3200,3200,/,/,nikond3200,/,,12.5,9.6,505,/,nikon,/,/,/
5f3ba6213fd5b671b22052b1,www.shopbot.com.au,100d,100,/,/,canoneos100d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052cd,www.shopbot.com.au,em1,1,/,/,olympusomdem1,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22052dc,www.shopbot.com.au,dmcxs1,1,/,/,panasoniclumixdmcxs1,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22052df,www.shopbot.com.au,xt1,1,/,/,fujifilmxt1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22052e0,www.shopbot.com.au,k50,50,/,/,pentaxk50,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b22052e6,www.shopbot.com.au,jx350,350,/,/,fujifilmfinepixjx350,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22052e7,www.shopbot.com.au,dscwx200,200,/,/,sonycybershotdscwx200,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b22052ec,www.shopbot.com.au,aw120,120,/,/,nikoncoolpixaw120,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22052fc,www.shopbot.com.au,g12,12,/,/,canonpowershotg12,/,5,11.2,7.6,401,/,canon,/,/,/
5f3ba6213fd5b671b220530a,www.shopbot.com.au,p7000,7000,/,/,nikoncoolpixp7000,/,71,11.4,7.7,310,/,nikon,/,/,/
5f3ba6213fd5b671b2205316,www.shopbot.com.au,d7000,7000,/,/,nikond7000,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205319,www.shopbot.com.au,s9400,9400,/,/,nikoncoolpixs9400,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205325,www.shopbot.com.au,extr35,35,/,/,casioexilimextr35,/,,0.0,0.0,,/,casio,/,/,/
5f3ba6213fd5b671b2205329,www.shopbot.com.au,dscw730,730,/,/,sonycybershotdscw730,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205330,www.shopbot.com.au,7d,7,/,/,canoneos7d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205337,www.shopbot.com.au,xp170,170,/,/,fujifilmfinepixxp170,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b220533c,www.shopbot.com.au,ixus300,300,/,/,canondigitalixus300,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205346,www.shopbot.com.au,dschx50v,50,/,/,sonycybershotdschx50v,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220534d,www.shopbot.com.au,dmczs40,40,/,/,panasoniclumixdmczs40,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b220534f,www.shopbot.com.au,dmcft20,20,/,/,panasoniclumixdmcft20,/,4,10.1,5.8,142,/,panasonic,/,/,/
5f3ba6213fd5b671b220535b,www.shopbot.com.au,s3200,3200,/,/,fujifilmfinepixs3200,/,24,11.8,8.1,540,/,fujifilm,/,/,/
5f3ba6213fd5b671b220537e,www.shopbot.com.au,d5100,5100,/,/,nikond5100,/,,12.8,9.7,560,/,nikon,/,/,/
5f3ba6213fd5b671b2205392,www.shopbot.com.au,em5,5,/,/,olympusomdem5,/,,12.2,8.9,425,/,olympus,/,/,/
5f3ba6213fd5b671b2205394,www.shopbot.com.au,dmcg5,5,/,/,panasoniclumixdmcg5,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205395,www.shopbot.com.au,nex7n,7,/,/,sonyalphanex7n,/,,12.0,6.7,400,/,sony,/,/,/
5f3ba6213fd5b671b22053a9,www.shopbot.com.au,xs1,1,/,/,fujifilmxs1,/,26,13.5,10.7,920,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053b8,www.shopbot.com.au,dmcg5,5,/,/,panasoniclumixdmcg5,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22053ba,www.shopbot.com.au,dmcgx7,7,/,/,panasoniclumixdmcgx7,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22053bb,www.shopbot.com.au,em5,5,/,/,olympusomdem5,/,,12.2,8.9,425,/,olympus,/,/,/
5f3ba6213fd5b671b22053c3,www.shopbot.com.au,z800exr,800,/,/,fujifilmfinepixz800exr,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053c8,www.shopbot.com.au,eos1d,1,/,/,canoneos1d,/,,15.8,16.4,,/,canon,/,/,/
5f3ba6213fd5b671b22053db,www.shopbot.com.au,q,,/,/,pentaxq,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b22053ea,www.shopbot.com.au,sx700,700,/,/,canonpowershotsx700,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22053ee,www.shopbot.com.au,xe2,2,/,/,fujifilmxe2,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b22053ef,www.shopbot.com.au,100d,100,/,/,canoneos100d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22053f3,www.shopbot.com.au,sx170,170,/,/,canonpowershotsx170,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205400,www.shopbot.com.au,em5,5,/,/,olympusomdem5,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205409,www.shopbot.com.au,dmcfz70,70,/,/,panasoniclumixdmcfz70,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b2205427,www.shopbot.com.au,d3s,3,/,/,nikond3s,/,,16.0,15.7,1240,/,nikon,/,/,/
5f3ba6213fd5b671b2205430,www.shopbot.com.au,dmctz25,25,/,/,panasoniclumixdmctz25,/,16,10.5,5.8,208,/,panasonic,/,/,/
5f3ba6213fd5b671b2205433,www.shopbot.com.au,hs20exr,20,/,/,fujifilmfinepixhs20exr,/,30,13.1,9.1,730,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205434,www.shopbot.com.au,m,,/,/,leicammonochrom,/,,13.9,8.0,600,/,leica,/,/,/
5f3ba6213fd5b671b2205438,www.shopbot.com.au,p7100,7100,/,/,nikoncoolpixp7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220543b,www.shopbot.com.au,xpro1,1,/,/,fujifilmxpro1,/,,14.0,8.2,450,/,fujifilm,/,/,/
5f3ba6213fd5b671b220544b,www.shopbot.com.au,q10,10,/,/,pentaxq10,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b2205464,www.shopbot.com.au,7d,7-2,/,/,canoneos7d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b2205469,www.shopbot.com.au,dscwx30,30,/,/,sonycybershotdscwx30,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b220546c,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205484,www.shopbot.com.au,xf1,1,/,/,fujifilmxf1,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205497,www.shopbot.com.au,6d,6,/,/,canoneos6d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052aa,www.shopbot.com.au,wb800f,800,/,/,samsungwb800f,/,,0.0,0.0,,/,samsung,/,/,/
5f3ba6213fd5b671b22052bb,www.shopbot.com.au,70d,70,/,/,canoneos70d,/,,0.0,0.0,,/,canon,/,/,/
5f3ba6213fd5b671b22052d7,www.shopbot.com.au,x20,20,/,/,fujifilmx20,/,,0.0,0.0,,/,fujifilm,/,/,/
5f3ba6213fd5b671b2205304,www.shopbot.com.au,sp590,590,/,/,olympussp590,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b220530f,www.shopbot.com.au,tg820,820,/,/,olympustg820,/,5,9.6,6.3,155,/,olympus,/,/,/
5f3ba6213fd5b671b2205314,www.shopbot.com.au,d5200,5200,/,/,nikond5200,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b2205327,www.shopbot.com.au,nex3n,3,/,/,sonyalphanex3n,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205339,www.shopbot.com.au,pogo,,/,/,polaroidpogoinstant,/,,0.0,0.0,,/,polaroid,/,/,/
5f3ba6213fd5b671b2205358,www.shopbot.com.au,slta65,65,/,/,sonyalphaslta65,/,,13.2,9.7,622,/,sony,/,/,/
5f3ba6213fd5b671b220535a,www.shopbot.com.au,e70,70,/,/,pentaxoptioe70,/,,0.0,0.0,,/,pentax,/,/,/
5f3ba6213fd5b671b220535c,www.shopbot.com.au,7s,7,/,/,sonyalpha7s,/,,0.0,0.0,,/,sony,/,/,/
5f3ba6213fd5b671b2205365,www.shopbot.com.au,d7100,7100,/,/,nikond7100,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b220537b,www.shopbot.com.au,slta37,37,/,/,sonyslta37,/,,12.4,9.2,506,/,sony,/,/,/
5f3ba6213fd5b671b2205382,www.shopbot.com.au,d7000,7000,/,/,nikond7000,/,,13.2,10.5,780,/,nikon,/,/,/
5f3ba6213fd5b671b2205390,www.shopbot.com.au,s8200,8200,/,/,nikoncoolpixs8200,/,14,10.4,5.9,213,/,nikon,/,/,/
5f3ba6213fd5b671b2205396,www.shopbot.com.au,epl6,6,/,/,olympuspenliteepl6,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b2205397,www.shopbot.com.au,eos1d,1,/,/,canoneos1d,/,,15.8,16.4,,/,canon,/,/,/
5f3ba6213fd5b671b220539c,www.shopbot.com.au,wg2,2,/,/,pentaxoptiowg2,/,5,12.2,6.1,192,/,pentax,/,/,/
5f3ba6213fd5b671b220539e,www.shopbot.com.au,slta57,57,/,/,sonyslta57,/,,13.2,9.8,618,/,sony,/,/,/
5f3ba6213fd5b671b22053a0,www.shopbot.com.au,aw110,110,/,/,nikoncoolpixaw110,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053a8,www.shopbot.com.au,l830,830,/,/,nikoncoolpixl830,/,,0.0,0.0,,/,nikon,/,/,/
5f3ba6213fd5b671b22053ac,www.shopbot.com.au,dmcfz1000,1000,/,/,panasoniclumixdmcfz1000,/,,0.0,0.0,,/,panasonic,/,/,/
5f3ba6213fd5b671b22053b6,www.shopbot.com.au,aw100,100,/,/,nikoncoolpixaw100,/,5,11.0,6.5,178,/,nikon,/,/,/
5f3ba6213fd5b671b22053c9,www.shopbot.com.au,epm2,2,/,/,olympuspenepm2,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22053d8,www.shopbot.com.au,nexc3,3,/,/,sonyalphanexc3,/,,11.0,6.0,225,/,sony,/,/,/
5f3ba6213fd5b671b22053e9,www.shopbot.com.au,epl7,7,/,/,olympuspenepl7,/,,0.0,0.0,,/,olympus,/,/,/
5f3ba6213fd5b671b22053f4,www.shopbot.com.au,s9300,9300,/,/,nikoncoolpixs9300,/,18,10.9,6.2,215,/,nikon,/,/,/
5f3ba6213fd5b671b22053f8,www.shopbot.com.au,dscw630,630,/,/,sonycybershotdscw630,/,,0.0,0.0,,/,sony,/,/,/
