key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba6213fd5b671b2204e00,www.priceme.co.nz,d5200,5200,/,/,nikond5200,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204e2d,www.priceme.co.nz,x2,2,/,/,leicax2,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204e3c,www.priceme.co.nz,nex6,6,/,/,sonyalphanex6,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e5b,www.priceme.co.nz,v2,2,/,/,nikon1v2,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204e7c,www.priceme.co.nz,nexc3,3,/,/,sonynexc3,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e7e,www.priceme.co.nz,s200,200,/,/,canonpowershots200,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204eb2,www.priceme.co.nz,typ240,240,/,/,leicamtyp240,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204ed6,www.priceme.co.nz,s2980,2980,/,/,fujifilmfinepixs2980,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204ed8,www.priceme.co.nz,ixus255,255,/,/,canonixus255,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204edd,www.priceme.co.nz,d4s,4,/,/,nikond4s,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204ee9,www.priceme.co.nz,xpro1,1,/,/,fujifilmxpro1,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204ef8,www.priceme.co.nz,nx11,11,/,/,samsungnx11,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204efd,www.priceme.co.nz,mju400,400,/,/,olympusmju400,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204f60,www.priceme.co.nz,q7,7,/,/,pentaxq7,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204f79,www.priceme.co.nz,f60,60,/,/,fujifilmfinepixf60,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f7b,www.priceme.co.nz,s1100pj,1100,/,/,nikoncoolpixs1100pj,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f8a,www.priceme.co.nz,dscwx80,80,/,/,sonycybershotdscwx80,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204cc6,www.priceme.co.nz,3d,3,/,/,fujifilmfinepixreal3d,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204cff,www.priceme.co.nz,tg830,830,/,/,olympustoughtg830,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204d24,www.priceme.co.nz,sx170,170,/,/,canonpowershotsx170,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d54,www.priceme.co.nz,x5,5,/,/,pentaxx5,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204d5b,www.priceme.co.nz,l320,320,/,/,nikoncoolpixl320,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204d77,www.priceme.co.nz,ep5,5,/,/,olympuspenep5,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204d9c,www.priceme.co.nz,s95,95,/,/,canonpowershots95,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204db1,www.priceme.co.nz,tg310,310,/,/,olympustoughtg310,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204db2,www.priceme.co.nz,g16,16,/,/,canonpowershotg16,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204db7,www.priceme.co.nz,slta65v,65,/,/,sonyalphaslta65v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204dc2,www.priceme.co.nz,dscw320,320,/,/,sonycybershotdscw320,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204dd0,www.priceme.co.nz,d10,10,/,/,canonpowershotd10,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204dd7,www.priceme.co.nz,xf1,1,/,/,fujifilmfinepixxf1,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204df3,www.priceme.co.nz,a2400,2400,/,/,canonpowershota2400,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204df9,www.priceme.co.nz,sx600,600,/,/,canonpowershotsx600,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e3a,www.priceme.co.nz,s100,100,/,/,canonpowershots100,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e4f,www.priceme.co.nz,tg2,2,/,/,olympustoughtg2,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204e5c,www.priceme.co.nz,extr15,15,/,/,casioexilimextr15,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204e66,www.priceme.co.nz,dscw710,710,/,/,sonycybershotdscw710,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e73,www.priceme.co.nz,xz2,2,/,/,olympusxz2,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204e7d,www.priceme.co.nz,dschx5v,5,/,/,sonycybershotdschx5v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e82,www.priceme.co.nz,dmcxs1,1,/,/,panasoniclumixdmcxs1,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204e88,www.priceme.co.nz,mv900f,900,/,/,samsungmv900f,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204e8a,www.priceme.co.nz,dmcfz1000,1000,/,/,panasoniclumixdmcfz1000,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204eb7,www.priceme.co.nz,dmcsz8,8,/,/,panasoniclumixdmcsz8,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204eb8,www.priceme.co.nz,nex5n,5,/,/,sonyalphanex5n,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204ebc,www.priceme.co.nz,dmcgf2,2,/,/,panasoniclumixdmcgf2,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204ec6,www.priceme.co.nz,a2600,2600,/,/,canonpowershota2600,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ec7,www.priceme.co.nz,dscqx10,10,/,/,sonycybershotdscqx10,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204eca,www.priceme.co.nz,z33,33,/,/,fujifilmfinepixz33,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204efa,www.priceme.co.nz,s9400,9400,/,/,nikoncoolpixs9400,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204efb,www.priceme.co.nz,dscw730,730,/,/,sonycybershotdscw730,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f20,www.priceme.co.nz,k5,5-2,/,/,pentaxk5,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204f31,www.priceme.co.nz,aw100,100,/,/,nikoncoolpixaw100,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f3b,www.priceme.co.nz,wb150f,150,/,/,samsungwb150f,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204f70,www.priceme.co.nz,sp100,100,/,/,olympusstylussp100,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204cb4,www.priceme.co.nz,nx300,300,/,/,samsungnx300,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204cb6,www.priceme.co.nz,g7,7,/,/,canonpowershotg7,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204cc1,www.priceme.co.nz,jv100,100,/,/,fujifilmfinepixjv100,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204cdc,www.priceme.co.nz,l820,820,/,/,nikoncoolpixl820,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204cdf,www.priceme.co.nz,em10,10,/,/,olympusomdem10,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204ce7,www.priceme.co.nz,s9300,9300,/,/,nikoncoolpixs9300,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204cfd,www.priceme.co.nz,d300s,300,/,/,nikond300s,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204d13,www.priceme.co.nz,sx60,60,/,/,canonpowershotsx60,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d18,www.priceme.co.nz,d20,20,/,/,canonpowershotd20,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d45,www.priceme.co.nz,ekgc100,100,/,/,samsunggalaxyekgc100,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204d51,www.priceme.co.nz,instax210,210,/,/,fujifilminstax210,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d64,www.priceme.co.nz,a495,495,/,/,canonpowershota495,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d78,www.priceme.co.nz,dmcft25,25,/,/,panasoniclumixdmcft25,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204d7f,www.priceme.co.nz,dschx9v,9,/,/,sonycybershotdschx9v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204d84,www.priceme.co.nz,sh1,1,/,/,olympussh1,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204d85,www.priceme.co.nz,st1000,1000,/,/,samsungst1000,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204d95,www.priceme.co.nz,g1,1,/,/,canonpowershotg1,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204da7,www.priceme.co.nz,x,,/,/,leicaxvario,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204daa,www.priceme.co.nz,s1200pj,1200,/,/,nikoncoolpixs1200pj,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204dc8,www.priceme.co.nz,a3100,3100,/,/,canonpowershota3100,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204dcb,www.priceme.co.nz,dsctf1,1,/,/,sonycybershotdsctf1,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204ddb,www.priceme.co.nz,dschx50v,50,/,/,sonycybershotdschx50v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e0e,www.priceme.co.nz,s2960,2960,/,/,fujifilmfinepixs2960,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e36,www.priceme.co.nz,ixus300,300,/,/,canonixus300,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e59,www.priceme.co.nz,x30,30,/,/,fujifilmfinepixx30,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e6a,www.priceme.co.nz,sx210,210,/,/,canonpowershotsx210,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e8c,www.priceme.co.nz,s9500,9500,/,/,nikoncoolpixs9500,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204e9c,www.priceme.co.nz,p600,600,/,/,nikoncoolpixp600,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204ea6,www.priceme.co.nz,aw110,110,/,/,nikoncoolpixaw110,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204ec2,www.priceme.co.nz,dscwx7,7,/,/,sonycybershotdscwx7,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204ee8,www.priceme.co.nz,x100,100,/,/,fujifilmfinepixx100,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204ef5,www.priceme.co.nz,xe2,2,/,/,fujifilmxe2,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204efe,www.priceme.co.nz,s800c,800,/,/,nikoncoolpixs800c,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f06,www.priceme.co.nz,av150,150,/,/,fujifilmfinepixav150,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f0f,www.priceme.co.nz,a3200,3200,/,/,canonpowershota3200,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204f23,www.priceme.co.nz,hx400v,400,/,/,sonycybershothx400v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f2e,www.priceme.co.nz,kr,,/,/,pentaxkr,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204f41,www.priceme.co.nz,sh50,50,/,/,olympusstylussh50,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204f64,www.priceme.co.nz,d800,800,/,/,nikond800,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f80,www.priceme.co.nz,kx,,/,/,pentaxkx,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204f8b,www.priceme.co.nz,m,,/,/,leicammonochrom,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204cc0,www.priceme.co.nz,g15,15,/,/,canonpowershotg15,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ce2,www.priceme.co.nz,dschx7v,7,/,/,sonycybershotdschx7v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204cf0,www.priceme.co.nz,ep2,2,/,/,olympuspenep2,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204d03,www.priceme.co.nz,jv210,210,/,/,fujifilmfinepixjv210,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d0b,www.priceme.co.nz,dmcgx1,1,/,/,panasoniclumixdmcgx1,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204d28,www.priceme.co.nz,s70,70,/,/,nikoncoolpixs70,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204d3a,www.priceme.co.nz,j20,20,/,/,fujifilmfinepixj20,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d3b,www.priceme.co.nz,wb800f,800,/,/,samsungwb800f,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204d3d,www.priceme.co.nz,dscw630,630,/,/,sonycybershotdscw630,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204d56,www.priceme.co.nz,ax500,500,/,/,fujifilmfinepixax500,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d5e,www.priceme.co.nz,s1,1,/,/,nikon1s1,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204d66,www.priceme.co.nz,nx10,10,/,/,samsungnx10,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204d9d,www.priceme.co.nz,p7000,7000,/,/,nikoncoolpixp7000,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204dae,www.priceme.co.nz,tg1,1,/,/,olympustoughtg1,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204db5,www.priceme.co.nz,p7700,7700,/,/,nikoncoolpixp7700,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204dbf,www.priceme.co.nz,xp150,150,/,/,fujifilmfinepixxp150,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204dd9,www.priceme.co.nz,xt1,1,/,/,fujifilmxt1,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e2e,www.priceme.co.nz,wb600,600,/,/,samsungwb600,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204e31,www.priceme.co.nz,dmctz20,20,/,/,panasoniclumixdmctz20,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204eb6,www.priceme.co.nz,dsctx9,9,/,/,sonycybershotdsctx9,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204ed1,www.priceme.co.nz,tg850,850,/,/,olympusstylustoughtg850,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204ed5,www.priceme.co.nz,dscw380,380,/,/,sonycybershotdscw380,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204ee0,www.priceme.co.nz,sx230,230,/,/,canonpowershotsx230,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ef0,www.priceme.co.nz,s9100,9100,/,/,nikoncoolpixs9100,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f02,www.priceme.co.nz,p520,520,/,/,nikoncoolpixp520,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f11,www.priceme.co.nz,s2700,2700,/,/,nikoncoolpixs2700,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f24,www.priceme.co.nz,dsctx10,10,/,/,sonycybershotdsctx10,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f29,www.priceme.co.nz,extr35,35,/,/,casioexilimextr35,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204f39,www.priceme.co.nz,typ220,220,/,/,leicametyp220,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204f51,www.priceme.co.nz,s2950hd,2950,/,/,fujifilmfinepixs2950hd,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f56,www.priceme.co.nz,ixus135,135,/,/,canonixus135,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204f69,www.priceme.co.nz,s32,32,/,/,nikoncoolpixs32,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204f81,www.priceme.co.nz,dmcfs12,12,/,/,panasoniclumixdmcfs12,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204cf2,www.priceme.co.nz,ixus310,310,/,/,canonixus310,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204cf7,www.priceme.co.nz,j15,15,/,/,fujifilmfinepixj15,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d10,www.priceme.co.nz,dscs930,930,/,/,sonycybershotdscs930,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204d14,www.priceme.co.nz,p310,310,/,/,nikoncoolpixp310,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204d17,www.priceme.co.nz,nex5,5,/,/,sonynex5,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204d20,www.priceme.co.nz,sx30,30,/,/,canonpowershotsx30,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d38,www.priceme.co.nz,sx160,160,/,/,canonpowershotsx160,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d39,www.priceme.co.nz,z70,70,/,/,fujifilmfinepixz70,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d48,www.priceme.co.nz,n100,100,/,/,canonpowershotn100,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d53,www.priceme.co.nz,sx40,40,/,/,canonpowershotsx40,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d68,www.priceme.co.nz,hs50,50,/,/,fujifilmfinepixhs50,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d93,www.priceme.co.nz,ixus265,265,/,/,canonixus265,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204db6,www.priceme.co.nz,a1200,1200,/,/,canonpowershota1200,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204dbc,www.priceme.co.nz,7d,7-3,/,/,canoneos7d,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204dda,www.priceme.co.nz,d3s,3,/,/,nikond3s,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204de3,www.priceme.co.nz,a3400,3400,/,/,canonpowershota3400,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e12,www.priceme.co.nz,f40,40,/,/,fujifilmfinepixf40,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e23,www.priceme.co.nz,t350,350,/,/,fujifilmfinepixt350,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e33,www.priceme.co.nz,dmcfh2,2,/,/,panasoniclumixdmcfh2,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204e40,www.priceme.co.nz,dslra230,230,/,/,sonyalphadslra230,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e4d,www.priceme.co.nz,dmctz30,30,/,/,panasoniclumixdmctz30,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204e79,www.priceme.co.nz,ixus510,510,/,/,canonixus510,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e98,www.priceme.co.nz,jx300,300,/,/,fujifilmfinepixjx300,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204ea0,www.priceme.co.nz,tz60,60,/,/,panasoniclumixtz60,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204ea5,www.priceme.co.nz,s100,100,/,/,nikoncoolpixs100,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204ec1,www.priceme.co.nz,dsch200,200,/,/,sonycybershotdsch200,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f03,www.priceme.co.nz,s8200,8200,/,/,fujifilmfinepixs8200,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f08,www.priceme.co.nz,x10,10,/,/,fujifilmfinepixx10,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f10,www.priceme.co.nz,hs25,25,/,/,fujifilmfinepixhs25,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f1b,www.priceme.co.nz,exzr800,800,/,/,casioexilimexzr800,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204f27,www.priceme.co.nz,dschx10v,10,/,/,sonycybershotdschx10v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204f2f,www.priceme.co.nz,es65,65,/,/,samsunges65,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204f4b,www.priceme.co.nz,dmcgh1,1,/,/,panasoniclumixdmcgh1,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204f6c,www.priceme.co.nz,550d,550,/,/,canoneos550d,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204cac,www.priceme.co.nz,tg835,835,/,/,olympusstylustoughtg835,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204cb8,www.priceme.co.nz,a170,170,/,/,fujifilmfinepixa170,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204ce0,www.priceme.co.nz,sx520,520,/,/,canonpowershotsx520,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ce3,www.priceme.co.nz,dmcgf5,5,/,/,panasoniclumixdmcgf5,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204ce4,www.priceme.co.nz,l29,29,/,/,nikoncoolpixl29,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204ce8,www.priceme.co.nz,ixus220,220,/,/,canonixus220,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204ced,www.priceme.co.nz,dscw310,310,/,/,sonycybershotdscw310,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204cf1,www.priceme.co.nz,aw1,1,/,/,nikon1aw1,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204cf6,www.priceme.co.nz,sl300,300,/,/,fujifilmfinepixsl300,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d49,www.priceme.co.nz,s6800,6800,/,/,nikoncoolpixs6800,/,/,/,/,/,/,nikon
5f3ba6213fd5b671b2204d4e,www.priceme.co.nz,vlux4,4,/,/,leicavlux4,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204d5f,www.priceme.co.nz,z90,90,/,/,fujifilmfinepixz90,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d7a,www.priceme.co.nz,exzr500,500,/,/,casioexilimexzr500,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204d8e,www.priceme.co.nz,sx510,510,/,/,canonpowershotsx510,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d8f,www.priceme.co.nz,pro1,1,/,/,canonpowershotpro1,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d9b,www.priceme.co.nz,dsctx30,30,/,/,sonycybershotdsctx30,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204da9,www.priceme.co.nz,ixus500,500,/,/,canonixus500,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204dab,www.priceme.co.nz,type006,006,/,/,leicastype006,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204dc0,www.priceme.co.nz,vlux40,40,/,/,leicavlux40,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204dcf,www.priceme.co.nz,k500,500,/,/,pentaxk500,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204de7,www.priceme.co.nz,ixus105,105,/,/,canonixus105,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204df2,www.priceme.co.nz,xp20,20,/,/,fujifilmfinepixxp20,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204e07,www.priceme.co.nz,tg3,3,/,/,olympusstylustg3,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204e09,www.priceme.co.nz,nx30,30,/,/,samsungnx30,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204e1d,www.priceme.co.nz,e5,5,/,/,olympuse5,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204e2f,www.priceme.co.nz,nexf3,3,/,/,sonyalphanexf3,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e35,www.priceme.co.nz,vlux30,30,/,/,leicavlux30,/,/,/,/,/,/,leica
5f3ba6213fd5b671b2204e6f,www.priceme.co.nz,dscrx100,100-2,/,/,sonycybershotdscrx100,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204e80,www.priceme.co.nz,sx260,260,/,/,canonpowershotsx260,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204e87,www.priceme.co.nz,hx60v,60,/,/,sonycybershothx60v,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204eaf,www.priceme.co.nz,exzr400,400,/,/,casioexilimexzr400,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204eec,www.priceme.co.nz,ixus132,132,/,/,canonixus132,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204f25,www.priceme.co.nz,vg140,140,/,/,olympusvg140,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204f2a,www.priceme.co.nz,sx220,220,/,/,canonpowershotsx220,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204f36,www.priceme.co.nz,sx150,150,/,/,canonpowershotsx150,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204f3c,www.priceme.co.nz,mx1,1,/,/,pentaxmx1,/,/,/,/,/,/,pentax
5f3ba6213fd5b671b2204f47,www.priceme.co.nz,f300,300,/,/,fujifilmfinepixf300,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f4a,www.priceme.co.nz,s4500,4500,/,/,fujifilmfinepixs4500,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204f63,www.priceme.co.nz,extr10,10,/,/,casioexilimextr10,/,/,/,/,/,/,casio
5f3ba6213fd5b671b2204f76,www.priceme.co.nz,dmcg3,3,/,/,panasoniclumixdmcg3,/,/,/,/,/,/,panasonic
5f3ba6213fd5b671b2204f8e,www.priceme.co.nz,ecdv150f,150,/,/,samsungecdv150f,/,/,/,/,/,/,samsung
5f3ba6213fd5b671b2204cb7,www.priceme.co.nz,slta55,55,/,/,sonyalphaslta55,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204cf9,www.priceme.co.nz,f500,500,/,/,fujifilmfinepixf500,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204d0f,www.priceme.co.nz,fe5030,5030,/,/,olympusfe5030,/,/,/,/,/,/,olympus
5f3ba6213fd5b671b2204d31,www.priceme.co.nz,sx130,130,/,/,canonpowershotsx130,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d41,www.priceme.co.nz,1000d,1000,/,/,canoneos1000d,/,/,/,/,/,/,canon
5f3ba6213fd5b671b2204d72,www.priceme.co.nz,slta77,77-2,/,/,sonyalphaslta77,/,/,/,/,/,/,sony
5f3ba6213fd5b671b2204d9e,www.priceme.co.nz,s9400w,9400,/,/,fujifilmfinepixs9400w,/,/,/,/,/,/,fujifilm
5f3ba6213fd5b671b2204db4,www.priceme.co.nz,dp1,1,/,/,sigmadp1,/,/,/,/,/,/,sigma
5f3ba6213fd5b671b2204dbd,www.priceme.co.nz,dscw690,690,/,/,sonycybershotdscw690,/,/,/,/,/,/,sony
