,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
10769,5f3ba61f3fd5b671b2200c34,www.pricedekho.com,a2500,/,/,/,canonpowershota2500,4,5,,,125,CCD ,canon
10770,5f3ba61f3fd5b671b2200c37,www.pricedekho.com,d610,/,/,/,nikond610,,,,,760,CMOS ,nikon
10771,5f3ba61f3fd5b671b2200c53,www.pricedekho.com,fp7,/,/,/,panasoniclumixdmcfp7,4,4,,,,CCD ,panasonic
10772,5f3ba61f3fd5b671b2200c60,www.pricedekho.com,pentax,/,/,/,ricohpentaxwg,7.2,,,,,,ricoh
10773,5f3ba61f3fd5b671b2200c7e,www.pricedekho.com,lx7,/,/,/,panasoniclumixdmclx7,,3,,,298,CMOS ,panasonic
10774,5f3ba61f3fd5b671b2200c84,www.pricedekho.com,pl200,/,/,/,samsungpl200,,7,,,143,CCD ,samsung
10775,5f3ba61f3fd5b671b2200c8c,www.pricedekho.com,dmclz20,/,/,/,panasoniclumixdmclz20,4,21,,,390,CCD ,panasonic
10776,5f3ba61f3fd5b671b2200c93,www.pricedekho.com,s9400,/,/,/,nikoncoolpixs9400,4,18,,,200,CMOS ,nikon
10777,5f3ba61f3fd5b671b2200c95,www.pricedekho.com,es95,/,/,/,samsunges95,,,,,,,samsung
10778,5f3ba61f3fd5b671b2200cb2,www.pricedekho.com,p500,/,/,/,nikoncoolpixp500,,,,,,,nikon
10779,5f3ba61f3fd5b671b2200ce3,www.pricedekho.com,ixus1100,/,/,/,canonixus1100,4,12,,,,CMOS ,canon
10780,5f3ba61f3fd5b671b2200ced,www.pricedekho.com,d3200,/,/,/,nikond3200,,,,,505,CMOS ,nikon
10781,5f3ba61f3fd5b671b2200cee,www.pricedekho.com,pl120,/,/,/,samsungpl120,5,5,11.14,6.0,110,CCD ,samsung
10782,5f3ba61f3fd5b671b2200cef,www.pricedekho.com,a3500,/,/,/,canonpowershota3500,4,5,,,135,CCD ,canon
10783,5f3ba61f3fd5b671b2200cf8,www.pricedekho.com,wb150f,/,/,/,samsungwb150f,1,18,,,188,CCD ,samsung
10784,5f3ba61f3fd5b671b2200cf9,www.pricedekho.com,x100s,/,/,/,fujifilmfinepixx100s,,,,,,X-Trans CMOS II ,fujifilm
10785,5f3ba61f3fd5b671b2200cfe,www.pricedekho.com,s4000,/,/,/,nikoncoolpixs4000,12,4,,,,CCD ,nikon
10786,5f3ba61f3fd5b671b2200d0a,www.pricedekho.com,a58y,/,/,/,sonyslta58y,,,,,492,CCD ,sony
10787,5f3ba61f3fd5b671b2200d12,www.pricedekho.com,st65,/,/,/,samsungst65,3,5,,,110,CCD ,samsung
10788,5f3ba61f3fd5b671b2200d15,www.pricedekho.com,a5000,/,/,/,sonyalphaa5000,4,,,,269,CMOS ,sony
10789,5f3ba61f3fd5b671b2200d19,www.pricedekho.com,dmcfh27,/,/,/,panasoniclumixdmcfh27,4,8,,,159,CCD ,panasonic
10790,5f3ba61f3fd5b671b2200d1a,www.pricedekho.com,3d,/,/,/,fujifilmfinepixreal3d,5.7,3,,,,CCD ,fujifilm
10791,5f3ba61f3fd5b671b2200d1f,www.pricedekho.com,sx150,/,/,/,canonpowershotsx150,4,12,,,306,CCD ,canon
12521,5f3ba61f3fd5b671b2200bb7,www.pricedekho.com,100d,/,/,/,canoneos100d,,,,,,CMOS ,canon
12522,5f3ba61f3fd5b671b2200bbb,www.pricedekho.com,dmcg3w,/,/,/,panasoniclumixgdmcg3w,,,,,,,panasonic
12523,5f3ba61f3fd5b671b2200bc1,www.pricedekho.com,vg110,/,/,/,olympusvg110,4,4,,,,CCD ,olympus
12524,5f3ba61f3fd5b671b2200bc4,www.pricedekho.com,wb50f,/,/,/,samsungsmartwb50f,2,12,10.1,6.8,157,CCD ,samsung
12525,5f3ba61f3fd5b671b2200bd0,www.pricedekho.com,ax550,/,/,/,fujifilmfinepixax550,7.2,5,11.7,3.47,408,CCD ,fujifilm
12526,5f3ba61f3fd5b671b2200bda,www.pricedekho.com,a850l,/,/,/,sonya850l,,,,,861,Exmor CMOS ,sony
12527,5f3ba61f3fd5b671b2200be0,www.pricedekho.com,a3300,/,/,/,canonpowershota3300,4,5,,,,CCD ,canon
12528,5f3ba61f3fd5b671b2200bee,www.pricedekho.com,nx,/,/,/,samsungnxmini,,3,,,195,BSI CMOS ,samsung
12529,5f3ba61f3fd5b671b2200bf6,www.pricedekho.com,dscwx80,/,/,/,sonydscwx80,32,8,11.3,7.6,124,Exmor R CMOS ,sony
12530,5f3ba61f3fd5b671b2200c0b,www.pricedekho.com,t110,/,/,/,olympust110,4,3,,,135,CCD ,olympus
12531,5f3ba61f3fd5b671b2200c10,www.pricedekho.com,l820,/,/,/,nikoncoolpixl820,4,30,,,470,CMOS ,nikon
12532,5f3ba61f3fd5b671b2200c16,www.pricedekho.com,sz31mr,/,/,/,olympussz31mr,4,24,,,,CMOS ,olympus
12533,5f3ba61f3fd5b671b2200c21,www.pricedekho.com,a3200,/,/,/,canonpowershota3200,4,5,,,,,canon
12534,5f3ba61f3fd5b671b2200c22,www.pricedekho.com,p7700,/,/,/,nikoncoolpixp7700,4,7.1,,,392,CMOS ,nikon
12535,5f3ba61f3fd5b671b2200c30,www.pricedekho.com,jz100,/,/,/,fujifilmfinepixjz100,6.7,8,,,112,CCD ,fujifilm
12536,5f3ba61f3fd5b671b2200c3e,www.pricedekho.com,s6300,/,/,/,nikoncoolpixs6300,4,10,,,160,BSI CMOS ,nikon
12537,5f3ba61f3fd5b671b2200c4a,www.pricedekho.com,dmcfh2,/,/,/,panasoniclumixdmcfh2,4,4,,,,CCD ,panasonic
12538,5f3ba61f3fd5b671b2200c4b,www.pricedekho.com,sx240,/,/,/,canonpowershotsx240,4,20,,,,CMOS ,canon
12539,5f3ba61f3fd5b671b2200c6b,www.pricedekho.com,600d,/,/,/,canoneos600d,,,,,570,CMOS ,canon
12540,5f3ba61f3fd5b671b2200c78,www.pricedekho.com,d750,/,/,/,nikond750,4,3,14.05,11.3,840,CMOS ,nikon
12541,5f3ba61f3fd5b671b2200c7a,www.pricedekho.com,s3300,/,/,/,nikoncoolpixs3300,,,,,,,nikon
12542,5f3ba61f3fd5b671b2200c82,www.pricedekho.com,dschx10v,/,/,/,sonycybershotdschx10v,40,16,,,204,Exmor R CMOS ,sony
12543,5f3ba61f3fd5b671b2200c86,www.pricedekho.com,dscw610,/,/,/,sonycybershotdscw610,9,4,13.309999999999999,9.98,113,Super HAD CCD ,sony
12544,5f3ba61f3fd5b671b2200c9e,www.pricedekho.com,s9200,/,/,/,nikoncoolpixs9200,,,,,,,nikon
12545,5f3ba61f3fd5b671b2200c9f,www.pricedekho.com,st72,/,/,/,samsungst72,51,5,,,114,CCD ,samsung
12546,5f3ba61f3fd5b671b2200cc3,www.pricedekho.com,slice,/,/,/,kodakslicetouchscreen,5,5,,,158,CCD ,kodak
12547,5f3ba61f3fd5b671b2200cd8,www.pricedekho.com,es75,/,/,/,samsunges75,3,5,,,,CCD ,samsung
12548,5f3ba61f3fd5b671b2200cdb,www.pricedekho.com,st200f,/,/,/,samsungst200f,,10,,,142,CCD ,samsung
12549,5f3ba61f3fd5b671b2200ce7,www.pricedekho.com,s9700,/,/,/,nikoncoolpixs9700,4,30,,,232,BSI CMOS ,nikon
12550,5f3ba61f3fd5b671b2200ce9,www.pricedekho.com,s2700,/,/,/,nikoncoolpixs2700,4,6,,,125,CCD ,nikon
12551,5f3ba61f3fd5b671b2200cf3,www.pricedekho.com,s80,/,/,/,nikoncoolpixs80,4,5,,,,,nikon
12552,5f3ba61f3fd5b671b2200cf7,www.pricedekho.com,sl1000,/,/,/,fujifilmfinepixsl1000,2,50,,,619,CMOS ,fujifilm
12553,5f3ba61f3fd5b671b2200cff,www.pricedekho.com,s100,/,/,/,canonpowershots100,4,5,,,173,CMOS ,canon
12554,5f3ba61f3fd5b671b2200d03,www.pricedekho.com,l810,/,/,/,nikoncoolpixl810,4,26,,,430,CCD ,nikon
12555,5f3ba61f3fd5b671b2200d05,www.pricedekho.com,ex1,/,/,/,samsungex1,,3,,,,CCD ,samsung
12556,5f3ba61f3fd5b671b2200d1e,www.pricedekho.com,ixus265,/,/,/,canonixus265,4,12,,,147,,canon
14299,5f3ba61f3fd5b671b2200be8,www.pricedekho.com,7d,/,/,/,canoneos7d,,,14.819999999999999,11.07,820,CMOS ,canon
14300,5f3ba61f3fd5b671b2200bf2,www.pricedekho.com,w310,/,/,/,sonydscw310,,4,,,127,CMOS ,sony
14301,5f3ba61f3fd5b671b2200c04,www.pricedekho.com,ixus125,/,/,/,canonixus125,4,5,,,135,CMOS ,canon
14302,5f3ba61f3fd5b671b2200c18,www.pricedekho.com,gc100,/,/,/,samsunggalaxygc100,,20.9,12.9,7.1,305,BSI CMOS ,samsung
14303,5f3ba61f3fd5b671b2200c1b,www.pricedekho.com,dmcf3,/,/,/,panasoniclumixdmcf3,4,4,,,,,panasonic
14304,5f3ba61f3fd5b671b2200c3b,www.pricedekho.com,dv100,/,/,/,samsungdv100,15,5,12.4,9.6,123,CCD ,samsung
14305,5f3ba61f3fd5b671b2200c3c,www.pricedekho.com,l23,/,/,/,nikoncoolpixl23,4,5,,,,CCD ,nikon
14306,5f3ba61f3fd5b671b2200c54,www.pricedekho.com,l810,/,/,/,nikoncoolpixl810,,,,,,,nikon
14307,5f3ba61f3fd5b671b2200c64,www.pricedekho.com,m577,/,/,/,kodakeasysharetouchm577,,5,,,150,CCD ,kodak
14308,5f3ba61f3fd5b671b2200c66,www.pricedekho.com,p530,/,/,/,nikoncoolpixp530,4,41,,,494,CMOS ,nikon
14309,5f3ba61f3fd5b671b2200c6c,www.pricedekho.com,s6700,/,/,/,nikoncoolpixs6700,4,10,,,137,CCD ,nikon
14310,5f3ba61f3fd5b671b2200c7d,www.pricedekho.com,hs28exr,/,/,/,fujifilmfinepixhs28exr,2,30,,,637,EXR CMOS ,fujifilm
14311,5f3ba61f3fd5b671b2200c88,www.pricedekho.com,w530,/,/,/,sonycybershotdscw530,8,4,,,113,CCD ,sony
14312,5f3ba61f3fd5b671b2200c8d,www.pricedekho.com,600d,/,/,/,canoneos600d,,,,,570,CMOS ,canon
14313,5f3ba61f3fd5b671b2200ca2,www.pricedekho.com,st70,/,/,/,samsungst70,,,,,,CCD ,samsung
14314,5f3ba61f3fd5b671b2200ca4,www.pricedekho.com,s3100,/,/,/,nikoncoolpixs3100,4,5,,,,CCD ,nikon
14315,5f3ba61f3fd5b671b2200cb0,www.pricedekho.com,vg160,/,/,/,olympusvg160,4,5,,,125,CCD ,olympus
14316,5f3ba61f3fd5b671b2200cdd,www.pricedekho.com,zs100,/,/,/,casioexilimexzs100,,,,,,,casio
14317,5f3ba61f3fd5b671b2200ce4,www.pricedekho.com,550d,/,/,/,canoneos550d,1,15,,,475,CMOS ,canon
14318,5f3ba61f3fd5b671b2200cf6,www.pricedekho.com,powershot,/,/,/,canonpowershotn,4,8,,,,CMOS ,canon
14319,5f3ba61f3fd5b671b2200d04,www.pricedekho.com,810uz,/,/,/,olympussp810uz,4,36,,,,CCD ,olympus
14320,5f3ba61f3fd5b671b2200d1b,www.pricedekho.com,dscw620,/,/,/,sonycybershotdscw620,10,5,,,,Super HAD CCD ,sony
16026,5f3ba61f3fd5b671b2200bb9,www.pricedekho.com,dmcfz200,/,/,/,panasoniclumixdmcfz200,4,24,,,537,MOS ,panasonic
16027,5f3ba61f3fd5b671b2200bbf,www.pricedekho.com,sx220,/,/,/,canonpowershotsx220,4.0,14,,,,CMOS ,canon
16028,5f3ba61f3fd5b671b2200bd5,www.pricedekho.com,epm1,/,/,/,olympusepm1,,,,,,Live MOS ,olympus
16029,5f3ba61f3fd5b671b2200bd9,www.pricedekho.com,s4500,/,/,/,fujifilmfinepixs4500,6.7,30,,,540,CCD ,fujifilm
16030,5f3ba61f3fd5b671b2200bf3,www.pricedekho.com,lm100,/,/,/,benqlm100,5,4,,,,CCD ,benq
16031,5f3ba61f3fd5b671b2200bf7,www.pricedekho.com,x5,/,/,/,ricohpentaxx5,7,26,,,,,ricoh
16032,5f3ba61f3fd5b671b2200c28,www.pricedekho.com,dmcfh7,/,/,/,panasoniclumixdmcfh7,4,4,,,109,CCD ,panasonic
16033,5f3ba61f3fd5b671b2200c2d,www.pricedekho.com,d800e,/,/,/,nikond800e,,,,,,CMOS ,nikon
16034,5f3ba61f3fd5b671b2200c2e,www.pricedekho.com,ixus115,/,/,/,canonixus115,4,4,,,,CMOS ,canon
16035,5f3ba61f3fd5b671b2200c40,www.pricedekho.com,s4400,/,/,/,nikoncoolpixs4400,4,6,,,140,CCD ,nikon
16036,5f3ba61f3fd5b671b2200c4e,www.pricedekho.com,w520,/,/,/,sonycybershotdscw520,10,5,,,108,CCD ,sony
16037,5f3ba61f3fd5b671b2200c6d,www.pricedekho.com,dscw630,/,/,/,sonycybershotdscw630,20,5,12.52,8.66,116,Super HAD CCD ,sony
16038,5f3ba61f3fd5b671b2200c77,www.pricedekho.com,hs50exr,/,/,/,fujifilmfinepixhs50exr,2,42,,,758,EXR CMOS II ,fujifilm
16039,5f3ba61f3fd5b671b2200c7b,www.pricedekho.com,l320,/,/,/,nikoncoolpixl320,4,26,11.11,7.63,430,CCD ,nikon
16040,5f3ba61f3fd5b671b2200cad,www.pricedekho.com,s6300,/,/,/,nikoncoolpixs6300,,,,,,,nikon
16041,5f3ba61f3fd5b671b2200cb9,www.pricedekho.com,s2000,/,/,/,sonycybershotdscs2000,6,3,,,125,Super HAD CCD ,sony
16042,5f3ba61f3fd5b671b2200cbd,www.pricedekho.com,st30,/,/,/,samsungst30,3,,,,86,CCD ,samsung
16043,5f3ba61f3fd5b671b2200cca,www.pricedekho.com,l620,/,/,/,nikoncoolpixl620,2,14,,,,CMOS ,nikon
16044,5f3ba61f3fd5b671b2200cd9,www.pricedekho.com,dscw350,/,/,/,sonycybershotdscw350,8,4,,,117,Super HAD CCD ,sony
16045,5f3ba61f3fd5b671b2200cfd,www.pricedekho.com,hx60v,/,/,/,sonycybershotdschx60v,,,,,,CMOS ,sony
16046,5f3ba61f3fd5b671b2200d0c,www.pricedekho.com,dscrx100,/,/,/,sonycybershotdscrx100,14,3.6,,,,Exmor R CMOS ,sony
17769,5f3ba61f3fd5b671b2200bcf,www.pricedekho.com,s1100pj,/,/,/,nikoncoolpixs1100pj,4,5,,,155,CCD ,nikon
17770,5f3ba61f3fd5b671b2200bd7,www.pricedekho.com,dv300f,/,/,/,samsungdv300f,5,5,,,120,CCD ,samsung
17771,5f3ba61f3fd5b671b2200bef,www.pricedekho.com,vr320,/,/,/,olympusvr320,4,12.5,,,,CCD ,olympus
17772,5f3ba61f3fd5b671b2200bf0,www.pricedekho.com,g11,/,/,/,canonpowershotg11,4,4,,,,,canon
17773,5f3ba61f3fd5b671b2200bf1,www.pricedekho.com,550d,/,/,/,canoneos550d,10,15,,,,CMOS ,canon
17774,5f3ba61f3fd5b671b2200bfd,www.pricedekho.com,gr,/,/,/,ricohgr,,1,,,,,ricoh
17775,5f3ba61f3fd5b671b2200bfe,www.pricedekho.com,epl3,/,/,/,olympuspenliteepl3,,,,,313,,olympus
17776,5f3ba61f3fd5b671b2200c00,www.pricedekho.com,a57k,/,/,/,sonyalphaslta57k,4,4,,,,,sony
17777,5f3ba61f3fd5b671b2200c12,www.pricedekho.com,vh520,/,/,/,olympusstylusvh520,2,10,,,148,CMOS ,olympus
17778,5f3ba61f3fd5b671b2200c15,www.pricedekho.com,l30,/,/,/,fujifilmfinepixl30,5.7,3,,,,CCD ,fujifilm
17779,5f3ba61f3fd5b671b2200c19,www.pricedekho.com,zs5,/,/,/,casioexilimexzs5,4,5,,,,CCD ,casio
17780,5f3ba61f3fd5b671b2200c1c,www.pricedekho.com,z900,/,/,/,fujifilmfinepixz900,5,5,,,,CMOS ,fujifilm
17781,5f3ba61f3fd5b671b2200c2b,www.pricedekho.com,ilce6000l,/,/,/,sonyalphailce6000l,2,,,,460,CMOS ,sony
17782,5f3ba61f3fd5b671b2200c2f,www.pricedekho.com,d4,/,/,/,nikond4,,,,,1180,CMOS ,nikon
17783,5f3ba61f3fd5b671b2200c35,www.pricedekho.com,s110,/,/,/,canonpowershots110,4,5,,,173,CMOS ,canon
17784,5f3ba61f3fd5b671b2200c41,www.pricedekho.com,k30,/,/,/,ricohpentaxk30,,8,,,649,CMOS ,ricoh
17785,5f3ba61f3fd5b671b2200c5c,www.pricedekho.com,5d,/,/,/,canoneos5d,,,,,860,CMOS ,canon
17786,5f3ba61f3fd5b671b2200c6a,www.pricedekho.com,dmcfp1,/,/,/,panasoniclumixdmcfp1,4,4,,,141,CCD ,panasonic
17787,5f3ba61f3fd5b671b2200c6f,www.pricedekho.com,coolpix,/,/,/,nikoncoolpixa,,,,,,,nikon
17788,5f3ba61f3fd5b671b2200c97,www.pricedekho.com,sx400,/,/,/,canonpowershotsx400,4,30,,,313,CCD ,canon
17789,5f3ba61f3fd5b671b2200cbf,www.pricedekho.com,1100d,/,/,/,canoneos1100d,,,12.99,9.97,450,CMOS ,canon
17790,5f3ba61f3fd5b671b2200cc5,www.pricedekho.com,a2400,/,/,/,canonpowershota2400,4,5,,,110,CCD ,canon
17791,5f3ba61f3fd5b671b2200ccc,www.pricedekho.com,d700,/,/,/,nikond700,,,,,,CMOS ,nikon
17792,5f3ba61f3fd5b671b2200cd0,www.pricedekho.com,h400,/,/,/,sonyh400,,63,,,,CCD ,sony
17793,5f3ba61f3fd5b671b2200ce2,www.pricedekho.com,d7100,/,/,/,nikond7100,,,,,765,,nikon
17794,5f3ba61f3fd5b671b2200cf5,www.pricedekho.com,a3400,/,/,/,canonpowershota3400,4,5,9.440000000000001,5.63,125,CCD ,canon
17795,5f3ba61f3fd5b671b2200cfc,www.pricedekho.com,s4800,/,/,/,fujifilmfinepixs4800,7.2,30,,,,CCD ,fujifilm
17796,5f3ba61f3fd5b671b2200d01,www.pricedekho.com,dmcfz60,/,/,/,panasoniclumixdmcfz60,4,24,,,,MOS ,panasonic
17797,5f3ba61f3fd5b671b2200d06,www.pricedekho.com,wb200f,/,/,/,samsungsmartwb200f,,18,,,184,CCD ,samsung
17798,5f3ba61f3fd5b671b2200d0f,www.pricedekho.com,slta55vl,/,/,/,sonyslta55vl,,,,,441,CMOS ,sony
17799,5f3ba61f3fd5b671b2200d13,www.pricedekho.com,hs20,/,/,/,fujifilmfinepixhs20,,30,,,,CMOS ,fujifilm
19527,5f3ba61f3fd5b671b2200bbc,www.pricedekho.com,sx260,/,/,/,canonpowershotsx260,4,20,,,208,CMOS ,canon
19528,5f3ba61f3fd5b671b2200bbe,www.pricedekho.com,s6800,/,/,/,nikoncoolpixs6800,4,12,,,,,nikon
19529,5f3ba61f3fd5b671b2200bc5,www.pricedekho.com,fh22,/,/,/,panasoniclumixfh22,4,8,,,,CCD ,panasonic
19530,5f3ba61f3fd5b671b2200be3,www.pricedekho.com,dmctz18,/,/,/,panasoniclumixdmctz18,4,16,,,,MOS ,panasonic
19531,5f3ba61f3fd5b671b2200bea,www.pricedekho.com,s02,/,/,/,nikoncoolpixs02,4,3,7.709999999999999,5.13,100,CMOS ,nikon
19532,5f3ba61f3fd5b671b2200bf5,www.pricedekho.com,d810,/,/,/,nikond810,,,,,,CMOS ,nikon
19533,5f3ba61f3fd5b671b2200bfc,www.pricedekho.com,nex3nl,/,/,/,sonynex3nl,4,,,,210,Exmor APS HD CMOS ,sony
19534,5f3ba61f3fd5b671b2200c05,www.pricedekho.com,wx350,/,/,/,sonycybershotwx350,,20,,,,CMOS ,sony
19535,5f3ba61f3fd5b671b2200c0f,www.pricedekho.com,sx160,/,/,/,canonpowershotsx160,4,16,,,243,CCD ,canon
19536,5f3ba61f3fd5b671b2200c11,www.pricedekho.com,sl300,/,/,/,fujifilmfinepixsl300,6,30,,,510,CCD ,fujifilm
19537,5f3ba61f3fd5b671b2200c23,www.pricedekho.com,df,/,/,/,nikondfdslr,,,,,765,CMOS ,nikon
19538,5f3ba61f3fd5b671b2200c33,www.pricedekho.com,l29,/,/,/,nikoncoolpixl29,4,5,,,160,CCD ,nikon
19539,5f3ba61f3fd5b671b2200c45,www.pricedekho.com,ae100,/,/,/,benqae100,12,5,,,,CCD ,benq
19540,5f3ba61f3fd5b671b2200c63,www.pricedekho.com,tg810,/,/,/,olympustg810,,,,,,CCD ,olympus
19541,5f3ba61f3fd5b671b2200c65,www.pricedekho.com,elph150,/,/,/,canonelph150,4,10,,,142,CCD ,canon
19542,5f3ba61f3fd5b671b2200c74,www.pricedekho.com,jx300,/,/,/,fujifilmfinepixjx300,6.7,5,11.01,6.029999999999999,113,CCD ,fujifilm
19543,5f3ba61f3fd5b671b2200c7c,www.pricedekho.com,700d,/,/,/,canoneos700d,,22,,,205,CMOS ,canon
19544,5f3ba61f3fd5b671b2200c8e,www.pricedekho.com,gh600,/,/,/,benqgh600,12,21,,,,CCD ,benq
19545,5f3ba61f3fd5b671b2200c99,www.pricedekho.com,xz1,/,/,/,olympusxz1,,4,,,275,CCD ,olympus
19546,5f3ba61f3fd5b671b2200c9a,www.pricedekho.com,p7800,/,/,/,nikoncoolpixp7800,4,7.1,,,399,CMOS ,nikon
19547,5f3ba61f3fd5b671b2200c9c,www.pricedekho.com,s1200pj,/,/,/,nikons1200pj,4,5,,,,CCD ,nikon
19548,5f3ba61f3fd5b671b2200ca5,www.pricedekho.com,nx,/,/,/,samsungnxmini,,,,,,,samsung
19549,5f3ba61f3fd5b671b2200ca6,www.pricedekho.com,vg180,/,/,/,olympusstylusvg180,4,5,,,122,CCD ,olympus
19550,5f3ba61f3fd5b671b2200ca7,www.pricedekho.com,ixus220,/,/,/,canonixus220,4,5,,,141,CMOS ,canon
19551,5f3ba61f3fd5b671b2200ca9,www.pricedekho.com,s4000,/,/,/,fujifilmfinepixs4000,6.7,30,,,,CCD ,fujifilm
19552,5f3ba61f3fd5b671b2200cb1,www.pricedekho.com,xz2,/,/,/,olympusstylusxz2,2,4,,,346,CMOS ,olympus
19553,5f3ba61f3fd5b671b2200ccb,www.pricedekho.com,hx200v,/,/,/,sonycybershotdschx200v,120,30,,,,Exmor R CMOS ,sony
19554,5f3ba61f3fd5b671b2200ccd,www.pricedekho.com,d7000,/,/,/,nikond7000,,,,,690,CMOS ,nikon
19555,5f3ba61f3fd5b671b2200cd4,www.pricedekho.com,d7000,/,/,/,nikond7000,,,,,,,nikon
19556,5f3ba61f3fd5b671b2200ce5,www.pricedekho.com,s4150,/,/,/,nikoncoolpixs4150,4,5,,,,CCD ,nikon
19557,5f3ba61f3fd5b671b2200ce8,www.pricedekho.com,s4300,/,/,/,nikoncoolpixs4300,4,,,,139,CCD ,nikon
19558,5f3ba61f3fd5b671b2200cfa,www.pricedekho.com,a2600,/,/,/,canonpowershota2600,4,5,,,135,CCD ,canon
19559,5f3ba61f3fd5b671b2200d09,www.pricedekho.com,s9200,/,/,/,nikoncoolpixs9200,4,18,,,209,CMOS ,nikon
19560,5f3ba61f3fd5b671b2200d0d,www.pricedekho.com,em5,/,/,/,olympusomdem5,,,,,,Live MOS ,olympus
19561,5f3ba61f3fd5b671b2200d18,www.pricedekho.com,d3300,/,/,/,nikond3300,,,,,,,nikon
