key,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba61f3fd5b671b2200af8,5f3ba61f3fd5b671b2200af8,www.buzzillions.com,jx580,580,,,fujifilmfinepixjx580,,,,,,,fujifilm
5f3ba61f3fd5b671b2200b09,5f3ba61f3fd5b671b2200b09,www.buzzillions.com,dmcts20,20,"250795\,885170069886",885170069886,panasoniclumixdmcts20885170069886,4.0,4.0,,,,CCD,panasonic
5f3ba61f3fd5b671b2200b1e,5f3ba61f3fd5b671b2200b1e,www.buzzillions.com,with18,18,"166264 black\,16301ptx",16301ptx,pentax1630316301ptxwith18,,3.0,,,,,pentax
5f3ba61f3fd5b671b2200b1f,5f3ba61f3fd5b671b2200b1f,www.buzzillions.com,a730,730,"60665 black\,a730\,a730rd",a730,geappliancea730,4.5,3.0,,,,,ge
5f3ba61f3fd5b671b2200b30,5f3ba61f3fd5b671b2200b30,www.buzzillions.com,s6300,6300,"244221\,018208263356",018208263356,nikoncoolpixs6300018208263356,,10.0,,,,CMOS,nikon
5f3ba61e3fd5b671b2200808,5f3ba61e3fd5b671b2200808,www.buzzillions.com,s1100pj,1100,,,nikoncoolpixs1100pj,44.0,55.0,,,,,nikon
5f3ba61e3fd5b671b2200829,5f3ba61e3fd5b671b2200829,www.buzzillions.com,a150,150,"160958 silver\,finepixa150",finepixa150,fujifilmfinepixa150finepixa150,5.7,3.0,,,,,fujifilm
5f3ba61e3fd5b671b220083b,5f3ba61e3fd5b671b220083b,www.buzzillions.com,dschx9v,9,,,sonycybershotdschx9v,,1616.0,,,,CMOS,sony
5f3ba61e3fd5b671b2200840,5f3ba61e3fd5b671b2200840,www.buzzillions.com,s5,5,"63402\,canpss5is",canpss5is,canonpowershots5canpss5is,44.0,1212.0,,,,,canon
5f3ba61e3fd5b671b220084a,5f3ba61e3fd5b671b220084a,www.buzzillions.com,t100,100,"183358 silver\,olympust100\,227470",olympust100,olympust100olympust100t100t100,4.0,3.0,,,,,olympus
5f3ba61e3fd5b671b2200850,5f3ba61e3fd5b671b2200850,www.buzzillions.com,dslra330l,330,,,sonydslra330l,,3.0,,,,,sony
5f3ba61e3fd5b671b220085d,5f3ba61e3fd5b671b220085d,www.buzzillions.com,60d,60,,,canoneos60d,,11.0,,,,CMOS,canon
5f3ba61e3fd5b671b2200872,5f3ba61e3fd5b671b2200872,www.buzzillions.com,e1,1,"147891 blue\,canpse1\,""3212b001""\,""3211b001""\,""3100b001""",canpse1,canonpowershote1canpse1,4.0,44.0,,,,,canon
5f3ba61e3fd5b671b220087c,5f3ba61e3fd5b671b220087c,www.buzzillions.com,stylus1050,1050,"148901 black\,226455bbs",226455bbs,olympusstylus1050226455bbsstylus1050,55.0,33.0,,,,,olympus
5f3ba61e3fd5b671b2200890,5f3ba61e3fd5b671b2200890,www.buzzillions.com,st95,95,"85778\,par017654dd",par017654dd,samsungst95par017654dd,5.0,5.0,,,,CCD,samsung
5f3ba61e3fd5b671b2200895,5f3ba61e3fd5b671b2200895,www.buzzillions.com,ps3,3,"""106908""\,""106968""\,""106995""\,""107071""\,""108613""\,""108798""\,""133464""\,""157300""\,""157434""\,""157493""\,""157651""\,""158107""\,""160039""\,""160045""\,""160051""\,""160055""\,""160113""\,""160163""\,""160166""\,""163901""\,""163928""\,""163952""\,""168028""\,""168040""\,""168163""\,""172676""\,""172707""\,""172722""\,""172755""\,""172762""\,""172764""\,""172765""\,""172766""\,""172772""\,""172783""\,""175305""\,""175306""\,""175381""\,""175439""\,""225549""\,""225854""\,""226599""\,""228929""\,""228930""\,""228932""\,""228946""\,""228947""\,""228958""\,""229035""\,""229036""\,""229806""\,""229912""\,""229920""\,""229922""\,""229969""\,""232705""\,""232707""\,""232789""\,""234674""\,""244818""\,""278476""\,""278477""\,""278480""\,""278856""\,""278860""\,""59596""\,""68148""\,""71812""\,""196730""\,""196832""\,""196833""\,""196834""\,""196835""\,""196839""\,""196850""\,""196886""\,""196887""\,""202173""\,""202174""\,""202191""\,""202237""\,""204883""\,""204886""\,""204908""\,""208183""\,""208184""\,""208185""\,""208224""\,""208236""\,""208248""\,""208249""\,""208250""\,""208251""\,""208526""\,""208562""\,""209003""\,""209004""\,""209005""\,""209006""\,""209155""\,""209173""\,""209179""\,""209195""\,""209207""\,""209214""\,""209231""\,""212425""\,""212459""\,""212501""\,""212502""\,""218303""\,""218642""\,""218646""\,""218647""\,""218648""\,""220339""\,""220351""\,""220412""\,""175596""\,""177201""\,""179126""\,""179136""\,""182513""\,""185806""\,""185821""\,""185844""\,""185987""\,""185988""\,""185989""\,""185992""\,""185995""\,""186007""\,""186010""\,""186011""\,""186016""\,""186028""\,""186245""\,""186331""\,""186332""\,""186416""\,""186425""\,""186434""\,""186493""\,""186579""\,""186649""\,""186658""\,""186867""\,""189614""\,""189618""\,""189632""\,""189645""\,""189650""\,""189716""\,""189875""\,""191358""\,""191359""\,""191360""\,""191452""\,""191453""\,""191480""\,""191492""\,""191493""\,""191494""\,""191549""\,""191556""\,""194313""\,""194318""\,""194357""\,""ela15907gm""\,""ela19192gm""\,""ela9876gm""\,""xx15538""\,""xx601639""\,""xx601640""\,""xxela15547gm""\,""xxela15896gm""\,""014633154184""\,""014633154405""\,""014633155501""\,""014633159820""\,""014633190892""\,""014633192063""\,""014633192193""\,""014633192223""\,""07026400""\,""10028100""\,""10028500""\,""10119000""\,""10132000""\,""10132200""\,""10132500""\,""10201600""\,""10314900""\,""10332200""\,""10396000""\,""10396900""\,""10508200""\,""10631700""\,""1063200""\,""10632100""\,""10632400""\,""1463315759""\,""15346""\,""15435""\,""15524""\,""15538""\,""15574""\,""15671""\,""15713""\,""15796""\,""15829""\,""15830""\,""15831""\,""15888""\,""15889""\,""15981""\,""15982""\,""16915""\,""16928""\,""19022""\,""19024""\,""19148""\,""19207""\,""19221""\,""19284""\,""19285""\,""19358""\,""19399""\,""19407""\,""19408""\,""19409""\,""19417f""\,""19418""\,""19420""\,""19683""\,""19685""\,""19687""\,""19710""\,""19728""\,""250720""\,""400312""\,""400359""\,""401611""\,""402039""\,""600364""\,""601639""\,""601640""\,""7040600""\,""7040800""\,""712725003319""\,""712725003326""\,""712725003920""\,""71272500410""\,""712725004668""\,""712725004729""\,""712725005634""\,""712725005733""\,""712725018580""\,""75272""\,""76646""\,""800202""\,""800204""\,""900286""\,""903034""\,""9858""\,""9859""\,""9889""\,""9896""\,""9898""\,""bvi10145200gm""\,""bvi7013601gm""\,""bvi7016301gm""\,""bvi7030101gm""\,""disney10437100""\,""disney10659700""\,""disney10659800""\,""disney10659900""\,""ela15334gm""\,""ela15440gm""\,""ela15452gm""\,""ela15547gm""\,""ela15590gm""\,""ela15759gm""\,""ela15896gm""\,""19424""\,""19425""\,""19429""\,""19430""\,""19431""\,""19435""\,""19436""\,""19440""\,""19451""\,""19455""\,""19457""\,""19458""\,""19467""\,""19479""\,""19480""\,""19481""\,""19484""\,""19485""\,""19500""\,""19504""\,""19524""\,""19530""\,""19531""\,""19532""\,""19536""\,""19537""\,""19542""\,""19544""\,""19547""\,""19549""\,""19550""\,""19575""\,""19586""\,""19587""\,""19591""\,""19597""\,""19600""\,""19606""\,""19607""\,""19608""\,""19613""\,""19633""\,""19635""\,""19636""\,""19641""\,""19642""\,""19644""\,""19646""\,""19648""\,""19670""\,""10632000""\,""10659700""\,""10659800""\,""10659900""\,""10684400""\,""14633098761""\,""14633191103""\,""15339""\,""15344""\,""15345""\,""15550""\,""15583""\,""15714""\,""15907""\,""16912""\,""19206""\,""19219""\,""19222""\,""19293""\,""19417""\,""014633154535""\,""014633155914""\,""014633158304""\,""014633195491""\,""07025700""\,""0703300""\,""07037500""\,""07040200""\,""07040600""\,""07040800""\,""09889""\,""1006250""\,""19589""\,""19620""\,""19630""\,""19632""\,""19686""\,""19737""\,""250266""\,""250272""\,""250730""\,""39961""\,""400299""\,""400301""\,""400338""\,""400339""\,""400340""\,""400355c""\,""401612""\,""401614""\,""600342""\,""715132""\,""883929238842""\,""900264""\,""900276""\,""901310""\,""903013""\,""903021""\,""nds00208a""\,""ps-285-815-1150-we""\,""yes""","""ela15907gm""\,""ela19192gm""\,""ela9876gm""\,""xx15538""\,""xx601639""\,""xx601640""\,""xxela15547gm""\,""xxela15896gm""\,""014633154184""\,""014633154405""\,""014633155501""\,""014633159820""\,""014633190892""\,""014633192063""\,""014633192193""\,""014633192223""\,""07026400""\,""10028100""\,""10028500""\,""10119000""\,""10132000""\,""10132200""\,""10132500""\,""10201600""\,""10314900""\,""10332200""\,""10396000""\,""10396900""\,""10508200""\,""10631700""\,""1063200""\,""10632100""\,""10632400""\,""1463315759""\,""15346""\,""15435""\,""15524""\,""15538""\,""15574""\,""15671""\,""15713""\,""15796""\,""15829""\,""15830""\,""15831""\,""15888""\,""15889""\,""15981""\,""15982""\,""16915""\,""16928""\,""19022""\,""19024""\,""19148""\,""19207""\,""19221""\,""19284""\,""19285""\,""19358""\,""19399""\,""19407""\,""19408""\,""19409""\,""19417f""\,""19418""\,""19420""\,""19683""\,""19685""\,""19687""\,""19710""\,""19728""\,""250720""\,""400312""\,""400359""\,""401611""\,""402039""\,""600364""\,""601639""\,""601640""\,""7040600""\,""7040800""\,""712725003319""\,""712725003326""\,""712725003920""\,""71272500410""\,""712725004668""\,""712725004729""\,""712725005634""\,""712725005733""\,""712725018580""\,""75272""\,""76646""\,""800202""\,""800204""\,""900286""\,""903034""\,""9858""\,""9859""\,""9889""\,""9896""\,""9898""\,""bvi10145200gm""\,""bvi7013601gm""\,""bvi7016301gm""\,""bvi7030101gm""\,""disney10437100""\,""disney10659700""\,""disney10659800""\,""disney10659900""\,""ela15334gm""\,""ela15440gm""\,""ela15452gm""\,""ela15547gm""\,""ela15590gm""\,""ela15759gm""\,""ela15896gm""\,""19424""\,""19425""\,""19429""\,""19430""\,""19431""\,""19435""\,""19436""\,""19440""\,""19451""\,""19455""\,""19457""\,""19458""\,""19467""\,""19479""\,""19480""\,""19481""\,""19484""\,""19485""\,""19500""\,""19504""\,""19524""\,""19530""\,""19531""\,""19532""\,""19536""\,""19537""\,""19542""\,""19544""\,""19547""\,""19549""\,""19550""\,""19575""\,""19586""\,""19587""\,""19591""\,""19597""\,""19600""\,""19606""\,""19607""\,""19608""\,""19613""\,""19633""\,""19635""\,""19636""\,""19641""\,""19642""\,""19644""\,""19646""\,""19648""\,""19670""",electronicartssonyps30146331541840146331544050146331555010146331598200146331908920146331920630146331921930146331922230702640010028100100285001011900010132000101322001013250010201600103149001033220010396000103969001050820010631700106320010632100106324001463315759153461543515524155381557415671157131579615829158301583115888158891598115982169151692819022190241914819207192211928419285193581939919407194081940919417f1941819420194241942519429194301943119435194361944019451194551945719458194671947919480194811948419485195001950419524195301953119532195361953719542195441954719549195501957519586195871959119597196001960619607196081961319633196351963619641196421964419646196481967019683196851968719710197282507204003124003594016114020396003646016396016407040600704080071272500331971272500332671272500392071272500410712725004668712725004729712725005634712725005733712725018580752727664680020280020490028690303498589859988998969898bvi10145200gmbvi7013601gmbvi7016301gmbvi7030101gmdisney10437100disney10659700disney10659800disney10659900ela15334gmela15440gmela15452gmela15547gmela15590gmela15759gmela15896gmela15907gmela19192gmela9876gmxx15538xx601639xx601640xxela15547gmxxela15896gm,,,,,,,electronic
5f3ba61e3fd5b671b220089e,5f3ba61e3fd5b671b220089e,www.buzzillions.com,t2i,2,"235777\,canrebelt2i18135",canrebelt2i18135,canoneosrebelt2icanrebelt2i18135,,,,,,,canon
5f3ba61e3fd5b671b22008a8,5f3ba61e3fd5b671b22008a8,www.buzzillions.com,3d,3,"195723\,16082969",16082969,fujifilmfinepixreal3d16082969,,333132.0,,,,,fujifilm
5f3ba61e3fd5b671b22008b1,5f3ba61e3fd5b671b22008b1,www.buzzillions.com,z800exr,800,"195724 black\,z800exr",z800exr,fujifilmfinepixz800exr,4.44,5.0,,,,,fujifilm
5f3ba61e3fd5b671b22008b2,5f3ba61e3fd5b671b22008b2,www.buzzillions.com,nx210,210,,,samsungnx210,,,,,,CMOS,samsung
5f3ba61e3fd5b671b22008b9,5f3ba61e3fd5b671b22008b9,www.buzzillions.com,dschx7v,7,,,sonycybershotdschx7v,,10.0,,,,,sony
5f3ba61e3fd5b671b22008c2,5f3ba61e3fd5b671b22008c2,www.buzzillions.com,hs50exr,50,"304547\,16286412\,fphs50exr",16286412,fujifilmfinepixhs50exr16286412,,,,,,,fujifilm
5f3ba61e3fd5b671b22008c3,5f3ba61e3fd5b671b22008c3,www.buzzillions.com,d5000,5000,"180106\,25454",25454,nikond500025454,,3.0,,,,,nikon
5f3ba61e3fd5b671b22008ca,5f3ba61e3fd5b671b22008ca,www.buzzillions.com,with18,18,,,pentaxkrdigitalslrcamerawith18with18,,3.0,,,,,pentax
5f3ba61e3fd5b671b22008ea,5f3ba61e3fd5b671b22008ea,www.buzzillions.com,sd3500,3500,"175004 black\,canpssd3500is\,pssd3500isblk",canpssd3500is,canonpowershotsd3500canpssd3500is,44.0,55.0,,,,,canon
5f3ba61e3fd5b671b22008fd,5f3ba61e3fd5b671b22008fd,www.buzzillions.com,s4200,4200,,,fujifilmfinepixs4200,,24.0,,,,CCD,fujifilm
5f3ba61e3fd5b671b22008ff,5f3ba61e3fd5b671b22008ff,www.buzzillions.com,z300,300,,,fujifilmfinepixz300z300z300,6.0,10.0,,,,,fujifilm
5f3ba61e3fd5b671b220090f,5f3ba61e3fd5b671b220090f,www.buzzillions.com,nex5n,5,,,sonynex5n,,,,,,CMOS,sony
5f3ba61e3fd5b671b2200914,5f3ba61e3fd5b671b2200914,www.buzzillions.com,a3300is,3300,"""215222 red""\,""208319 red""\,""canpsa3300is""\,""013803134681""","""canpsa3300is""\,""013803134681""",canonpowershota3300is013803134681canpsa3300is,44.0,55.0,,,,,canon
5f3ba61e3fd5b671b2200919,5f3ba61e3fd5b671b2200919,www.buzzillions.com,hs10,10,fphs20,,fujifilmfinepixhs10,2.0,3030.0,,,,,fujifilm
5f3ba61f3fd5b671b220096c,5f3ba61f3fd5b671b220096c,www.buzzillions.com,s550,550,"132622 black\,nkns550",nkns550,pilotnikons550nkns550,,,,,,,pilot
5f3ba61f3fd5b671b2200971,5f3ba61f3fd5b671b2200971,www.buzzillions.com,dmcgf2k,2,dmcgf2kbody,,panasoniclumixdmcgf2k,,,,,,,panasonic
5f3ba61f3fd5b671b2200972,5f3ba61f3fd5b671b2200972,www.buzzillions.com,j1,1,,,nikon1j1,,,,,,CMOS,nikon
5f3ba61f3fd5b671b2200976,5f3ba61f3fd5b671b2200976,www.buzzillions.com,t2i,2,"""175028""\,""215215 black""\,""013803123784""\,""canrebelt2i""","""013803123784""\,""canrebelt2i""",canoneosrebelt2i013803123784canrebelt2i,,3.0,,,,,canon
5f3ba61f3fd5b671b2200983,5f3ba61f3fd5b671b2200983,www.buzzillions.com,hs35exr,35,"304548\,16286187",16286187,fujifilmfinepixhs35exr16286187,,30.0,,,,CCD,fujifilm
5f3ba61f3fd5b671b220099c,5f3ba61f3fd5b671b220099c,www.buzzillions.com,nx20,20,,,samsungnx20,,,,,,,samsung
5f3ba61f3fd5b671b22009ce,5f3ba61f3fd5b671b22009ce,www.buzzillions.com,e1480w,1480,"180102 red\,a1455",a1455,geappliancee1480wa1455,5.76,58.0,,,,,ge
5f3ba61f3fd5b671b22009e7,5f3ba61f3fd5b671b22009e7,www.buzzillions.com,60d,60,"""200328 black""\,""200327 black""\,""caneos60dkit""\,""caneos60dbody""","""caneos60dkit""\,""caneos60dbody""",canoneos60dcaneos60dbodycaneos60dkit,,,,,,,canon
5f3ba61f3fd5b671b22009f1,5f3ba61f3fd5b671b22009f1,www.buzzillions.com,slta57,57,,,sonyalphaslta57,,3.0,,,,CMOS,sony
5f3ba61f3fd5b671b22009f8,5f3ba61f3fd5b671b22009f8,www.buzzillions.com,stylus7000,7000,"153349 black\,olystylus7000xx",olystylus7000xx,olympusstylus7000olystylus7000xxstylus7000stylus7000,5.0,7.0,,,,,olympus
5f3ba61f3fd5b671b2200a12,5f3ba61f3fd5b671b2200a12,www.buzzillions.com,sd1200,1200,"""154834 blue""\,""160412""\,""3448b001""\,""canpssd1200is""","""3448b001""\,""canpssd1200is""",canonpowershotsd12003448b001canpssd1200is,44.0,33.0,,,,,canon
5f3ba61f3fd5b671b2200a2e,5f3ba61f3fd5b671b2200a2e,www.buzzillions.com,s8400,8400,"304546\,16324446",16324446,fujifilmfinepixs840016324446,,,,,,,fujifilm
5f3ba61f3fd5b671b2200a3b,5f3ba61f3fd5b671b2200a3b,www.buzzillions.com,z100fd,100,"107225 brown\,fpz100fd",fpz100fd,fujifilmdigitalcamerashellz100fdfpz100fd,,55.0,,,,,fujifilm
5f3ba61f3fd5b671b2200a3f,5f3ba61f3fd5b671b2200a3f,www.buzzillions.com,f750exr,750,,,fujifilmfinepixf750exr,,20.0,,,,CMOS,fujifilm
5f3ba61f3fd5b671b2200a41,5f3ba61f3fd5b671b2200a41,www.buzzillions.com,xz1,1,"214726 black\,olyxz1",olyxz1,olympusxz1olyxz1,4.0,44.0,,,,,olympus
5f3ba61f3fd5b671b2200a62,5f3ba61f3fd5b671b2200a62,www.buzzillions.com,sp600uz,600,"183364\,olympussp600uz",olympussp600uz,olympussp600uzolympussp600uzsp600uzsp600uz,5.0,15.0,,,,,olympus
5f3ba61f3fd5b671b2200a6d,5f3ba61f3fd5b671b2200a6d,www.buzzillions.com,s2100,2100,,,sonycybershotdigitalcameras2100s2100s2100,,3.0,,,,,sony
5f3ba61f3fd5b671b2200a71,5f3ba61f3fd5b671b2200a71,www.buzzillions.com,f100fd,100,"""148783 silver""\,""107228 silver""\,""fpf100fd""\,""15820728""","""fpf100fd""\,""15820728""",fujifilmfinepixf100fd15820728fpf100fd,88.2,5.0,,,,,fujifilm
5f3ba61f3fd5b671b2200a7e,5f3ba61f3fd5b671b2200a7e,www.buzzillions.com,vivicam46,46,"300389\,681066565780\,""v46-red-tru""\,""v46-pur-tru""",681066565780,vivitarvivicam46681066565780vivicam46,,,,,,,vivitar
5f3ba61f3fd5b671b2200a88,5f3ba61f3fd5b671b2200a88,www.buzzillions.com,fe340,340,"""148898 black""\,""148899 black""\,""73408 black""\,""73412 black""\,""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""\,226540","""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""",olympusfe340226425bbps226530bbprsolyfe340olystylus1030sw,54455.0,,3.7,2.4,,,olympus
5f3ba61f3fd5b671b2200a9d,5f3ba61f3fd5b671b2200a9d,www.buzzillions.com,c1530,1530,"272322 blue\,c1530br",c1530br,kodakc1530c1530br,5.0,3.0,,,,CCD,kodak
5f3ba61f3fd5b671b2200aa3,5f3ba61f3fd5b671b2200aa3,www.buzzillions.com,e510,510,"58132\,olyevolt510ii",olyevolt510ii,olympusevolte510olyevolt510ii,,3.0,,,,,olympus
5f3ba61f3fd5b671b2200aaf,5f3ba61f3fd5b671b2200aaf,www.buzzillions.com,dmcg10,10,,,panasonicdmcg10,,3.0,,,,,panasonic
5f3ba61f3fd5b671b2200ab3,5f3ba61f3fd5b671b2200ab3,www.buzzillions.com,"f550exr\,f550",550,,,fujifilmfinepixf550exrf550exrf550,5.0,15.0,,,,,fujifilm
5f3ba61f3fd5b671b2200abf,5f3ba61f3fd5b671b2200abf,www.buzzillions.com,s610c,610,"148896 black\,26122bl",26122bl,nikoncoolpixs610c26122bl,54.0,4.0,,,,,nikon
5f3ba61f3fd5b671b2200ac2,5f3ba61f3fd5b671b2200ac2,www.buzzillions.com,bars1,1,"244220\,018208263325",018208263325,advantuscorporationnaturevalleychewystrawberryyogurtgranolabars1018208263325bars1,4.0,66.0,,,,CCD,advantus
5f3ba61f3fd5b671b2200aca,5f3ba61f3fd5b671b2200aca,www.buzzillions.com,dmcfz60,60,,,panasoniclumixdmcfz60,,24.0,,,,CMOS,panasonic
5f3ba61f3fd5b671b2200ad3,5f3ba61f3fd5b671b2200ad3,www.buzzillions.com,,,,,samsungdigitalcamera,,5.0,,,,CCD,samsung
5f3ba61f3fd5b671b2200ad5,5f3ba61f3fd5b671b2200ad5,www.buzzillions.com,d600,600,,,nikond600,,3.0,,,,CMOS,nikon
5f3ba61f3fd5b671b2200afc,5f3ba61f3fd5b671b2200afc,www.buzzillions.com,a4000,4000,"""250801""\,""250800""\,""013803146387""\,""013803146349""\,""psa4000isblu""\,""psa4000isslv""\,""psa4000isblk""","""013803146387""\,""013803146349""",canonyourchoicepowershota4000013803146349013803146387,4.0,88.0,,,,CCD,canon
5f3ba61f3fd5b671b2200b08,5f3ba61f3fd5b671b2200b08,www.buzzillions.com,l24,24,"""173751 champagne""\,""215638 red""\,""26240""\,""nkns6000""\,cpl24redtru","""26240""\,""nkns6000""",nikoncoolpixl2426240nkns6000,24.0,,,,,,nikon
5f3ba61f3fd5b671b2200b14,5f3ba61f3fd5b671b2200b14,www.buzzillions.com,p520,520,"280882\,018208263974",018208263974,nikonp520018208263974,,,,,,CMOS,nikon
5f3ba61f3fd5b671b2200b1d,5f3ba61f3fd5b671b2200b1d,www.buzzillions.com,sx120,120,"180127\,3634b001",3634b001,canonsx1203634b001,4.0,1010.0,,,,,canon
5f3ba61f3fd5b671b2200b20,5f3ba61f3fd5b671b2200b20,www.buzzillions.com,nx200,200,,,samsungnx200,,3.0,,,,CMOS,samsung
5f3ba61f3fd5b671b2200b36,5f3ba61f3fd5b671b2200b36,www.buzzillions.com,j1,1,,,nikon1j1,,,,,,CMOS,nikon
5f3ba61e3fd5b671b2200806,5f3ba61e3fd5b671b2200806,www.buzzillions.com,a3300is,3300,"""215222 red""\,""208319 red""\,""canpsa3300is""\,""013803134681""","""canpsa3300is""\,""013803134681""",canonpowershota3300is013803134681canpsa3300is,44.0,55.0,,,,,canon
5f3ba61e3fd5b671b2200807,5f3ba61e3fd5b671b2200807,www.buzzillions.com,s3000,3000,"173749 plum\,nkns3000",nkns3000,nikoncoolpixs3000nkns3000,4.0,4.0,,,,,nikon
5f3ba61e3fd5b671b2200809,5f3ba61e3fd5b671b2200809,www.buzzillions.com,xs1,1,,,fujifilmxs1,2.0,26.0,,,,CMOS,fujifilm
5f3ba61e3fd5b671b220080d,5f3ba61e3fd5b671b220080d,www.buzzillions.com,dmcgx1,1,,,panasoniclumixdmcgx1,4.0,3.0,,,,CMOS,panasonic
5f3ba61e3fd5b671b2200815,5f3ba61e3fd5b671b2200815,www.buzzillions.com,lego,,lg10002,,digitalbluelego,,,,,,,digital
5f3ba61e3fd5b671b2200822,5f3ba61e3fd5b671b2200822,www.buzzillions.com,61939184b001,61939184,"304012 blue\,61939184b001\,""psa2300blktru""\,""psa2300red""\,""psa2300slv""\,""psa2300blu""",61939184b001,canonpowershotdigital61939184b00161939184b001,,5.0,,,,CCD,canon
5f3ba61e3fd5b671b2200842,5f3ba61e3fd5b671b2200842,www.buzzillions.com,"jx350\,7in",350,fpjx350blk,,fujifilmfinepixjx350jx3507in,,5.0,,,,CCD,fujifilm
5f3ba61e3fd5b671b2200853,5f3ba61e3fd5b671b2200853,www.buzzillions.com,m580,580,m580blue,,kodakm580,,8.0,,,,,kodak
5f3ba61e3fd5b671b2200855,5f3ba61e3fd5b671b2200855,www.buzzillions.com,sx210,210,"175006 black\,canpssx210is",canpssx210is,canonpowershotsx210canpssx210is,44.0,1414.0,,,,,canon
5f3ba61e3fd5b671b2200856,5f3ba61e3fd5b671b2200856,www.buzzillions.com,"dschx10v\,hx10v",10,,,sonycybershotdschx10vdschx10vhx10v,,16.0,,,,CMOS,sony
5f3ba61e3fd5b671b220085e,5f3ba61e3fd5b671b220085e,www.buzzillions.com,sl1,1,,,canoneosrebelsl1,,,,,,,canon
5f3ba61e3fd5b671b2200867,5f3ba61e3fd5b671b2200867,www.buzzillions.com,"xs18\,1000d",18,"147903 black\,canrebelxsblk",canrebelxsblk,canoneosdigitalrebelxs18canrebelxsblkxs181000d,,3.0,,,,,canon
5f3ba61e3fd5b671b220086a,5f3ba61e3fd5b671b220086a,www.buzzillions.com,d7000,7000,,,nikond7000,,,,,,,nikon
5f3ba61e3fd5b671b2200888,5f3ba61e3fd5b671b2200888,www.buzzillions.com,k20d,20,"153388\,19381",19381,pentaxk20d19381,,,,,,,pentax
5f3ba61e3fd5b671b220088a,5f3ba61e3fd5b671b220088a,www.buzzillions.com,sl50,50,,,samsungsl50sl50sl50,4.0,5.0,,,,,samsung
5f3ba61e3fd5b671b220088f,5f3ba61e3fd5b671b220088f,www.buzzillions.com,tg810,810,,,olympusdigitalcameracameratg810,,5.0,,,,CCD,olympus
5f3ba61e3fd5b671b2200899,5f3ba61e3fd5b671b2200899,www.buzzillions.com,eos1d,1,,,canoneos1d,,,,,,CMOS,canon
5f3ba61e3fd5b671b22008a2,5f3ba61e3fd5b671b22008a2,www.buzzillions.com,k20d,20,"153390\,19411",19411,pentaxk20d19411,,3.0,,,,,pentax
5f3ba61e3fd5b671b22008a3,5f3ba61e3fd5b671b22008a3,www.buzzillions.com,"sd1300is\,sd1300",1300,"""212917 blue""\,""175000 blue""\,""202242 silver""\,""canpssd1300is""\,""013803119534""","""canpssd1300is""\,""013803119534""",canonpowershotsd1300is013803119534canpssd1300issd1300issd1300,44.0,44.0,,,,,canon
5f3ba61e3fd5b671b22008af,5f3ba61e3fd5b671b22008af,www.buzzillions.com,sd1400,1400,"175002 black\,canpssd1400is",canpssd1400is,canonpowershotsd1400canpssd1400is,44.0,44.0,,,,CCD,canon
5f3ba61e3fd5b671b22008b5,5f3ba61e3fd5b671b22008b5,www.buzzillions.com,f600exr,600,,,fujifilmfinepixf600exr,,15.0,,,,CMOS,fujifilm
5f3ba61e3fd5b671b22008bc,5f3ba61e3fd5b671b22008bc,www.buzzillions.com,s110,110,,,canonpowershots110,,5.0,,,,CMOS,canon
5f3ba61e3fd5b671b22008dd,5f3ba61e3fd5b671b22008dd,www.buzzillions.com,m580,580,m580blue,,kodakm580,,8.0,,,,,kodak
5f3ba61e3fd5b671b22008de,5f3ba61e3fd5b671b22008de,www.buzzillions.com,cybershot,,"""126443""\,""180117 black""\,""180118 black""\,""180119""\,""211953 silver""\,""211954 silver""\,""211957 red""\,""dsch55""\,""dscw330""\,""dscw350""\,""dscw530""\,""dscw560""\,""dscw560r""\,""fox2005895dd""","""dsch55""\,""dscw330""\,""dscw350""\,""dscw530""\,""dscw560""\,""dscw560r""\,""fox2005895dd""",sonycybershotdigitaldsch55dscw330dscw350dscw530dscw560dscw560rfox2005895dd,42.0,41010774.0,,,,CCD,sony
5f3ba61e3fd5b671b22008e9,5f3ba61e3fd5b671b22008e9,www.buzzillions.com,fe47,47,,,olympusfe47fe47fe47,4.0,55.0,,,,,olympus
5f3ba61e3fd5b671b22008f1,5f3ba61e3fd5b671b22008f1,www.buzzillions.com,uturn,,db14801,,digitalblueuturnuturn,,,,,,,digital
5f3ba61e3fd5b671b2200909,5f3ba61e3fd5b671b2200909,www.buzzillions.com,d800e,800,,,nikond800e,,,,,,CMOS,nikon
5f3ba61e3fd5b671b2200912,5f3ba61e3fd5b671b2200912,www.buzzillions.com,h90,90,"250803\,027242843974",027242843974,sonycybershotdigitalcamerah90027242843974,,16.0,,,,CCD,sony
5f3ba61e3fd5b671b2200918,5f3ba61e3fd5b671b2200918,www.buzzillions.com,fe20,20,"147902\,olyfe20black",olyfe20black,olympusfe20fe20fe20olyfe20,4.0,3.0,,,,,olympus
5f3ba61e3fd5b671b220091d,5f3ba61e3fd5b671b220091d,www.buzzillions.com,"g11\,7d",11,"180094\,3632b001",3632b001,canonpowershotg113632b001g117d,44.0,55.0,,,,,canon
