,key,source,famer_brand_list,famer_model_list,famer_product_name,digital zoom,famer_opticalzoom,optical zoom,sensor type,sensor_typ_2,weight,dimension,dimensions,display,zoom
5564,5f3ba61f3fd5b671b2200c8b,www.pricedekho.com,samsung,wb100,samsungwb100,"2.0x (Intelligent Zoom)\, 1.0x - 14.4x (Play Mode Zoom)",26.0,26x,CCD Sensor,,,,,,"
"
5565,5f3ba61f3fd5b671b2200c98,www.pricedekho.com,nikon,d7100,nikond7100,,,,,,,Weight\n136 gms,,Screen Size\n3.2 Inches\nViewFinder\nEye-level Pentaprism Single-Lens Reflex View Finder,"
"
5566,5f3ba61f3fd5b671b2200ca8,www.pricedekho.com,canon,7d,canoneos7d,,,,,CMOS Sensor,,Dimensions\n148.2 x 110.7 x 73.5 mm\nWeight\n820 gms,,Display Type\nLiquid Crystal TFT\nScreen Size\n3 Inches\nImage Display Resolution\n920000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nViewFinder\nEye-level Pentamirror,"Optical Zoom\nNo
"
5567,5f3ba61f3fd5b671b2200cab,www.pricedekho.com,benq,c1035,benqc1035,,,,,CCD Sensor,,,,Screen Size\n2.7 Inches,"Optical Zoom\n3x\nDigital Zoom\n5x
"
5568,5f3ba61f3fd5b671b2200caf,www.pricedekho.com,nikon,d300s,nikond300s,,,,,CMOS Sensor,,Weight\n840 gms,,"Screen Size\n3.0\nImage Display Resolution\n921000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)\nViewFinder\nFixed Eye-level Pentaprism\, Built-in diopter adjustment (-2 to +1 m)","
"
5569,5f3ba61f3fd5b671b2200cb4,www.pricedekho.com,panasonic,dmcfp5,panasoniclumixdmcfp5,4x,,4x,CCD Sensor,,141 gms,,3.98 x 2.32 x 0.72 Inches,,"
"
5570,5f3ba61f3fd5b671b2200cbb,www.pricedekho.com,nikon,s6200,nikoncoolpixs6200,4x,10.0,10x,CCD Sensor,,,,,,"
"
5571,5f3ba61f3fd5b671b2200cbe,www.pricedekho.com,samsung,wb30f,samsungsmartwb30f,,,,CCD Sensor,,131 gms,,3.86 x 2.28 x 0.65 Inches,,"
"
5572,5f3ba61f3fd5b671b2200cc6,www.pricedekho.com,nikon,d5200,nikond5200,,,,CMOS Sensor,,555 gms,,129 x 98 x 78 mm,,"
"
5573,5f3ba61f3fd5b671b2200cd1,www.pricedekho.com,canon,a4000,canonpowershota4000,4x,,8x,CCD Sensor,,130 gms,,3.75 x 2.22 x 0.96 Inches,,"
"
5574,5f3ba61f3fd5b671b2200cd3,www.pricedekho.com,nikon,aw120,nikoncoolpixaw120,,,,,CMOS Sensor,,Dimensions\n4.33 x 2.6 x 1.02 Inches\nWeight\n213 gms,,Display Type\nOLED with Anti-reflection Coating\nScreen Size\n3 Inches,"Optical Zoom\n5x\nDigital Zoom\n4x
"
5575,5f3ba61f3fd5b671b2200cde,www.pricedekho.com,sony,a290,sonyalphaa290,,,,,CCD Sensor,,Weight\n452 gms,,Screen Size\n2.7 Inches,"
"
5576,5f3ba61f3fd5b671b2200cdf,www.pricedekho.com,samsung,wb350f,samsungwb350f,21x,,4x,,,,,,,"
"
5577,5f3ba61f3fd5b671b2200ceb,www.pricedekho.com,olympus,sz14,olympussz14,4x,,24x,CCD Sensor,,,,,,"
"
5578,5f3ba61f3fd5b671b2200cec,www.pricedekho.com,samsung,wb350f,samsungwb350f,21x,,4x,,,,,,,"
"
5579,5f3ba61f3fd5b671b2200d11,www.pricedekho.com,sony,dscwx50,sonycybershotdscwx50,,,,,Exmor R CMOS Sensor,,Dimensions\n148.2 x 110.7 x 73.5 mm\nWeight\n101 gms,,"Display Type\nClear Photo TFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n460800 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 4\:3","Optical Zoom\n5x\nDigital Zoom\n20x
"
5580,5f3ba61f3fd5b671b2200d1d,www.pricedekho.com,nikon,d4s,nikond4s,,,,CMOS Sensor,,,,,,"
"
5581,5f3ba61f3fd5b671b2200d20,www.pricedekho.com,fujifilm,s8500,fujifilmfinepixs8500,,,,CMOS Sensor,,,,,,"
"
7267,5f3ba61f3fd5b671b2200bca,www.pricedekho.com,panasonic,dmcsz7,panasoniclumixdmcsz7,4x,,10x,MOS Sensor,,133 gms,,3.9 x 2.34 x 0.75 Inches,,"
"
7268,5f3ba61f3fd5b671b2200bcb,www.pricedekho.com,sony,slta58k,sonyalphaslta58k,,,,CMOS Sensor,,,,,,"
"
7269,5f3ba61f3fd5b671b2200bcd,www.pricedekho.com,olympus,sz10,olympussz10,4x,4.0,4x,CCD Sensor,,,,,,"
"
7270,5f3ba61f3fd5b671b2200be9,www.pricedekho.com,canon,sx500,canonpowershotsx500,4x,,30x,CCD Sensor,,318 gms,,4.09 x 3.16 x 2.74 Inches,,"
"
7271,5f3ba61f3fd5b671b2200bf8,www.pricedekho.com,panasonic,dmcs3,panasoniclumixdmcs3,,,,,CCD Sensor,,Weight\n117 gms,,Screen Size\n2.7 Inches,"Optical Zoom\n4x\nDigital Zoom\n4x
"
7272,5f3ba61f3fd5b671b2200bfa,www.pricedekho.com,sony,dscw710,sonycybershotdscw710,,,,,CCD Sensor,,Dimensions\n3.82 x 2.17 x 0.79 Inches\nWeight\n114 gms,,"Display Type\nClear Photo TFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230400 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 4\:3","Optical Zoom\n5x\nDigital Zoom\nStill Image\: 20x / 10M\, 6.3x / 5M\, 8.8x / VGA\, 36x / 2M
"
7273,5f3ba61f3fd5b671b2200c02,www.pricedekho.com,sigma,sd15,sigmasd15,,,,,CMOS Sensor,,Weight\n680 gms,,Screen Size\n3 Inches,"
"
7274,5f3ba61f3fd5b671b2200c0e,www.pricedekho.com,fujifilm,xf1,fujifilmfinepixxf1,Approx. 2x Intelligent-Zoom (Up to 8 x when Combined with Optical Zoom),,4x,EXR CMOS Sensor,,225 gms,,4.25 x 2.42 x 1.3 Inches,,"
"
7275,5f3ba61f3fd5b671b2200c17,www.pricedekho.com,canon,60d,canoneos60d,,,,CMOS Sensor,,,,,,"
"
7276,5f3ba61f3fd5b671b2200c25,www.pricedekho.com,nikon,d5300,nikond5300,,,,,,,,,,"
"
7277,5f3ba61f3fd5b671b2200c2a,www.pricedekho.com,panasonic,dmcsz1,panasoniclumixdmcsz1,,10.0,10x,,,,,,,"
"
7278,5f3ba61f3fd5b671b2200c32,www.pricedekho.com,olympus,sh25mr,olympussh25mr,,,,,CMOS Sensor,,Dimensions\n4.3 x 2.43 x 1.2 Inches\nWeight\n208 gms,,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:09,"Optical Zoom\n12.5x\nDigital Zoom\n4x
"
7279,5f3ba61f3fd5b671b2200c48,www.pricedekho.com,sony,slta77,sonyalphaslta77,,,,,,,,,,"
"
7280,5f3ba61f3fd5b671b2200c49,www.pricedekho.com,panasonic,dmcgx1w,panasoniclumixdmcgx1w,2x - 4x,,No,Live MOS Sensor,,,,4.58 x 2.67 x 1.55 Inches,,"
"
7281,5f3ba61f3fd5b671b2200c4f,www.pricedekho.com,canon,ixus510,canonixus510,,,,,CMOS Sensor,,Weight\n142 gms,,Screen Size\n3.2 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 24 fps,"Optical Zoom\n12x\nDigital Zoom\n4x
"
7282,5f3ba61f3fd5b671b2200c56,www.pricedekho.com,panasonic,v750,panasonichcv750,,,,,,,,,,"
"
7283,5f3ba61f3fd5b671b2200c59,www.pricedekho.com,panasonic,ft3,panasoniclumixdmcft3,4x,,4.6x,CCD Sensor,,,,,,"
"
7284,5f3ba61f3fd5b671b2200c5e,www.pricedekho.com,nikon,s31,nikoncoolpixs31,4x,,3x,CCD Sensor,,,,,,"
"
7285,5f3ba61f3fd5b671b2200c69,www.pricedekho.com,olympus,sz16,olympusstylussz16,,,,,CMOS Sensor,,Dimensions\n4.25 x 2.74 x 1.57 Inches\nWeight\n227 gms,,"Display Type\nLCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1","Optical Zoom\n24x\nDigital Zoom\n4x
"
7286,5f3ba61f3fd5b671b2200c80,www.pricedekho.com,samsung,es90,samsunges90,,,,,CCD Sensor,,Dimensions\n3.81 x 2.28 x 0.8 Inches\nWeight\n120 gms,,"Display Type\nLCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)\nSupported Aspect Ratio\n16\:9\, 3\:2\, 1\:1","Optical Zoom\n5x\nDigital Zoom\n3x
"
7287,5f3ba61f3fd5b671b2200c89,www.pricedekho.com,sony,a77v,sonyslta77v,,,,,Exmor APS HD CMOS Sensor,,Weight\n653 gms,,Display Type\nTFT XtraFine LCD TruBlack Technology\nScreen Size\n3 Inches\nImage Display Resolution\n921600 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nViewFinder\nElectronic View Finder,"
"
7288,5f3ba61f3fd5b671b2200c8f,www.pricedekho.com,nikon,l330,nikoncoolpixl330,4x,,26x,CCD Sensor,,430 gms,,4.37 x 3.28 x 3 Inches,,"
"
7289,5f3ba61f3fd5b671b2200c96,www.pricedekho.com,olympus,vr350,olympusvr350,4x,,10x,CCD Sensor,,,,,,"
"
7290,5f3ba61f3fd5b671b2200cc4,www.pricedekho.com,olympus,tg310,olympustg310,,,,,CCD Sensor,,Weight\n155 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD),"Optical Zoom\n3.6x\nDigital Zoom\n4x
"
7291,5f3ba61f3fd5b671b2200ccf,www.pricedekho.com,fujifilm,s2980,fujifilmfinepixs2980,6.7x,,18x,CCD Sensor,,,,,,"
"
7292,5f3ba61f3fd5b671b2200cd2,www.pricedekho.com,sony,dsch90,sonycybershotdsch90,64x,16.0,16x,Super HAD CCD Sensor,,,,,,"
"
7293,5f3ba61f3fd5b671b2200cd7,www.pricedekho.com,samsung,wb35f,samsungwb35f,,,,CCD Sensor,,144 gms,,100.9 x 61.2 x 27.5 mm,,"
"
7294,5f3ba61f3fd5b671b2200ce0,www.pricedekho.com,nikon,s2500,nikoncoolpixs2500,,,,,CCD Sensor,,Weight\n117 gms,,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA),"Optical Zoom\n4x\nDigital Zoom\n4x
"
7295,5f3ba61f3fd5b671b2200ce1,www.pricedekho.com,canon,g12,canonpowershotg12,4x,,5x,CCD Sensor,,401 gms,,4.41 x 3 x 1.9 Inches,,"
"
7296,5f3ba61f3fd5b671b2200cf0,www.pricedekho.com,nikon,l26,nikoncoolpixl26,4x,,5x,CCD Sensor,,164 gms,,3.78 x 2.35 x 1.13 Inches,,"
"
7297,5f3ba61f3fd5b671b2200cf2,www.pricedekho.com,canon,ixus240,canonixus240,,,,,BSI CMOS Sensor,,Dimensions\n147 x 114 x 74 mm\nWeight\n130 gms,,"Display Type\nTFT Touchscreen\nScreen Size\n3.2 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 24 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1\nAdditional Display Features\nWide Viewing Angle","Optical Zoom\n5x\nDigital Zoom\n4x
"
7298,5f3ba61f3fd5b671b2200d21,www.pricedekho.com,sony,a99v,sonyslta99v,,,,,CMOS Sensor,,Weight\n733 gms,,"Screen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nViewFinder\nElectronic View Finder Color\, Xtra Fine","
"
8977,5f3ba61f3fd5b671b2200bc3,www.pricedekho.com,canon,sx120,canonpowershotsx120,40x,10.0,10x,,,,,,,"
"
8978,5f3ba61f3fd5b671b2200bd3,www.pricedekho.com,canon,ixus145,canonixus145,4x,,8x,CCD Sensor,,127 gms,,3.75 x 2.14 x 0.87 Inches,,"
"
8979,5f3ba61f3fd5b671b2200bd8,www.pricedekho.com,nikon,s6300,nikoncoolpixs6300,,,,,,,,,,"
"
8980,5f3ba61f3fd5b671b2200bde,www.pricedekho.com,sony,hx9v,sonycybershotdschx9v,64x,,16x,CMOS Sensor,,,,,,"
"
8981,5f3ba61f3fd5b671b2200be5,www.pricedekho.com,nikon,s6400,nikoncoolpixs6400,,,,,CMOS Sensor,,Weight\n150 gms,,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nAdditional Display Features\nAnti-reflection Coating,"Optical Zoom\n12x\nDigital Zoom\n4x
"
8982,5f3ba61f3fd5b671b2200beb,www.pricedekho.com,canon,s95,canonpowershots95,,,,,CCD Sensor,,Weight\n195 gms,,"Screen Size\n3 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps \, 320 x 240 (QVGA) @ 15 fps \, 640 x 480 (VGA) @ 30 fps","Optical Zoom\n3.8x\nDigital Zoom\n4x
"
8983,5f3ba61f3fd5b671b2200bed,www.pricedekho.com,canon,6d,canoneos6d,,,,,,,Weight\n755 gms,,Screen Size\n3 Inches,"Optical Zoom\nNo
"
8984,5f3ba61f3fd5b671b2200c01,www.pricedekho.com,nikon,s6000,nikoncoolpixs6000,2x,,7x,CCD Sensor,,,,,,"
"
8985,5f3ba61f3fd5b671b2200c2c,www.pricedekho.com,canon,60d,canoneos60d,1.5x - 10x,,,CMOS Sensor,,675 gms,,5.69 x 4.17 x 3.09 Inches,,"
"
8986,5f3ba61f3fd5b671b2200c5a,www.pricedekho.com,canon,1200d,canoneos1200d,,,,,,435 gms,,142.6 x 104 x 80.9 mm,,"
"
8987,5f3ba61f3fd5b671b2200c5b,www.pricedekho.com,fujifilm,s3300,fujifilmfinepixs3300,,,,,CCD Sensor,,Dimensions\n4.65 x 3.19 x 3.93 Inches\nWeight\n540 gms,,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\nViewFinder\nElectronic View Finder","Optical Zoom\n26x\nDigital Zoom\n6.7x
"
8988,5f3ba61f3fd5b671b2200c72,www.pricedekho.com,samsung,st90,samsungst90,,,,,CCD Sensor,,Dimensions\n132 x 103 x 77 mm\nWeight\n105 gms,,"Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\, 15fps","Optical Zoom\n5x\nDigital Zoom\n25x
"
8989,5f3ba61f3fd5b671b2200c73,www.pricedekho.com,nikon,s5300,nikoncoolpixs5300,,,,,CMOS Sensor,,Dimensions\n3.81 x 2.28 x 0.82 Inches\nWeight\n138 gms,,Screen Size\n3 Inches,"Optical Zoom\n8x
"
8990,5f3ba61f3fd5b671b2200c87,www.pricedekho.com,canon,1d,canoneos1d,,,,CMOS Sensor,,,,,,"
"
8991,5f3ba61f3fd5b671b2200c8a,www.pricedekho.com,fujifilm,x10,fujifilmfinepixx10,,,,,EXR CMOS Sensor,,Weight\n350 gms,,Display Type\nTFT LCD\nScreen Size\n2.8 Inches\nImage Display Resolution\n460000 Dots,"Optical Zoom\n4x
"
8992,5f3ba61f3fd5b671b2200c9d,www.pricedekho.com,nikon,s8200,nikoncoolpixs8200,,,,,CMOS Sensor,,Dimensions\n4.08 x 2.33 x 1.29 Inches\nWeight\n213 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\nAdditional Display Features\nAnti-reflection Coating,"Optical Zoom\n14x\nDigital Zoom\n2x
"
8993,5f3ba61f3fd5b671b2200ca0,www.pricedekho.com,panasonic,dmcgf2,panasoniclumixdmcgf2,4x,4.0,4x,,,,,,,"
"
8994,5f3ba61f3fd5b671b2200ca1,www.pricedekho.com,nikon,d3200,nikond3200,,,,CMOS Sensor,,505 gms,,125 x 96 x 76.5 mm,,"
"
8995,5f3ba61f3fd5b671b2200caa,www.pricedekho.com,nikon,s9300,nikoncoolpixs9300,,,,,CMOS Sensor,,Dimensions\n4.28 x 2.45 x 1.2 Inches\nWeight\n215 gms,,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nSupported Aspect Ratio\n16\:9\, 4\:3\nAdditional Display Features\nAnti-reflection Coating\, Wide Viewing Angle","Optical Zoom\n18x\nDigital Zoom\n4x
"
8996,5f3ba61f3fd5b671b2200cb5,www.pricedekho.com,canon,sx510,canonpowershotsx510,,,,,,349.2 gms,,129.6 x 99.7 x 77.9 mm,,"
"
8997,5f3ba61f3fd5b671b2200cb7,www.pricedekho.com,samsung,es95,samsunges95,,,,,,90.3 gms,,119.1 x 76.5 x 79.8 mm,,"
"
8998,5f3ba61f3fd5b671b2200cba,www.pricedekho.com,panasonic,dmctz20,panasoniclumixdmctz20,,,,,MOS Sensor,,Weight\n219 gms,,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n16x\nDigital Zoom\n4x
"
8999,5f3ba61f3fd5b671b2200cc8,www.pricedekho.com,sony,tx55,sonycybershotdsctx55,20x,,5x,Exmor R CMOS Sensor,,,,,,"
"
9000,5f3ba61f3fd5b671b2200cc9,www.pricedekho.com,sony,w800,sonycybershotw800,13x,,5x,CCD Sensor,,,,,,"
"
9001,5f3ba61f3fd5b671b2200cd6,www.pricedekho.com,nikon,aw100,nikoncoolpixaw100,4x,,5x,CMOS Sensor,,,,,,"
"
9002,5f3ba61f3fd5b671b2200cea,www.pricedekho.com,nikon,s4300,nikoncoolpixs4300,,,,,,,,,,"
"
9003,5f3ba61f3fd5b671b2200d08,www.pricedekho.com,sony,dscwx220,sonycybershotdscwx220,102x,,10x,CMOS Sensor,,,,,,"
"
9004,5f3ba61f3fd5b671b2200d1c,www.pricedekho.com,panasonic,fz47,panasoniclumixdmcfz47,,,,,CCD Sensor,,Weight\n498 gms,,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD),"Optical Zoom\n24x\nDigital Zoom\n4x
"
10760,5f3ba61f3fd5b671b2200bb5,www.pricedekho.com,olympus,mju7040,olympusmju7040,,,,,CCD Sensor,,Weight\n144 gms,,Screen Size\n3 Inches,"Optical Zoom\n7x\nDigital Zoom\n5x
"
10761,5f3ba61f3fd5b671b2200bc0,www.pricedekho.com,nikon,p7100,nikonp7100,4x,7.1,7.1x,CCD Sensor,,,,,,"
"
10762,5f3ba61f3fd5b671b2200bc7,www.pricedekho.com,fujifilm,jz300,fujifilmfinepixjz300,,,,,CCD Sensor,,Weight\n168 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nViewFinder,"Optical Zoom\n10x
"
10763,5f3ba61f3fd5b671b2200bd6,www.pricedekho.com,nikon,l24,nikoncoolpixl24,4x,3.6,3.6x,,,,,,,"
"
10764,5f3ba61f3fd5b671b2200be2,www.pricedekho.com,nikon,s9300,nikoncoolpixs9300,,,,,,,,,,"
"
10765,5f3ba61f3fd5b671b2200be6,www.pricedekho.com,sony,h70,sonycybershotdsch70,20x,,10x,Super HAD CCD Sensor,,,,,,"
"
10766,5f3ba61f3fd5b671b2200bff,www.pricedekho.com,fujifilm,jx420,fujifilmfinepixjx420,,,,,CCD Sensor,,Weight\n107 gms,,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n5x\nDigital Zoom\n7.2x
"
10767,5f3ba61f3fd5b671b2200c1a,www.pricedekho.com,olympus,vg150,olympusvg150,,,,,CCD Sensor,,Weight\n105 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA),"Optical Zoom\n4x\nDigital Zoom\n16x
"
10768,5f3ba61f3fd5b671b2200c1d,www.pricedekho.com,olympus,sh50,olympusstylussh50,,,,,CMOS Sensor,,Dimensions\n4.41 x 2.5 x 1.67 Inches\nWeight\n269 gms,,"Display Type\nLCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1","Optical Zoom\n24x\nDigital Zoom\n4x
"
10769,5f3ba61f3fd5b671b2200c34,www.pricedekho.com,canon,a2500,canonpowershota2500,,,,,CCD Sensor,,Dimensions\n3.85 x 2.2 x 0.82 Inches\nWeight\n125 gms,,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 25 fps\nSupported Aspect Ratio\n04\:03\nAdditional Display Features\nWide Viewing Angle,"Optical Zoom\n5x\nDigital Zoom\n4x
"
10770,5f3ba61f3fd5b671b2200c37,www.pricedekho.com,nikon,d610,nikond610,,,,,CMOS Sensor,,"Dimensions\n5.55 x 4.45 x 3.23 Inches\nWeight\n760 gms (Body Only)\, 850 gms (with Battery & Memory Card)",,Display Type\nTFT LCD\nScreen Size\n3.2 Inches\nImage Display Resolution\n921000 dots\nViewFinder\nEye-level Pentaprism Single-lens Reflex View Finder,"
"
10771,5f3ba61f3fd5b671b2200c53,www.pricedekho.com,panasonic,fp7,panasoniclumixdmcfp7,4x,,4x,CCD Sensor,,,,,,"
"
10772,5f3ba61f3fd5b671b2200c60,www.pricedekho.com,ricoh,pentax,ricohpentaxwg,7.2x,,,,,,,,,"
"
10773,5f3ba61f3fd5b671b2200c7e,www.pricedekho.com,panasonic,lx7,panasoniclumixdmclx7,,,,,CMOS Sensor,,Weight\n298 gms,,Screen Size\n3 Inches\nImage Display Resolution\n920000 Dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nViewFinder\nElectronic View Finder,"Optical Zoom\n3.8x
"
10774,5f3ba61f3fd5b671b2200c84,www.pricedekho.com,samsung,pl200,samsungpl200,,,,,CCD Sensor,,Weight\n143 gms,,Screen Size\n3 Inches,"Optical Zoom\n7x
"
10775,5f3ba61f3fd5b671b2200c8c,www.pricedekho.com,panasonic,dmclz20,panasoniclumixdmclz20,,,,,CCD Sensor,,Weight\n390 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps,"Optical Zoom\n21x\nDigital Zoom\n4x
"
10776,5f3ba61f3fd5b671b2200c93,www.pricedekho.com,nikon,s9400,nikoncoolpixs9400,,,,,CMOS Sensor,,Dimensions\n4.33 x 2.37 x 1.21 Inches\nWeight\n200 gms,,"Display Type\nOLED Monitor\nScreen Size\n3 Inches\nImage Display Resolution\n614000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nAdditional Display Features\nAnti-reflection Coating\, Wide Viewing Angle","Optical Zoom\n18x\nDigital Zoom\n4x
"
10777,5f3ba61f3fd5b671b2200c95,www.pricedekho.com,samsung,es95,samsunges95,,,,,,,,,,"
"
10778,5f3ba61f3fd5b671b2200cb2,www.pricedekho.com,nikon,p500,nikoncoolpixp500,,,,,,,,,,"
"
10779,5f3ba61f3fd5b671b2200ce3,www.pricedekho.com,canon,ixus1100,canonixus1100,4x,12.0,12x,CMOS Sensor,,,,,,"
"
10780,5f3ba61f3fd5b671b2200ced,www.pricedekho.com,nikon,d3200,nikond3200,,,,,CMOS Sensor,,Dimensions\n4.92 x 3.78 x 3.01 Inches\nWeight\n505 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nViewFinder\nEye-level Pentamirror,"
"
10781,5f3ba61f3fd5b671b2200cee,www.pricedekho.com,samsung,pl120,samsungpl120,1x - 5x (Play Mode\: 1x - 13.5x),,5x,CCD Sensor,,110 gms,,111.4 x 60.0 x 27.2 mm,,"
"
10782,5f3ba61f3fd5b671b2200cef,www.pricedekho.com,canon,a3500,canonpowershota3500,,,,,CCD Sensor,,Dimensions\n3.85 x 2.2 x 0.78 Inches\nWeight\n135 gms,,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 25 fps,"Optical Zoom\n5x\nDigital Zoom\n4x
"
10783,5f3ba61f3fd5b671b2200cf8,www.pricedekho.com,samsung,wb150f,samsungwb150f,,,,,CCD Sensor,,Dimensions\n4.19 x 2.36 x 0.92 Inches\nWeight\n188.2 gms,,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots,"Optical Zoom\n18x\nDigital Zoom\n1x - 5x (Still Image Mode)\, 1x - 14.4x (Play Mode)\, 2x (Intelligent-Zoom)
"
10784,5f3ba61f3fd5b671b2200cf9,www.pricedekho.com,fujifilm,x100s,fujifilmfinepixx100s,,,,X-Trans CMOS II Sensor,,,,,,"
"
10785,5f3ba61f3fd5b671b2200cfe,www.pricedekho.com,nikon,s4000,nikoncoolpixs4000,12x,,4x,CCD Sensor,,,,,,"
"
10786,5f3ba61f3fd5b671b2200d0a,www.pricedekho.com,sony,a58y,sonyslta58y,,,,,CCD Sensor,,Dimensions\n5.06 x 3.75 x 3.05 Inches\nWeight\n492 gms,,"Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n460800 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 3\:2\nViewFinder\n0.39 Inches Electronic View Finder Color\, Xtra Fine\, Diopter Control\: - 4.0 to + 4.0m\nAdditional Display Features\n100% Field View\, Coverage 100%","
"
10787,5f3ba61f3fd5b671b2200d12,www.pricedekho.com,samsung,st65,samsungst65,,,,,CCD Sensor,,Weight\n110 gms,,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD),"Optical Zoom\n5x\nDigital Zoom\n3x
"
10788,5f3ba61f3fd5b671b2200d15,www.pricedekho.com,sony,a5000,sonyalphaa5000,4x,,,CMOS Sensor,,269 gms,,4.31 x 2.47 x 1.41 Inches,,"
"
10789,5f3ba61f3fd5b671b2200d19,www.pricedekho.com,panasonic,dmcfh27,panasoniclumixdmcfh27,,,,,CCD Sensor,,Weight\n159 gms,,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 24 fps,"Optical Zoom\n8x\nDigital Zoom\n4x
"
10790,5f3ba61f3fd5b671b2200d1a,www.pricedekho.com,fujifilm,3d,fujifilmfinepixreal3d,5.7x,3.0,3x,CCD Sensor,,,,,,"
"
