,key,source,famer_brand_list,famer_model_list,famer_product_name,digital zoom,famer_opticalzoom,optical zoom,sensor type,sensor type,weight,dimension,display
7267,5f3ba61f3fd5b671b2200bca,www.pricedekho.com,panasonic,dmcsz7,panasoniclumixdmcsz7,4x,,10x,MOS Sensor,MOS Sensor,133 gms,,
7268,5f3ba61f3fd5b671b2200bcb,www.pricedekho.com,sony,slta58k,sonyalphaslta58k,,,,CMOS Sensor,CMOS Sensor,,,
7269,5f3ba61f3fd5b671b2200bcd,www.pricedekho.com,olympus,sz10,olympussz10,4x,4.0,4x,CCD Sensor,CCD Sensor,,,
7270,5f3ba61f3fd5b671b2200be9,www.pricedekho.com,canon,sx500,canonpowershotsx500,4x,,30x,CCD Sensor,CCD Sensor,318 gms,,
7271,5f3ba61f3fd5b671b2200bf8,www.pricedekho.com,panasonic,dmcs3,panasoniclumixdmcs3,,,,,,,Weight\n117 gms,Screen Size\n2.7 Inches
7272,5f3ba61f3fd5b671b2200bfa,www.pricedekho.com,sony,dscw710,sonycybershotdscw710,,,,,,,Dimensions\n3.82 x 2.17 x 0.79 Inches\nWeight\n114 gms,"Display Type\nClear Photo TFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230400 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 4\:3"
7273,5f3ba61f3fd5b671b2200c02,www.pricedekho.com,sigma,sd15,sigmasd15,,,,,,,Weight\n680 gms,Screen Size\n3 Inches
7274,5f3ba61f3fd5b671b2200c0e,www.pricedekho.com,fujifilm,xf1,fujifilmfinepixxf1,Approx. 2x Intelligent-Zoom (Up to 8 x when Combined with Optical Zoom),,4x,EXR CMOS Sensor,EXR CMOS Sensor,225 gms,,
7275,5f3ba61f3fd5b671b2200c17,www.pricedekho.com,canon,60d,canoneos60d,,,,CMOS Sensor,CMOS Sensor,,,
7276,5f3ba61f3fd5b671b2200c25,www.pricedekho.com,nikon,d5300,nikond5300,,,,,,,,
7277,5f3ba61f3fd5b671b2200c2a,www.pricedekho.com,panasonic,dmcsz1,panasoniclumixdmcsz1,,10.0,10x,,,,,
7278,5f3ba61f3fd5b671b2200c32,www.pricedekho.com,olympus,sh25mr,olympussh25mr,,,,,,,Dimensions\n4.3 x 2.43 x 1.2 Inches\nWeight\n208 gms,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:09
7279,5f3ba61f3fd5b671b2200c48,www.pricedekho.com,sony,slta77,sonyalphaslta77,,,,,,,,
7280,5f3ba61f3fd5b671b2200c49,www.pricedekho.com,panasonic,dmcgx1w,panasoniclumixdmcgx1w,2x - 4x,,No,Live MOS Sensor,Live MOS Sensor,,,
7281,5f3ba61f3fd5b671b2200c4f,www.pricedekho.com,canon,ixus510,canonixus510,,,,,,,Weight\n142 gms,Screen Size\n3.2 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 24 fps
7282,5f3ba61f3fd5b671b2200c56,www.pricedekho.com,panasonic,v750,panasonichcv750,,,,,,,,
7283,5f3ba61f3fd5b671b2200c59,www.pricedekho.com,panasonic,ft3,panasoniclumixdmcft3,4x,,4.6x,CCD Sensor,CCD Sensor,,,
7284,5f3ba61f3fd5b671b2200c5e,www.pricedekho.com,nikon,s31,nikoncoolpixs31,4x,,3x,CCD Sensor,CCD Sensor,,,
7285,5f3ba61f3fd5b671b2200c69,www.pricedekho.com,olympus,sz16,olympusstylussz16,,,,,,,Dimensions\n4.25 x 2.74 x 1.57 Inches\nWeight\n227 gms,"Display Type\nLCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1"
7286,5f3ba61f3fd5b671b2200c80,www.pricedekho.com,samsung,es90,samsunges90,,,,,,,Dimensions\n3.81 x 2.28 x 0.8 Inches\nWeight\n120 gms,"Display Type\nLCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)\nSupported Aspect Ratio\n16\:9\, 3\:2\, 1\:1"
7287,5f3ba61f3fd5b671b2200c89,www.pricedekho.com,sony,a77v,sonyslta77v,,,,,,,Weight\n653 gms,Display Type\nTFT XtraFine LCD TruBlack Technology\nScreen Size\n3 Inches\nImage Display Resolution\n921600 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nViewFinder\nElectronic View Finder
7288,5f3ba61f3fd5b671b2200c8f,www.pricedekho.com,nikon,l330,nikoncoolpixl330,4x,,26x,CCD Sensor,CCD Sensor,430 gms,,
7289,5f3ba61f3fd5b671b2200c96,www.pricedekho.com,olympus,vr350,olympusvr350,4x,,10x,CCD Sensor,CCD Sensor,,,
7290,5f3ba61f3fd5b671b2200cc4,www.pricedekho.com,olympus,tg310,olympustg310,,,,,,,Weight\n155 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)
7291,5f3ba61f3fd5b671b2200ccf,www.pricedekho.com,fujifilm,s2980,fujifilmfinepixs2980,6.7x,,18x,CCD Sensor,CCD Sensor,,,
7292,5f3ba61f3fd5b671b2200cd2,www.pricedekho.com,sony,dsch90,sonycybershotdsch90,64x,16.0,16x,Super HAD CCD Sensor,Super HAD CCD Sensor,,,
7293,5f3ba61f3fd5b671b2200cd7,www.pricedekho.com,samsung,wb35f,samsungwb35f,,,,CCD Sensor,CCD Sensor,144 gms,,
7294,5f3ba61f3fd5b671b2200ce0,www.pricedekho.com,nikon,s2500,nikoncoolpixs2500,,,,,,,Weight\n117 gms,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA)
7295,5f3ba61f3fd5b671b2200ce1,www.pricedekho.com,canon,g12,canonpowershotg12,4x,,5x,CCD Sensor,CCD Sensor,401 gms,,
7296,5f3ba61f3fd5b671b2200cf0,www.pricedekho.com,nikon,l26,nikoncoolpixl26,4x,,5x,CCD Sensor,CCD Sensor,164 gms,,
7297,5f3ba61f3fd5b671b2200cf2,www.pricedekho.com,canon,ixus240,canonixus240,,,,,,,Dimensions\n147 x 114 x 74 mm\nWeight\n130 gms,"Display Type\nTFT Touchscreen\nScreen Size\n3.2 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 24 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1\nAdditional Display Features\nWide Viewing Angle"
7298,5f3ba61f3fd5b671b2200d21,www.pricedekho.com,sony,a99v,sonyslta99v,,,,,,,Weight\n733 gms,"Screen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nViewFinder\nElectronic View Finder Color\, Xtra Fine"
8977,5f3ba61f3fd5b671b2200bc3,www.pricedekho.com,canon,sx120,canonpowershotsx120,40x,10.0,10x,,,,,
8978,5f3ba61f3fd5b671b2200bd3,www.pricedekho.com,canon,ixus145,canonixus145,4x,,8x,CCD Sensor,CCD Sensor,127 gms,,
8979,5f3ba61f3fd5b671b2200bd8,www.pricedekho.com,nikon,s6300,nikoncoolpixs6300,,,,,,,,
8980,5f3ba61f3fd5b671b2200bde,www.pricedekho.com,sony,hx9v,sonycybershotdschx9v,64x,,16x,CMOS Sensor,CMOS Sensor,,,
8981,5f3ba61f3fd5b671b2200be5,www.pricedekho.com,nikon,s6400,nikoncoolpixs6400,,,,,,,Weight\n150 gms,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nAdditional Display Features\nAnti-reflection Coating
8982,5f3ba61f3fd5b671b2200beb,www.pricedekho.com,canon,s95,canonpowershots95,,,,,,,Weight\n195 gms,"Screen Size\n3 Inches\nImage Display Resolution\n461000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps \, 320 x 240 (QVGA) @ 15 fps \, 640 x 480 (VGA) @ 30 fps"
8983,5f3ba61f3fd5b671b2200bed,www.pricedekho.com,canon,6d,canoneos6d,,,,,,,Weight\n755 gms,Screen Size\n3 Inches
8984,5f3ba61f3fd5b671b2200c01,www.pricedekho.com,nikon,s6000,nikoncoolpixs6000,2x,,7x,CCD Sensor,CCD Sensor,,,
8985,5f3ba61f3fd5b671b2200c2c,www.pricedekho.com,canon,60d,canoneos60d,1.5x - 10x,,,CMOS Sensor,CMOS Sensor,675 gms,,
8986,5f3ba61f3fd5b671b2200c5a,www.pricedekho.com,canon,1200d,canoneos1200d,,,,,,435 gms,,
8987,5f3ba61f3fd5b671b2200c5b,www.pricedekho.com,fujifilm,s3300,fujifilmfinepixs3300,,,,,,,Dimensions\n4.65 x 3.19 x 3.93 Inches\nWeight\n540 gms,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\nViewFinder\nElectronic View Finder"
8988,5f3ba61f3fd5b671b2200c72,www.pricedekho.com,samsung,st90,samsungst90,,,,,,,Dimensions\n132 x 103 x 77 mm\nWeight\n105 gms,"Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\, 15fps"
8989,5f3ba61f3fd5b671b2200c73,www.pricedekho.com,nikon,s5300,nikoncoolpixs5300,,,,,,,Dimensions\n3.81 x 2.28 x 0.82 Inches\nWeight\n138 gms,Screen Size\n3 Inches
8990,5f3ba61f3fd5b671b2200c87,www.pricedekho.com,canon,1d,canoneos1d,,,,CMOS Sensor,CMOS Sensor,,,
8991,5f3ba61f3fd5b671b2200c8a,www.pricedekho.com,fujifilm,x10,fujifilmfinepixx10,,,,,,,Weight\n350 gms,Display Type\nTFT LCD\nScreen Size\n2.8 Inches\nImage Display Resolution\n460000 Dots
8992,5f3ba61f3fd5b671b2200c9d,www.pricedekho.com,nikon,s8200,nikoncoolpixs8200,,,,,,,Dimensions\n4.08 x 2.33 x 1.29 Inches\nWeight\n213 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\nAdditional Display Features\nAnti-reflection Coating
8993,5f3ba61f3fd5b671b2200ca0,www.pricedekho.com,panasonic,dmcgf2,panasoniclumixdmcgf2,4x,4.0,4x,,,,,
8994,5f3ba61f3fd5b671b2200ca1,www.pricedekho.com,nikon,d3200,nikond3200,,,,CMOS Sensor,CMOS Sensor,505 gms,,
8995,5f3ba61f3fd5b671b2200caa,www.pricedekho.com,nikon,s9300,nikoncoolpixs9300,,,,,,,Dimensions\n4.28 x 2.45 x 1.2 Inches\nWeight\n215 gms,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nSupported Aspect Ratio\n16\:9\, 4\:3\nAdditional Display Features\nAnti-reflection Coating\, Wide Viewing Angle"
8996,5f3ba61f3fd5b671b2200cb5,www.pricedekho.com,canon,sx510,canonpowershotsx510,,,,,,349.2 gms,,
8997,5f3ba61f3fd5b671b2200cb7,www.pricedekho.com,samsung,es95,samsunges95,,,,,,90.3 gms,,
8998,5f3ba61f3fd5b671b2200cba,www.pricedekho.com,panasonic,dmctz20,panasoniclumixdmctz20,,,,,,,Weight\n219 gms,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
8999,5f3ba61f3fd5b671b2200cc8,www.pricedekho.com,sony,tx55,sonycybershotdsctx55,20x,,5x,Exmor R CMOS Sensor,Exmor R CMOS Sensor,,,
9000,5f3ba61f3fd5b671b2200cc9,www.pricedekho.com,sony,w800,sonycybershotw800,13x,,5x,CCD Sensor,CCD Sensor,,,
9001,5f3ba61f3fd5b671b2200cd6,www.pricedekho.com,nikon,aw100,nikoncoolpixaw100,4x,,5x,CMOS Sensor,CMOS Sensor,,,
9002,5f3ba61f3fd5b671b2200cea,www.pricedekho.com,nikon,s4300,nikoncoolpixs4300,,,,,,,,
9003,5f3ba61f3fd5b671b2200d08,www.pricedekho.com,sony,dscwx220,sonycybershotdscwx220,102x,,10x,CMOS Sensor,CMOS Sensor,,,
9004,5f3ba61f3fd5b671b2200d1c,www.pricedekho.com,panasonic,fz47,panasoniclumixdmcfz47,,,,,,,Weight\n498 gms,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)
10760,5f3ba61f3fd5b671b2200bb5,www.pricedekho.com,olympus,mju7040,olympusmju7040,,,,,,,Weight\n144 gms,Screen Size\n3 Inches
10761,5f3ba61f3fd5b671b2200bc0,www.pricedekho.com,nikon,p7100,nikonp7100,4x,7.1,7.1x,CCD Sensor,CCD Sensor,,,
10762,5f3ba61f3fd5b671b2200bc7,www.pricedekho.com,fujifilm,jz300,fujifilmfinepixjz300,,,,,,,Weight\n168 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nViewFinder
10763,5f3ba61f3fd5b671b2200bd6,www.pricedekho.com,nikon,l24,nikoncoolpixl24,4x,3.6,3.6x,,,,,
10764,5f3ba61f3fd5b671b2200be2,www.pricedekho.com,nikon,s9300,nikoncoolpixs9300,,,,,,,,
10765,5f3ba61f3fd5b671b2200be6,www.pricedekho.com,sony,h70,sonycybershotdsch70,20x,,10x,Super HAD CCD Sensor,Super HAD CCD Sensor,,,
10766,5f3ba61f3fd5b671b2200bff,www.pricedekho.com,fujifilm,jx420,fujifilmfinepixjx420,,,,,,,Weight\n107 gms,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
10767,5f3ba61f3fd5b671b2200c1a,www.pricedekho.com,olympus,vg150,olympusvg150,,,,,,,Weight\n105 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n640 x 480 pixels (VGA)
10768,5f3ba61f3fd5b671b2200c1d,www.pricedekho.com,olympus,sh50,olympusstylussh50,,,,,,,Dimensions\n4.41 x 2.5 x 1.67 Inches\nWeight\n269 gms,"Display Type\nLCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1"
10769,5f3ba61f3fd5b671b2200c34,www.pricedekho.com,canon,a2500,canonpowershota2500,,,,,,,Dimensions\n3.85 x 2.2 x 0.82 Inches\nWeight\n125 gms,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 25 fps\nSupported Aspect Ratio\n04\:03\nAdditional Display Features\nWide Viewing Angle
10770,5f3ba61f3fd5b671b2200c37,www.pricedekho.com,nikon,d610,nikond610,,,,,,,"Dimensions\n5.55 x 4.45 x 3.23 Inches\nWeight\n760 gms (Body Only)\, 850 gms (with Battery & Memory Card)",Display Type\nTFT LCD\nScreen Size\n3.2 Inches\nImage Display Resolution\n921000 dots\nViewFinder\nEye-level Pentaprism Single-lens Reflex View Finder
10771,5f3ba61f3fd5b671b2200c53,www.pricedekho.com,panasonic,fp7,panasoniclumixdmcfp7,4x,,4x,CCD Sensor,CCD Sensor,,,
10772,5f3ba61f3fd5b671b2200c60,www.pricedekho.com,ricoh,pentax,ricohpentaxwg,7.2x,,,,,,,
10773,5f3ba61f3fd5b671b2200c7e,www.pricedekho.com,panasonic,lx7,panasoniclumixdmclx7,,,,,,,Weight\n298 gms,Screen Size\n3 Inches\nImage Display Resolution\n920000 Dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nViewFinder\nElectronic View Finder
10774,5f3ba61f3fd5b671b2200c84,www.pricedekho.com,samsung,pl200,samsungpl200,,,,,,,Weight\n143 gms,Screen Size\n3 Inches
10775,5f3ba61f3fd5b671b2200c8c,www.pricedekho.com,panasonic,dmclz20,panasoniclumixdmclz20,,,,,,,Weight\n390 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n460000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
10776,5f3ba61f3fd5b671b2200c93,www.pricedekho.com,nikon,s9400,nikoncoolpixs9400,,,,,,,Dimensions\n4.33 x 2.37 x 1.21 Inches\nWeight\n200 gms,"Display Type\nOLED Monitor\nScreen Size\n3 Inches\nImage Display Resolution\n614000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nAdditional Display Features\nAnti-reflection Coating\, Wide Viewing Angle"
10777,5f3ba61f3fd5b671b2200c95,www.pricedekho.com,samsung,es95,samsunges95,,,,,,,,
10778,5f3ba61f3fd5b671b2200cb2,www.pricedekho.com,nikon,p500,nikoncoolpixp500,,,,,,,,
10779,5f3ba61f3fd5b671b2200ce3,www.pricedekho.com,canon,ixus1100,canonixus1100,4x,12.0,12x,CMOS Sensor,CMOS Sensor,,,
10780,5f3ba61f3fd5b671b2200ced,www.pricedekho.com,nikon,d3200,nikond3200,,,,,,,Dimensions\n4.92 x 3.78 x 3.01 Inches\nWeight\n505 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nViewFinder\nEye-level Pentamirror
10781,5f3ba61f3fd5b671b2200cee,www.pricedekho.com,samsung,pl120,samsungpl120,1x - 5x (Play Mode\: 1x - 13.5x),,5x,CCD Sensor,CCD Sensor,110 gms,,
10782,5f3ba61f3fd5b671b2200cef,www.pricedekho.com,canon,a3500,canonpowershota3500,,,,,,,Dimensions\n3.85 x 2.2 x 0.78 Inches\nWeight\n135 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 25 fps
10783,5f3ba61f3fd5b671b2200cf8,www.pricedekho.com,samsung,wb150f,samsungwb150f,,,,,,,Dimensions\n4.19 x 2.36 x 0.92 Inches\nWeight\n188.2 gms,Screen Size\n3 Inches\nImage Display Resolution\n460000 dots
10784,5f3ba61f3fd5b671b2200cf9,www.pricedekho.com,fujifilm,x100s,fujifilmfinepixx100s,,,,X-Trans CMOS II Sensor,X-Trans CMOS II Sensor,,,
10785,5f3ba61f3fd5b671b2200cfe,www.pricedekho.com,nikon,s4000,nikoncoolpixs4000,12x,,4x,CCD Sensor,CCD Sensor,,,
10786,5f3ba61f3fd5b671b2200d0a,www.pricedekho.com,sony,a58y,sonyslta58y,,,,,,,Dimensions\n5.06 x 3.75 x 3.05 Inches\nWeight\n492 gms,"Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n460800 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 3\:2\nViewFinder\n0.39 Inches Electronic View Finder Color\, Xtra Fine\, Diopter Control\: - 4.0 to + 4.0m\nAdditional Display Features\n100% Field View\, Coverage 100%"
10787,5f3ba61f3fd5b671b2200d12,www.pricedekho.com,samsung,st65,samsungst65,,,,,,,Weight\n110 gms,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD)
10788,5f3ba61f3fd5b671b2200d15,www.pricedekho.com,sony,a5000,sonyalphaa5000,4x,,,CMOS Sensor,CMOS Sensor,269 gms,,
10789,5f3ba61f3fd5b671b2200d19,www.pricedekho.com,panasonic,dmcfh27,panasoniclumixdmcfh27,,,,,,,Weight\n159 gms,Display Type\nTFT LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 24 fps
10790,5f3ba61f3fd5b671b2200d1a,www.pricedekho.com,fujifilm,3d,fujifilmfinepixreal3d,5.7x,3.0,3x,CCD Sensor,CCD Sensor,,,
10791,5f3ba61f3fd5b671b2200d1f,www.pricedekho.com,canon,sx150,canonpowershotsx150,,,,,,,Dimensions\n4.46 x 2.88 x 1.8 Inches\nWeight\n306 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
12521,5f3ba61f3fd5b671b2200bb7,www.pricedekho.com,canon,100d,canoneos100d,,,,CMOS Sensor,CMOS Sensor,,,
12522,5f3ba61f3fd5b671b2200bbb,www.pricedekho.com,panasonic,dmcg3w,panasoniclumixgdmcg3w,,,,,,,,
12523,5f3ba61f3fd5b671b2200bc1,www.pricedekho.com,olympus,vg110,olympusvg110,4x,,4x,CCD Sensor,CCD Sensor,,,
12524,5f3ba61f3fd5b671b2200bc4,www.pricedekho.com,samsung,wb50f,samsungsmartwb50f,2x,,12x,CCD Sensor,CCD Sensor,157 gms,,
12525,5f3ba61f3fd5b671b2200bd0,www.pricedekho.com,fujifilm,ax550,fujifilmfinepixax550,7.2x,,5x,CCD Sensor,CCD Sensor,408 gms,,
12526,5f3ba61f3fd5b671b2200bda,www.pricedekho.com,sony,a850l,sonya850l,,,,,,,Weight\n861.8 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches
12527,5f3ba61f3fd5b671b2200be0,www.pricedekho.com,canon,a3300,canonpowershota3300,4x,,5x,CCD Sensor,CCD Sensor,,,
12528,5f3ba61f3fd5b671b2200bee,www.pricedekho.com,samsung,nx,samsungnxmini,,,,,,,Weight\n195 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps
12529,5f3ba61f3fd5b671b2200bf6,www.pricedekho.com,sony,dscwx80,sonydscwx80,32x,,8x,Exmor R CMOS Sensor,Exmor R CMOS Sensor,124 gms,,
12530,5f3ba61f3fd5b671b2200c0b,www.pricedekho.com,olympus,t110,olympust110,,,,,,,Weight\n135 gms,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots
12531,5f3ba61f3fd5b671b2200c10,www.pricedekho.com,nikon,l820,nikoncoolpixl820,4x,,30x,CMOS Sensor,CMOS Sensor,470 gms,,
12532,5f3ba61f3fd5b671b2200c16,www.pricedekho.com,olympus,sz31mr,olympussz31mr,4x,,24x,CMOS Sensor,CMOS Sensor,,,
12533,5f3ba61f3fd5b671b2200c21,www.pricedekho.com,canon,a3200,canonpowershota3200,4x,5.0,5x,,,,,
12534,5f3ba61f3fd5b671b2200c22,www.pricedekho.com,nikon,p7700,nikoncoolpixp7700,4x,,7.1x,CMOS Sensor,CMOS Sensor,392 gms,,
12535,5f3ba61f3fd5b671b2200c30,www.pricedekho.com,fujifilm,jz100,fujifilmfinepixjz100,6.7x,,8x,CCD Sensor,CCD Sensor,112 gms,,
12536,5f3ba61f3fd5b671b2200c3e,www.pricedekho.com,nikon,s6300,nikoncoolpixs6300,,,,,,,Dimensions\n96 x 54.9 x 25.7 mm\nWeight\n160 gms,Display Type\nLCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nSupported Aspect Ratio\n16\:09\nAdditional Display Features\nAnti-reflection Coating
12537,5f3ba61f3fd5b671b2200c4a,www.pricedekho.com,panasonic,dmcfh2,panasoniclumixdmcfh2,4x,,4x,CCD Sensor,CCD Sensor,,,
12538,5f3ba61f3fd5b671b2200c4b,www.pricedekho.com,canon,sx240,canonpowershotsx240,4x,20.0,20x,CMOS Sensor,CMOS Sensor,,,
12539,5f3ba61f3fd5b671b2200c6b,www.pricedekho.com,canon,600d,canoneos600d,,,,CMOS Sensor,CMOS Sensor,570 gms,,
12540,5f3ba61f3fd5b671b2200c78,www.pricedekho.com,nikon,d750,nikond750,4x,,3x,CMOS Sensor,CMOS Sensor,840 gms,,
12541,5f3ba61f3fd5b671b2200c7a,www.pricedekho.com,nikon,s3300,nikoncoolpixs3300,,,,,,,,
12542,5f3ba61f3fd5b671b2200c82,www.pricedekho.com,sony,dschx10v,sonycybershotdschx10v,,,,,,,Dimensions\n4.12 x 2.35 x 1.33 Inches\nWeight\n204 gms,"Display Type\nXtraFine LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921600 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD)\nSupported Aspect Ratio\n16\:9\, 4\:3"
12543,5f3ba61f3fd5b671b2200c86,www.pricedekho.com,sony,dscw610,sonycybershotdscw610,9x,,4x,Super HAD CCD Sensor,Super HAD CCD Sensor,113 gms,,
12544,5f3ba61f3fd5b671b2200c9e,www.pricedekho.com,nikon,s9200,nikoncoolpixs9200,,,,,,,,
12545,5f3ba61f3fd5b671b2200c9f,www.pricedekho.com,samsung,st72,samsungst72,,,,,,,Dimensions\n3.72 x 2.28 x 0.7 Inches\nWeight\n114 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps
12546,5f3ba61f3fd5b671b2200cc3,www.pricedekho.com,kodak,slice,kodakslicetouchscreen,,,,,,,Weight\n158 gms,"Screen Size\n3.5 Inches\nVideo Display Resolution\n720 @ 30 fps (HD)\, 848 x 480 @ 30 fps (WVGA) pixels"
12547,5f3ba61f3fd5b671b2200cd8,www.pricedekho.com,samsung,es75,samsunges75,3x,,5x,CCD Sensor,CCD Sensor,,,
12548,5f3ba61f3fd5b671b2200cdb,www.pricedekho.com,samsung,st200f,samsungst200f,,,,,,,Weight\n142.3 gms,Screen Size\n3 Inches
12549,5f3ba61f3fd5b671b2200ce7,www.pricedekho.com,nikon,s9700,nikoncoolpixs9700,,,,,,,Dimensions\n4.33 x 2.52 x 1.38 Inches\nWeight\n232 gms,Display Type\nOLED with Anti-reflection Coating\nScreen Size\n3 Inches
12550,5f3ba61f3fd5b671b2200ce9,www.pricedekho.com,nikon,s2700,nikoncoolpixs2700,,,,,,,Dimensions\n3.73 x 2.28 x 0.82 Inches\nWeight\n125 gms,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps\nSupported Aspect Ratio\n16\:09
12551,5f3ba61f3fd5b671b2200cf3,www.pricedekho.com,nikon,s80,nikoncoolpixs80,4x,5.0,5x,,,,,
12552,5f3ba61f3fd5b671b2200cf7,www.pricedekho.com,fujifilm,sl1000,fujifilmfinepixsl1000,,,,,,,Weight\n619 gms,Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n920000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 60 fps\nViewFinder\nElectronic View Finder
12553,5f3ba61f3fd5b671b2200cff,www.pricedekho.com,canon,s100,canonpowershots100,4x,5.0,5x,CMOS Sensor,CMOS Sensor,"173 gms (Body only)\, 198 gms (with Battery & Memory Card)",,
12554,5f3ba61f3fd5b671b2200d03,www.pricedekho.com,nikon,l810,nikoncoolpixl810,4x,,26x,CCD Sensor,CCD Sensor,430 gms,,
12555,5f3ba61f3fd5b671b2200d05,www.pricedekho.com,samsung,ex1,samsungex1,,,3x,CCD Sensor,CCD Sensor,,,
12556,5f3ba61f3fd5b671b2200d1e,www.pricedekho.com,canon,ixus265,canonixus265,4x,,12x,,,147 gms,,
