,key,row_key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_weight,famer_sensor,famer_brand_list
3086,5f3ba6203fd5b671b2203601,3087,www.ebay.com,"t3 1100d\,t31100d\,t3",3,5157b002,013803136340,canoneosrebelt3,/,/,,,,,,canon
3087,5f3ba6203fd5b671b220360c,3088,www.ebay.com,t3,3,n82e16830120506,,canoneosrebelt3,/,/,,,,,,canon
3088,5f3ba6203fd5b671b2203614,3089,www.ebay.com,qx10,10,dsc-qx10,027242873773,sonycybershotdscqx10,/,/,6.24,6.18,,,,sony
3089,5f3ba6203fd5b671b2203620,3090,www.ebay.com,d50,50,2871,,nikond50,/,/,,,,,,nikon
3090,5f3ba6203fd5b671b220362a,3091,www.ebay.com,d3200,3200,nknd3200kitbk,018208254927,nikond3200,/,/,,,,,,nikon
3091,5f3ba6203fd5b671b220363e,3092,www.ebay.com,fz150,150,dmc-fz150k,885170053571,panasoniclumixdmcfz150,/,/,,,,,,panasonic
3092,5f3ba6203fd5b671b2203645,3093,www.ebay.com,"sd780 ixus100\,sd780ixus100\,sd780",780,sd780is gl,8714574533940,canonsd780,/,/,,,,,,canon
3093,5f3ba6203fd5b671b2203654,3094,www.ebay.com,d2h,2,,,nikond2h,/,/,,,,,,nikon
3094,5f3ba6203fd5b671b220366c,3095,www.ebay.com,p100,100,p100,,nikoncoolpixp100,/,/,,,,,,nikon
3095,5f3ba6203fd5b671b220366d,3096,www.ebay.com,"eos  rebel\,eosrebel\,eos",,,,canoneosdigital,/,/,,,,,,canon
3096,5f3ba6203fd5b671b2203678,3097,www.ebay.com,dx6340,6340,1559103,,kodakeasysharedx6340,/,/,,,,,,kodak
3097,5f3ba6203fd5b671b220367a,3098,www.ebay.com,4g,4,,,2g,/,/,,,,,,2g
3098,5f3ba6203fd5b671b2203692,3099,www.ebay.com,e450,450,262167,,olympusevolte450,/,/,,,,,,olympus
3099,5f3ba6203fd5b671b2203696,3100,www.ebay.com,s90,90,,,powershots90,/,/,,,,,,canon
3100,5f3ba6203fd5b671b220369e,3101,www.ebay.com,z20fd,20,,,fujifilmfinepixz20fd,/,/,,,,,,fujifilm
3101,5f3ba6203fd5b671b22036a1,3102,www.ebay.com,d40x,40,vba170ku01,0018208912537,nikond40x,/,/,,,,,,nikon
3102,5f3ba6203fd5b671b22036b9,3103,www.ebay.com,fh100,100,ex-fh100bk,,casioexilimgexfh100,/,/,,,,,,casio
3103,5f3ba6203fd5b671b22036c1,3104,www.ebay.com,d3100,3100,25472,,nikond3100,/,/,12.4,9.7,,,,nikon
3104,5f3ba6203fd5b671b22036d7,3105,www.ebay.com,c450,450,225500,0050332143920,olympuscamediacamerac450,/,/,,,,,,olympus
3105,5f3ba6203fd5b671b22036e1,3106,www.ebay.com,w690,690,,,sonycybershotopticalzoomhdmovie16dscw690,/,/,,,,,,sony
3106,5f3ba6203fd5b671b22036e2,3107,www.ebay.com,l105,105,,018208262854,nikoncoolpixl105,/,/,,,,,,nikon
3107,5f3ba6203fd5b671b22036e5,3108,www.ebay.com,20d,20,canon20d50mmblack,,canoneos20d,/,/,,,,,,canon
3108,5f3ba6203fd5b671b22036f3,3109,www.ebay.com,s4000,4000,26202,,nikoncoolpixs4000,/,/,,,,,,nikon
3109,5f3ba6203fd5b671b2203701,3110,www.ebay.com,"sx40hs\,sx40",40,,,canonsx40,/,/,,,,,,canon
3110,5f3ba6203fd5b671b2203717,3111,www.ebay.com,"elph115 ixus132\,elph115ixus132\,elph115",115,8605b001,013803222319,canonpowershotelph115,/,/,,,,,,canon
3111,5f3ba6203fd5b671b220371d,3112,www.ebay.com,wx80,80,dsc-wx80/b,4905524927207,sonydscwx80,/,/,,,,,,sony
3112,5f3ba6203fd5b671b2203721,3113,www.ebay.com,d7000,7000,25468,012345984068,nikond7000,/,/,,,,,,nikon
3113,5f3ba6203fd5b671b2203723,3114,www.ebay.com,h400,400,,,sonycybershotsuperzoomdsch400,/,/,13.0,9.5,,628,Super HAD CCD Sensor,sony
3114,5f3ba6203fd5b671b2203747,3115,www.ebay.com,dc2,2,,,panasonichxdc2,/,/,,,,,,panasonic
3115,5f3ba6203fd5b671b2203757,3116,www.ebay.com,i834,834,i834,,polaroidcamerai834,/,/,,,,,,polaroid
3116,5f3ba6203fd5b671b220375c,3117,www.ebay.com,"e pm2\,epm2\,pm2",2,,,excellentolympuspenminiepm2,/,/,,,,,,olympus
3117,5f3ba6203fd5b671b2203767,3118,www.ebay.com,aw110,110,26412,018208264124,nikoncoolpixaw110,/,/,,,,,,nikon
3118,5f3ba6203fd5b671b2203776,3119,www.ebay.com,"x e1\,xe1\,e1",1,,,fugidigitalxe1,/,/,,,,,,fujifilm
3119,5f3ba6203fd5b671b2203777,3120,www.ebay.com,hero3,3,chdhn-302,818279010855,goproeditionhero3,/,/,,,,,,gopro
3120,5f3ba6203fd5b671b220379c,3121,www.ebay.com,hx400v,400,,027242877887,sonycybershotdschx400v,/,/,12.96,9.32,,660,Exmor R CMOS,sony
3121,5f3ba6203fd5b671b22037c7,3122,www.ebay.com,fd85,85,mvcfd85,0027242571228,sonymavicamvcfd85,/,/,,,,,,sony
3122,5f3ba6203fd5b671b22037d8,3123,www.ebay.com,gh4,4,,885170185647,panasoniclumixdmcgh4,/,/,13.29,9.34,,480,Live MOS Sensor,panasonic
3123,5f3ba6203fd5b671b22037e3,3124,www.ebay.com,a2600,2600,8161b001,013803212884,canonpowershota2600,/,/,,,,,,canon
3124,5f3ba6203fd5b671b220380f,3125,www.ebay.com,p530,530,26464,018208264643,nikoncoolpixp530,/,/,,,,,,nikon
3125,5f3ba6203fd5b671b2203824,3126,www.ebay.com,cw450t,450,cw450tb,0844149070476,hpcw450t,/,/,,,,,,hp
3126,5f3ba6203fd5b671b220382a,3127,www.ebay.com,m10b2,10,dc-m10b2-vp,874121000047,vupointsolutionsvupointdcm10b2,/,/,,,,,,vupoint solutions
3127,5f3ba6203fd5b671b220383d,3128,www.ebay.com,30d,30,eos30dbody,0013803065114,canoneos30d,/,/,,,,,,canon
3128,5f3ba6203fd5b671b220383f,3129,www.ebay.com,sl202,202,sl202blue,044701010265,samsungsl202,/,/,,,,,,samsung
3129,5f3ba6203fd5b671b2203865,3130,www.ebay.com,a2300,2300,6193b001,0013803146691,canonpowershota2300,/,/,,,,,,canon
3130,5f3ba6203fd5b671b2203882,3131,www.ebay.com,t3i,3,,,canoneosrebelt3i,/,/,,,,,,canon
3131,5f3ba6203fd5b671b2203888,3132,www.ebay.com,f80exr,80,16000480,,fujifilmfinepixf80exr,/,/,,,,,,fujifilm
3132,5f3ba6203fd5b671b220388f,3133,www.ebay.com,pschd60bk,60,pschd60bk,,pylesportspschd60bk,/,/,,,,,,pyle sport
3133,5f3ba6203fd5b671b2203893,3134,www.ebay.com,"t3i 600d\,t3i600d\,t3i",3,5169b001aa,013803134230,canoneosrebelt3i,/,/,,,,,,canon
3134,5f3ba6203fd5b671b22038a0,3135,www.ebay.com,x100s,100,,,1025fujifilmxseriesx100s,/,/,,,,,,fujifilm
3135,5f3ba6203fd5b671b22038a3,3136,www.ebay.com,z915,915,8112708-bun,,kodakeasysharez915,/,/,,,,,,kodak
3136,5f3ba6203fd5b671b22038a6,3137,www.ebay.com,"w50\,dscw50",50,,,sonycybershotdscw50,/,/,,,,,,sony
3137,5f3ba6203fd5b671b22038b9,3138,www.ebay.com,"c653\,or7",653,8912057,,lotor7,/,/,,,,,,kodak
3138,5f3ba6203fd5b671b22038c9,3139,www.ebay.com,a490,490,4258b001aa,,canonpowershota490,/,/,,,,,,canon
3139,5f3ba6203fd5b671b22038e7,3140,www.ebay.com,a3000,3000,a3000,,sonyalphaa3000,/,/,,,,194,,sony
3140,5f3ba6203fd5b671b22038f0,3141,www.ebay.com,"dv139\,xzoom1",139,,,minidigitalvideocamerascamcorderdvdvr4xzoom1,/,/,,,,,,fvanor
3141,5f3ba6203fd5b671b22038fb,3142,www.ebay.com,d3100,3100,,018208132843,nikond3100,/,/,12.4,9.7,,,,nikon
3142,5f3ba6203fd5b671b220390e,3143,www.ebay.com,z50,50,exz50dba,0079767683764,casioexilimexz50,/,/,,,,,,casio
3143,5f3ba6203fd5b671b220391c,3144,www.ebay.com,d5300,5300,13303,018208015221,nikond5300,/,/,12.5,9.8,,,,nikon
3144,5f3ba6203fd5b671b220392d,3145,www.ebay.com,40d,40,,,canoneos40d,/,/,,,,,,canon
3145,5f3ba6213fd5b671b2203936,3146,www.ebay.com,v69379m,69379,vivitarv69379msilver,681066704844,vivitarv69379m,/,/,,,,,,vivitar
3146,5f3ba6213fd5b671b2203942,3147,www.ebay.com,fd73,73,mvc-fd73,,sonymavicamvcfd73,/,/,,,,,,sony
3147,5f3ba6213fd5b671b2203956,3148,www.ebay.com,sx510,510,8409b001,,canonpowershotsx510,/,/,,,,,,canon
3148,5f3ba6213fd5b671b220395f,3149,www.ebay.com,s110,110,6351b001,013803157147,canonpowershots110,/,/,,,,,,canon
3149,5f3ba6213fd5b671b2203972,3150,www.ebay.com,d7000,7000,25474,,nikond7000,/,/,,,,,,nikon
3150,5f3ba6213fd5b671b220397d,3151,www.ebay.com,70p,70,,,2tftlcdhd720p,/,/,,,,,,2
3151,5f3ba6213fd5b671b2203994,3152,www.ebay.com,gc110,110,ek-gc110zwaxar,887276847795,samsunggalaxycameraekgc110,/,/,,,,,,samsung
3152,5f3ba6213fd5b671b2203999,3153,www.ebay.com,d3100,3100,33858,018208254866,nikond3100,/,/,12.4,9.7,,,,nikon
3153,5f3ba6213fd5b671b220399a,3154,www.ebay.com,sx20,20,,,canonpowershotsx20,/,/,,,,,,canon
3154,5f3ba6213fd5b671b22039a0,3155,www.ebay.com,xp70,70,,,fujifilmfinepixxp70,/,/,,,,,,fujifilm
3155,5f3ba6213fd5b671b22039a2,3156,www.ebay.com,"rebel xt\,rebelxt\,xt8",8,,,canoneosdigitalrebelxt8,/,/,,,,,,canon
3156,5f3ba6213fd5b671b22039b0,3157,www.ebay.com,"e p2\,ep2\,m4",2,262825,50332172043,olympusep2m4,/,/,,,,,,olympus
3157,5f3ba6213fd5b671b22039b5,3158,www.ebay.com,l3,3,31504362,,nikoncoolpixl3,/,/,,,,,,nikon
3158,5f3ba6213fd5b671b22039c6,3159,www.ebay.com,l610,610,26345,018208263455,nikoncoolpixl610,/,/,,,,,,nikon
3159,5f3ba6213fd5b671b22039cb,3160,www.ebay.com,"t5i 700d\,t5i700d\,t5i",5,8595b001,013803222425,canoneosrebelt5i,/,/,13.208000000000002,9.906,,,,canon
3160,5f3ba6213fd5b671b22039d8,3161,www.ebay.com,sx150,150,,,canonpowershotsx150,/,/,,,,,,canon
3161,5f3ba6213fd5b671b22039da,3162,www.ebay.com,s3000,3000,s3000,,fujifilms3000,/,/,,,,,,fujifilm
3162,5f3ba6213fd5b671b22039e8,3163,www.ebay.com,d800,800,25480,018208922062,nikond800,/,/,,,,,,nikon
3163,5f3ba6213fd5b671b22039eb,3164,www.ebay.com,l24,24,26240,715663248651,nikoncoolpixl24,/,/,,,,,,nikon
3164,5f3ba6213fd5b671b2203a00,3165,www.ebay.com,wb30f,30,ec-wb30fzbprus,887276986678,samsungwb30f,/,/,,,,,,samsung
3165,5f3ba6213fd5b671b2203a04,3166,www.ebay.com,c123,123,8431504,041778072004,kodakeasysharesportc123,/,/,,,,,,kodak
3166,5f3ba6213fd5b671b2203a0a,3167,www.ebay.com,"t3i 600d\,t3i600d\,t3i",3,5169b001aa,013803134230,canoneosrebelt3i,/,/,,,,,,canon
3167,5f3ba6213fd5b671b2203a0c,3168,www.ebay.com,5d,5,,,canoneos5d,/,/,15.24,11.68,,,,canon
3168,5f3ba6213fd5b671b2203a0f,3169,www.ebay.com,s110,110,6799b001,013803157161,canonpowershots110,/,/,,,,,,canon
3169,5f3ba6213fd5b671b2203a20,3170,www.ebay.com,s5200,5200,,,fujifilems5200,/,/,,,,,,fujifilm
3170,5f3ba6213fd5b671b2203a2d,3171,www.ebay.com,5d,5-3,5260b002,013803142433,canoneos5d,/,/,15.24,11.68,,,,canon
3171,5f3ba6213fd5b671b2203a3b,3172,www.ebay.com,z700,700,exz700srdba,,casioexilimzoomexz700,/,/,,,,,,casio
3172,5f3ba6213fd5b671b2203a4a,3173,www.ebay.com,pc1084,1084,,,useduntestedcanonpc1084,/,/,,,,,,canon
3173,5f3ba6213fd5b671b2203a5a,3174,www.ebay.com,s3500,3500,,018208932979,nikoncoolpixs3500,/,/,9.7,5.8,,,,nikon
3174,5f3ba6213fd5b671b2203a61,3175,www.ebay.com,sd850,850,,,canonpowershotsd850,/,/,,,,,,canon
3175,5f3ba6213fd5b671b2203a77,3176,www.ebay.com,"t5i 700d\,t5i700d\,t5i",5,8595b003,013803222425,canoneosrebelt5i,/,/,13.208000000000002,9.906,,,,canon
3176,5f3ba6213fd5b671b2203a7e,3177,www.ebay.com,d7100,7100,13302,845251050882,nikond7100,/,/,13.55,10.65,,,,nikon
3177,5f3ba6213fd5b671b2203a86,3178,www.ebay.com,d5300,5300,,,boxednikond5300,/,/,,,,,,nikon
3178,5f3ba6213fd5b671b2203ab4,3179,www.ebay.com,pl200,200,ec-pl200zbprgb,044701014539,samsungpl200,/,/,,,,,,samsung
3179,5f3ba6213fd5b671b2203ac1,3180,www.ebay.com,l28,28,26394,018208263943,nikoncoolpixl28,/,/,9.54,5.98,,,,nikon
3180,5f3ba6213fd5b671b2203ac2,3181,www.ebay.com,"sd870 ixus860\,sd870ixus860\,sd870",870,2087b010,,canonpowershotdigitalelphsd870,/,/,,,,,,canon
3181,5f3ba6213fd5b671b2203ac8,3182,www.ebay.com,d600,600,25488,,nikond600,/,/,,,,,,nikon
3182,5f3ba6213fd5b671b2203ad6,3183,www.ebay.com,sx20,20,3633b011,,canonpowershotsx20,/,/,,,,,,canon
3183,5f3ba6213fd5b671b2203ae0,3184,www.ebay.com,"illum\,illum30",30,requires minimum computer specs,,lytroillum30,/,/,,,,,,lytro
3184,5f3ba6213fd5b671b2203aef,3185,www.ebay.com,fe170,170,fe-170,4545350007782,olympusfe170,/,/,,,,,,olympus
3185,5f3ba6213fd5b671b2203af4,3186,www.ebay.com,g16,16,8406b001,013803229820,canonpowershotg16,/,/,,,,,,canon
3186,5f3ba6213fd5b671b2203afb,3187,www.ebay.com,d4s,4,,,nikond4s,/,/,,,,,16.2MP FX-Format CMOS Sensor,nikon
3187,5f3ba6213fd5b671b2203afc,3188,www.ebay.com,h70,70,dsch70b_us,,sonycybershotdsch70,/,/,,,,,,sony
3188,5f3ba6213fd5b671b2203b00,3189,www.ebay.com,d7000,7000,,,nikond7000,/,/,,,,,,nikon
3189,5f3ba6213fd5b671b2203b08,3190,www.ebay.com,c1550,1550,8226771,041778226773,kodakeasysharec1550,/,/,,,,,,kodak
3190,5f3ba6213fd5b671b2203b20,3191,www.ebay.com,"c5wp r\,c5wpr\,c5wp",5,c5wp-r,084438908015,colemanxtremec5wp,/,/,10.16,5.84,,130,,coleman
3191,5f3ba6213fd5b671b2203b21,3192,www.ebay.com,"s410 ixus430\,s410ixus430\,s410",410,9345a006,,canonpowershotdigitalelphs410,/,/,,,,,,canon
3192,5f3ba6213fd5b671b2203b27,3193,www.ebay.com,c370,370,,,olympuscamediac370,/,/,,,,,,olympus
3193,5f3ba6213fd5b671b2203b29,3194,www.ebay.com,,,,,vivitardigitalvideo,/,/,,,,,,vivitar
3194,5f3ba6213fd5b671b2203b31,3195,www.ebay.com,tl320,320,ec-tl320bbp,044701010098,samsungtl320,/,/,,,,,,samsung
3195,5f3ba6213fd5b671b2203b32,3196,www.ebay.com,t5,5,9126b003,013803237160,canoneosrebelt5,/,/,12.96,9.97,,,,canon
3196,5f3ba6213fd5b671b2203b3e,3197,www.ebay.com,g16,16,,,canonpowershotg16,/,/,,,,,,canon
3197,5f3ba6213fd5b671b2203b5f,3198,www.ebay.com,"zs1 tz6\,zs1tz6\,zs1",1,dmc-zs1pu-k,,panasoniclumixdmczs1,/,/,,,,206.10086499999997,CCD,panasonic
3198,5f3ba6213fd5b671b2203b6e,3199,www.ebay.com,c3020,3020,c3020,072874309534,olympusc3020,/,/,,,,,,olympus
3199,5f3ba6213fd5b671b2203b73,3200,www.ebay.com,"x e1\,xe1\,e1",1,16272394,074101017168,fujifilmxe1,/,/,,,,,,fujifilm
3200,5f3ba6213fd5b671b2203ba4,3201,www.ebay.com,pl120,120,ec-pl120zbpbus,44701015475,samsungplseriespl120,/,/,,,,,,samsung
3201,5f3ba6213fd5b671b2203ba6,3202,www.ebay.com,s100,100,5245b001,013803137576,canonpowershots100,/,/,,,,,,canon
3202,5f3ba6213fd5b671b2203ba8,3203,www.ebay.com,s780,780,dscs780,,sonycybershotdscs780,/,/,,,,,,sony
3203,5f3ba6213fd5b671b2203baa,3204,www.ebay.com,p10,10,dsc-p10.cee1,,sonycybershotdigitalcameradscp10,/,/,,,,,,sony
3204,5f3ba6213fd5b671b2203baf,3205,www.ebay.com,wb30f,30,ec-wb30fzbprus,887276986678,samsungwbserieswb30f,/,/,,,,,,samsung
3205,5f3ba6213fd5b671b2203bb1,3206,www.ebay.com,,,,,digitalcameras,/,/,,,,,,fujifilm
3206,5f3ba6213fd5b671b2203bc8,3207,www.ebay.com,d5200,5200,1503,,nikond5200,/,/,12.9,9.8,,,,nikon
3207,5f3ba6213fd5b671b2203bce,3208,www.ebay.com,sx230,230,5043b001aa,,canonpowershotsx230,/,/,,,,,,canon
3208,5f3ba6213fd5b671b2203bcf,3209,www.ebay.com,"pro\,pro1",1,sp-10u0,0815251000712,sipixstylecampro1,/,/,,,,,,sipix
3209,5f3ba6213fd5b671b2203bd4,3210,www.ebay.com,"4800\,coolpix4800",4800,25520,490561002634,nikoncoolpix4800,/,/,,,,,,nikon
3210,5f3ba6213fd5b671b2203be1,3211,www.ebay.com,s3100,3100,s3100,0074101410006,fujifilmfinepixs3100,/,/,,,,,,fujifilm
3211,5f3ba6213fd5b671b2203bee,3212,www.ebay.com,d7000,7000,25468,018208254682,nikond7000,/,/,,,,,,nikon
3212,5f3ba6213fd5b671b2203bf5,3213,www.ebay.com,z1485,1485,z1485 black,,kodakz1485,/,/,,,,,,kodak
3213,5f3ba6213fd5b671b2203c0a,3214,www.ebay.com,d90,90,,,nikond90,/,/,132.0,103.0,,,,nikon
3214,5f3ba6213fd5b671b2203c0e,3215,www.ebay.com,60d,60,4460b003,013803129052,canoneos60d,/,/,14.4,10.16,,,,canon
3215,5f3ba6213fd5b671b2203c10,3216,www.ebay.com,"sd1300 ixus105\,sd1300ixus105\,sd1300",1300,4214b001aa,,canonpowershotdigitalelphsd1300,/,/,,,,,,canon
3216,5f3ba6213fd5b671b2203c12,3217,www.ebay.com,p520,520,26397,,nikoncoolpixp520,/,/,,,,,,nikon
3217,5f3ba6213fd5b671b2203c15,3218,www.ebay.com,jdc11,11,jdc-11,722650502719,jazzdigistixjdc11,/,/,,,,,,jazz
3218,5f3ba6213fd5b671b2203c17,3219,www.ebay.com,p10,10,,,sonycybershotdscp10,/,/,,,,,,sony
3219,5f3ba6213fd5b671b2203c18,3220,www.ebay.com,c195,195,,,kodakeasysharec195,/,/,,,,,,kodak
3220,5f3ba6213fd5b671b2203c1f,3221,www.ebay.com,x100,100,p10nc04120a,,fujifilmfinepixx100,/,/,,,,,,fujifilm
3221,5f3ba6213fd5b671b2203c21,3222,www.ebay.com,"2100\,pix2100",2100,,,nikoncaneracoolpix2100,/,/,,,,,,nikon
3222,5f3ba6213fd5b671b2203c34,3223,www.ebay.com,d70,70,25212,,nikond70,/,/,,,,,,nikon
3223,5f3ba6213fd5b671b2203c3b,3224,www.ebay.com,d40x,40,vba170k003,,nikond40x,/,/,,,,,,nikon
3224,5f3ba6213fd5b671b2203c64,3225,www.ebay.com,"t3i 600d\,t3i600d\,t3i",3,5169b001aa,013803134230,canont3i,/,/,,,,,,canon
3225,5f3ba6213fd5b671b2203c66,3226,www.ebay.com,3ti,3,,,canonrebel3ti,/,/,,,,,,canon
3226,5f3ba6213fd5b671b2203c72,3227,www.ebay.com,"1d n\,1dn\,1d",1-2,0304b001,,canoneos1d,/,/,15.748,16.256,,,,canon
3227,5f3ba6213fd5b671b2203c7c,3228,www.ebay.com,"hero3\,1080p",3,chdhx-302,,goprohero3editionwificamcorder1080p,/,/,,,,,,gopro
3228,5f3ba6213fd5b671b2203c8d,3229,www.ebay.com,d610,610,,,nikond610,/,/,14.1,11.3,,,,nikon
3229,5f3ba6213fd5b671b2203c95,3230,www.ebay.com,m853,853,1983436,041778723173,kodakeasysharem853,/,/,,,,,,kodak
3230,5f3ba6213fd5b671b2203c96,3231,www.ebay.com,wp10,10,wp10-g,084438900637,bellhowellsplashwp10,/,/,8.9,2.5,,136.1,CMOS,bell howell
3231,5f3ba6213fd5b671b2203c9a,3232,www.ebay.com,d5000,5000,25454,018208254545,nikond5000,/,/,,,,,,nikon
3232,5f3ba6213fd5b671b2203ca4,3233,www.ebay.com,"x s1\,xs1\,s1",1,16199188,074101012248,fujifilmxs1,/,/,,,,,,fujifilm
3233,5f3ba6213fd5b671b2203ca8,3234,www.ebay.com,"73638648403\,pen",73638648403,736386484034,,unbranded252generic73638648403,/,/,,,,,,unbranded 252 generic
3234,5f3ba6213fd5b671b2203cb3,3235,www.ebay.com,x100,100,16207404,074101013610,fujifilmfinepixx100,/,/,,,,,,fujifilm
3235,5f3ba6213fd5b671b2203cb7,3236,www.ebay.com,"rx100\,rx100m3",100,dsc-rx100m3/b,,sonycybershotdscrx100m3,/,/,,,,,,sony
3236,5f3ba6213fd5b671b2203cbc,3237,www.ebay.com,d5300,5300,1519,018208015191,nikondseriesd5300,/,/,,,,,,nikon
3237,5f3ba6213fd5b671b2203cbe,3238,www.ebay.com,"sd870 ixus860\,sd870ixus860\,sd870",870,sd870is,013803085136,canonpowershotdigitalelphsd870,/,/,,,,,,canon
3238,5f3ba6213fd5b671b2203cc3,3239,www.ebay.com,"sd800 ixus850\,sd800ixus850\,sd800",800,1270b001,,canonpowershotdigitalelphsd800,/,/,,,,,,canon
3239,5f3ba6213fd5b671b2203cca,3240,www.ebay.com,"tx1\,cyber",1,dsctx1/p,,sonytx1,/,/,,,,,,sony
3240,5f3ba6213fd5b671b2203ce4,3241,www.ebay.com,"5\,lux5",5,18151,799429181512,leicadlux5,/,/,,,,,,leica
3241,5f3ba6213fd5b671b2203ce7,3242,www.ebay.com,a520,520,9715a043,"013803047837\,013803047844",canonpowershota520,/,/,,,,180.01932499999998,CCD,canon
3242,5f3ba6213fd5b671b2203cf7,3243,www.ebay.com,c330,330,1290840,,kodakeasysharec330,/,/,,,,,,kodak
3243,5f3ba6213fd5b671b2203d02,3244,www.ebay.com,1000d,1000,channel_eos1000d,,canonrebelxs1000d,/,/,,,,,,canon
3244,5f3ba6213fd5b671b2203d07,3245,www.ebay.com,w100,100,,,sonycybershotdscw100,/,/,,,,,,sony
3245,5f3ba6213fd5b671b2203d0b,3246,www.ebay.com,"ts20 ft20\,ts20ft20\,ts20",20,dmc-ts20d,885170069930,dmcts20,/,/,,,,,,panasonic
3246,5f3ba6213fd5b671b2203d20,3247,www.ebay.com,"sd1300 ixus105\,sd1300ixus105\,sd1300",1300,4214b001,628586137691,canonpowershotcamerasd1300,/,/,,,,,,canon
3247,5f3ba6213fd5b671b2203d36,3248,www.ebay.com,w330,330,,,sonycybershotdscw330,/,/,,,,,,sony
3248,5f3ba6213fd5b671b2203d38,3249,www.ebay.com,z915,915,8112708-bun,,kodakz915,/,/,,,,,,kodak
3249,5f3ba6213fd5b671b2203d3a,3250,www.ebay.com,l810,810,26294,,nikoncoolpixl810,/,/,,,,,,nikon
3250,5f3ba6213fd5b671b2203d50,3251,www.ebay.com,"7k\,a7",7,,,sonya7,/,/,,,,,,sony
3251,5f3ba6213fd5b671b2203d58,3252,www.ebay.com,"5700\,coolpix5700",5700,vaa118ea,,nikoncoolpix5700,/,/,,,,,,nikon
3252,5f3ba6213fd5b671b2203d5c,3253,www.ebay.com,sx600,600,9342b001,,canonpowershotsx600,/,/,10.4,6.1,,,,canon
3253,5f3ba6213fd5b671b2203d6c,3254,www.ebay.com,a3000,3000,a3000,027242870789,sonya3000,/,/,,,,,,sony
3254,5f3ba6213fd5b671b2203d71,3255,www.ebay.com,j3,3,j3,018208276387,nikon1j3,/,/,,,,,,nikon
3255,5f3ba6213fd5b671b2203d7e,3256,www.ebay.com,1080p,1080,,,hd1080p,/,/,,,,,,sj4000
3256,5f3ba6213fd5b671b2203d80,3257,www.ebay.com,"1200\,stylus1200",1200,,,olympusstylus1200,/,/,,,,,,olympus
3257,5f3ba6213fd5b671b2203d84,3258,www.ebay.com,s110,110,6351b001,,canonpowershots110,/,/,,,,,,canon
3258,5f3ba6213fd5b671b2203d99,3259,www.ebay.com,m853,853,1983436,041778723173,kodakeasysharem853,/,/,,,,,,kodak
3259,5f3ba6213fd5b671b2203d9c,3260,www.ebay.com,nex7,7,nex-7/b,,sonyalphanex7,/,/,,,,,,sony
3260,5f3ba6213fd5b671b2203da5,3261,www.ebay.com,s130,130,vs130-wht,681066484951,pepsivivitarvivicams130,/,/,,,,,,vivitar
3261,5f3ba6213fd5b671b2203dd1,3262,www.ebay.com,l105,105,,018208262854,nikoncoolpixl105,/,/,,,,,,nikon
3262,5f3ba6213fd5b671b2203dde,3263,www.ebay.com,z710,710,z710,,kodakeasysharez710,/,/,,,,,,kodak
3263,5f3ba6213fd5b671b2203de0,3264,www.ebay.com,d7100,7100,1513,018208015139,nikond7100,/,/,13.55,10.65,,,,nikon
3264,5f3ba6213fd5b671b2203df9,3265,www.ebay.com,"rebel xt\,rebelxt\,ds126071",126071,ds126071,,canoneosrebelxtdigitalds126071,/,/,,,,,,canon
3265,5f3ba6213fd5b671b2203e00,3266,www.ebay.com,z915,915,,,kodakz915,/,/,,,,,,kodak
3266,5f3ba6213fd5b671b2203e05,3267,www.ebay.com,d7000,7000,25468,018208254682,nikond7000,/,/,,,,,,nikon
3267,5f3ba6213fd5b671b2203e18,3268,www.ebay.com,p200,200,dscp200kit1,27242671331,sonycybershotdscp200,/,/,,,,,,sony
3268,5f3ba6213fd5b671b2203e27,3269,www.ebay.com,fe280,280,226007,050332400900,olympusfe280,/,/,,,,,,olympus
3269,5f3ba6213fd5b671b2203e34,3270,www.ebay.com,m5,5,ebay_olympusomdem516mpxsilverdigitalcamera,,likeboxedolympusomdem5,/,/,,,,,,olympus
3270,5f3ba6213fd5b671b2203e50,3271,www.ebay.com,l610,610,26345,018208263455,greatconditionnikoncoolpixl610,/,/,,,,,,nikon
3271,5f3ba6213fd5b671b2203e53,3272,www.ebay.com,dc2100,2100,,,dc2100,/,/,,,,,,unbranded generic
3272,5f3ba6213fd5b671b2203e5b,3273,www.ebay.com,s3,3,1101b001,,canonpowershots3,/,/,,,,411.06775,CCD,canon
3273,5f3ba6213fd5b671b2203e60,3274,www.ebay.com,tz35,35,,,panasoniclumixdmctz35,/,/,,,,,,panasonic
3274,5f3ba6213fd5b671b2203e6d,3275,www.ebay.com,"tryx hd\,tryxhd\,tr100",100,ex-tr100,,casioexilimtryxextr100,/,/,,,,,,casio
3275,5f3ba6213fd5b671b2203e9c,3276,www.ebay.com,"32s\,31s",32,,,canonixy31s,/,/,,,,,,canon
3276,5f3ba6213fd5b671b2203ea0,3277,www.ebay.com,s100,100,5244b001,8714574575605,canonpowershots100,/,/,,,,,,canon
3277,5f3ba6213fd5b671b2203ea5,3278,www.ebay.com,nex3,3,nex3k/b-bn,027242797604,sonyalphanex3,/,/,,,,,,sony
