key,row_key,key,source,famer_brand_list,famer_model_list,famer_model_no_list,famer_keys,famer_product_name,famer_weight,famer_optical_zoom,famer_digital_zoom,famer_height,famer_width,famer_megapixels,famer_sensor,famer_mpn_list,famer_ean_list,model_no_list
5f3ba61f3fd5b671b22009fa,124,5f3ba61f3fd5b671b22009fa,www.buzzillions.com,olympus,vr340,340,oly340,olympusvr340,,10.0,,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200a08,125,5f3ba61f3fd5b671b2200a08,www.buzzillions.com,olympus,epl1,1,oly1,olympusepl1,,3.0,,,,12.3,,,,/
5f3ba61f3fd5b671b2200a09,126,5f3ba61f3fd5b671b2200a09,www.buzzillions.com,canon,sx20,20,can20,canonpowershotsx203633b001,,2020.0,44.0,,,12.1,,"180130\,3633b001",3633b001,/
5f3ba61f3fd5b671b2200a1e,127,5f3ba61f3fd5b671b2200a1e,www.buzzillions.com,canon,60da,60,can60,canoneos60da,,,,,,18.0,CMOS,,,/
5f3ba61f3fd5b671b2200a39,128,5f3ba61f3fd5b671b2200a39,www.buzzillions.com,canon,t4i,4,can4,canoneosrebelt4icant4i18135,,3.0,,,,18.0,CMOS,"253342 black\,cant4i18135",cant4i18135,/
5f3ba61f3fd5b671b2200a3c,129,5f3ba61f3fd5b671b2200a3c,www.buzzillions.com,canon,elph110,110,can110,canonpowershotelph110013803145649canps110hselph110,,5.0,44.0,,,16.0,CMOS,"""250529""\,""240328 black""\,""013803145649""\,""canps110hs""","""013803145649""\,""canps110hs""",/
5f3ba61f3fd5b671b2200a70,130,5f3ba61f3fd5b671b2200a70,www.buzzillions.com,sony,dscs750,750,son750,sonycybershotdscs750,,3.0,,,,7.0,,,,/
5f3ba61f3fd5b671b2200a74,131,5f3ba61f3fd5b671b2200a74,www.buzzillions.com,fujifilm,z90,90,fuj90,fujifilmfinepixz90,,5.0,6.8,,,14.0,CCD,fpz90blue,,/
5f3ba61f3fd5b671b2200a77,132,5f3ba61f3fd5b671b2200a77,www.buzzillions.com,nikon,j1,1,nik1,nikon1j1018208275281,,,,,,10.0,CMOS,"238815\,018208275281",018208275281,/
5f3ba61f3fd5b671b2200aa1,133,5f3ba61f3fd5b671b2200aa1,www.buzzillions.com,canon,m3,3,can3,canoneosm3m3,,3.0,,,,18.0,CMOS,,,/
5f3ba61f3fd5b671b2200acb,134,5f3ba61f3fd5b671b2200acb,www.buzzillions.com,fujifilm,t400,400,fuj400,fujifilmfinepixt400,,,,,,,,,,/
5f3ba61f3fd5b671b2200ad2,135,5f3ba61f3fd5b671b2200ad2,www.buzzillions.com,digital,"concepts clipshot\,conceptsclipshot",,dig,digitalconceptsclipshot11692,,,,,,,,"180140\,11692",11692,/
5f3ba61f3fd5b671b2200ad9,136,5f3ba61f3fd5b671b2200ad9,www.buzzillions.com,nikon,s8100,8100,nik8100,nikoncoolpixs8100nkns8100s8100s8100,,1010.0,44.0,,,12.1,,"200338 black\,nkns8100black",nkns8100black,/
5f3ba61f3fd5b671b2200ada,137,5f3ba61f3fd5b671b2200ada,www.buzzillions.com,olympus,olystylus9000,9000,oly9000,olympusstylusdigitalolystylus9000olystylus9000,,1010.0,5.0,,,12.0,,"166989 black\,olystylus9000",olystylus9000,/
5f3ba61f3fd5b671b2200af7,138,5f3ba61f3fd5b671b2200af7,www.buzzillions.com,vivitar,v5024,5024,viv5024,vivitarv5024,,,,,,,,"186147 blue\,v5024",v5024,/
5f3ba61f3fd5b671b2200af8,139,5f3ba61f3fd5b671b2200af8,www.buzzillions.com,fujifilm,jx580,580,fuj580,fujifilmfinepixjx580,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200b09,140,5f3ba61f3fd5b671b2200b09,www.buzzillions.com,panasonic,dmcts20,20,pan20,panasoniclumixdmcts20885170069886,,4.0,4.0,,,16.0,CCD,"250795\,885170069886",885170069886,/
5f3ba61f3fd5b671b2200b1e,141,5f3ba61f3fd5b671b2200b1e,www.buzzillions.com,pentax,with18,18,pen18,pentax1630316301ptxwith18,,3.0,,,,12.4,,"166264 black\,16301ptx",16301ptx,/
5f3ba61f3fd5b671b2200b1f,142,5f3ba61f3fd5b671b2200b1f,www.buzzillions.com,ge,a730,730,ge730,geappliancea730,,3.0,4.5,,,,,"60665 black\,a730\,a730rd",a730,/
5f3ba61f3fd5b671b2200b30,143,5f3ba61f3fd5b671b2200b30,www.buzzillions.com,nikon,s6300,6300,nik6300,nikoncoolpixs6300018208263356,,10.0,,,,16.0,CMOS,"244221\,018208263356",018208263356,/
5f3ba61e3fd5b671b2200808,144,5f3ba61e3fd5b671b2200808,www.buzzillions.com,nikon,s1100pj,1100,nik1100,nikoncoolpixs1100pj,,55.0,44.0,,,14.0,,,,/
5f3ba61e3fd5b671b2200829,145,5f3ba61e3fd5b671b2200829,www.buzzillions.com,fujifilm,a150,150,fuj150,fujifilmfinepixa150finepixa150,,3.0,5.7,,,,,"160958 silver\,finepixa150",finepixa150,/
5f3ba61e3fd5b671b220083b,146,5f3ba61e3fd5b671b220083b,www.buzzillions.com,sony,dschx9v,9,son9,sonycybershotdschx9v,,1616.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b2200840,147,5f3ba61e3fd5b671b2200840,www.buzzillions.com,canon,s5,5,can5,canonpowershots5canpss5is,,1212.0,44.0,,,8.0,,"63402\,canpss5is",canpss5is,/
5f3ba61e3fd5b671b220084a,148,5f3ba61e3fd5b671b220084a,www.buzzillions.com,olympus,t100,100,oly100,olympust100olympust100t100t100,,3.0,4.0,,,12.0,,"183358 silver\,olympust100\,227470",olympust100,/
5f3ba61e3fd5b671b2200850,149,5f3ba61e3fd5b671b2200850,www.buzzillions.com,sony,dslra330l,330,son330,sonydslra330l,,3.0,,,,10.2,,,,/
5f3ba61e3fd5b671b220085d,150,5f3ba61e3fd5b671b220085d,www.buzzillions.com,canon,60d,60,can60,canoneos60d,,11.0,,,,18.0,CMOS,,,/
5f3ba61e3fd5b671b2200872,151,5f3ba61e3fd5b671b2200872,www.buzzillions.com,canon,e1,1,can1,canonpowershote1canpse1,,44.0,4.0,,,10.0,,"147891 blue\,canpse1\,""3212b001""\,""3211b001""\,""3100b001""",canpse1,/
5f3ba61e3fd5b671b220087c,152,5f3ba61e3fd5b671b220087c,www.buzzillions.com,olympus,stylus1050,1050,oly1050,olympusstylus1050226455bbsstylus1050,,33.0,55.0,,,10.0,,"148901 black\,226455bbs",226455bbs,/
5f3ba61e3fd5b671b2200890,153,5f3ba61e3fd5b671b2200890,www.buzzillions.com,samsung,st95,95,sam95,samsungst95par017654dd,,5.0,5.0,,,16.0,CCD,"85778\,par017654dd",par017654dd,/
5f3ba61e3fd5b671b2200895,154,5f3ba61e3fd5b671b2200895,www.buzzillions.com,electronic,ps3,3,ele3,electronicartssonyps30146331541840146331544050146331555010146331598200146331908920146331920630146331921930146331922230702640010028100100285001011900010132000101322001013250010201600103149001033220010396000103969001050820010631700106320010632100106324001463315759153461543515524155381557415671157131579615829158301583115888158891598115982169151692819022190241914819207192211928419285193581939919407194081940919417f1941819420194241942519429194301943119435194361944019451194551945719458194671947919480194811948419485195001950419524195301953119532195361953719542195441954719549195501957519586195871959119597196001960619607196081961319633196351963619641196421964419646196481967019683196851968719710197282507204003124003594016114020396003646016396016407040600704080071272500331971272500332671272500392071272500410712725004668712725004729712725005634712725005733712725018580752727664680020280020490028690303498589859988998969898bvi10145200gmbvi7013601gmbvi7016301gmbvi7030101gmdisney10437100disney10659700disney10659800disney10659900ela15334gmela15440gmela15452gmela15547gmela15590gmela15759gmela15896gmela15907gmela19192gmela9876gmxx15538xx601639xx601640xxela15547gmxxela15896gm,,,,,,,,"""106908""\,""106968""\,""106995""\,""107071""\,""108613""\,""108798""\,""133464""\,""157300""\,""157434""\,""157493""\,""157651""\,""158107""\,""160039""\,""160045""\,""160051""\,""160055""\,""160113""\,""160163""\,""160166""\,""163901""\,""163928""\,""163952""\,""168028""\,""168040""\,""168163""\,""172676""\,""172707""\,""172722""\,""172755""\,""172762""\,""172764""\,""172765""\,""172766""\,""172772""\,""172783""\,""175305""\,""175306""\,""175381""\,""175439""\,""225549""\,""225854""\,""226599""\,""228929""\,""228930""\,""228932""\,""228946""\,""228947""\,""228958""\,""229035""\,""229036""\,""229806""\,""229912""\,""229920""\,""229922""\,""229969""\,""232705""\,""232707""\,""232789""\,""234674""\,""244818""\,""278476""\,""278477""\,""278480""\,""278856""\,""278860""\,""59596""\,""68148""\,""71812""\,""196730""\,""196832""\,""196833""\,""196834""\,""196835""\,""196839""\,""196850""\,""196886""\,""196887""\,""202173""\,""202174""\,""202191""\,""202237""\,""204883""\,""204886""\,""204908""\,""208183""\,""208184""\,""208185""\,""208224""\,""208236""\,""208248""\,""208249""\,""208250""\,""208251""\,""208526""\,""208562""\,""209003""\,""209004""\,""209005""\,""209006""\,""209155""\,""209173""\,""209179""\,""209195""\,""209207""\,""209214""\,""209231""\,""212425""\,""212459""\,""212501""\,""212502""\,""218303""\,""218642""\,""218646""\,""218647""\,""218648""\,""220339""\,""220351""\,""220412""\,""175596""\,""177201""\,""179126""\,""179136""\,""182513""\,""185806""\,""185821""\,""185844""\,""185987""\,""185988""\,""185989""\,""185992""\,""185995""\,""186007""\,""186010""\,""186011""\,""186016""\,""186028""\,""186245""\,""186331""\,""186332""\,""186416""\,""186425""\,""186434""\,""186493""\,""186579""\,""186649""\,""186658""\,""186867""\,""189614""\,""189618""\,""189632""\,""189645""\,""189650""\,""189716""\,""189875""\,""191358""\,""191359""\,""191360""\,""191452""\,""191453""\,""191480""\,""191492""\,""191493""\,""191494""\,""191549""\,""191556""\,""194313""\,""194318""\,""194357""\,""ela15907gm""\,""ela19192gm""\,""ela9876gm""\,""xx15538""\,""xx601639""\,""xx601640""\,""xxela15547gm""\,""xxela15896gm""\,""014633154184""\,""014633154405""\,""014633155501""\,""014633159820""\,""014633190892""\,""014633192063""\,""014633192193""\,""014633192223""\,""07026400""\,""10028100""\,""10028500""\,""10119000""\,""10132000""\,""10132200""\,""10132500""\,""10201600""\,""10314900""\,""10332200""\,""10396000""\,""10396900""\,""10508200""\,""10631700""\,""1063200""\,""10632100""\,""10632400""\,""1463315759""\,""15346""\,""15435""\,""15524""\,""15538""\,""15574""\,""15671""\,""15713""\,""15796""\,""15829""\,""15830""\,""15831""\,""15888""\,""15889""\,""15981""\,""15982""\,""16915""\,""16928""\,""19022""\,""19024""\,""19148""\,""19207""\,""19221""\,""19284""\,""19285""\,""19358""\,""19399""\,""19407""\,""19408""\,""19409""\,""19417f""\,""19418""\,""19420""\,""19683""\,""19685""\,""19687""\,""19710""\,""19728""\,""250720""\,""400312""\,""400359""\,""401611""\,""402039""\,""600364""\,""601639""\,""601640""\,""7040600""\,""7040800""\,""712725003319""\,""712725003326""\,""712725003920""\,""71272500410""\,""712725004668""\,""712725004729""\,""712725005634""\,""712725005733""\,""712725018580""\,""75272""\,""76646""\,""800202""\,""800204""\,""900286""\,""903034""\,""9858""\,""9859""\,""9889""\,""9896""\,""9898""\,""bvi10145200gm""\,""bvi7013601gm""\,""bvi7016301gm""\,""bvi7030101gm""\,""disney10437100""\,""disney10659700""\,""disney10659800""\,""disney10659900""\,""ela15334gm""\,""ela15440gm""\,""ela15452gm""\,""ela15547gm""\,""ela15590gm""\,""ela15759gm""\,""ela15896gm""\,""19424""\,""19425""\,""19429""\,""19430""\,""19431""\,""19435""\,""19436""\,""19440""\,""19451""\,""19455""\,""19457""\,""19458""\,""19467""\,""19479""\,""19480""\,""19481""\,""19484""\,""19485""\,""19500""\,""19504""\,""19524""\,""19530""\,""19531""\,""19532""\,""19536""\,""19537""\,""19542""\,""19544""\,""19547""\,""19549""\,""19550""\,""19575""\,""19586""\,""19587""\,""19591""\,""19597""\,""19600""\,""19606""\,""19607""\,""19608""\,""19613""\,""19633""\,""19635""\,""19636""\,""19641""\,""19642""\,""19644""\,""19646""\,""19648""\,""19670""\,""10632000""\,""10659700""\,""10659800""\,""10659900""\,""10684400""\,""14633098761""\,""14633191103""\,""15339""\,""15344""\,""15345""\,""15550""\,""15583""\,""15714""\,""15907""\,""16912""\,""19206""\,""19219""\,""19222""\,""19293""\,""19417""\,""014633154535""\,""014633155914""\,""014633158304""\,""014633195491""\,""07025700""\,""0703300""\,""07037500""\,""07040200""\,""07040600""\,""07040800""\,""09889""\,""1006250""\,""19589""\,""19620""\,""19630""\,""19632""\,""19686""\,""19737""\,""250266""\,""250272""\,""250730""\,""39961""\,""400299""\,""400301""\,""400338""\,""400339""\,""400340""\,""400355c""\,""401612""\,""401614""\,""600342""\,""715132""\,""883929238842""\,""900264""\,""900276""\,""901310""\,""903013""\,""903021""\,""nds00208a""\,""ps-285-815-1150-we""\,""yes""","""ela15907gm""\,""ela19192gm""\,""ela9876gm""\,""xx15538""\,""xx601639""\,""xx601640""\,""xxela15547gm""\,""xxela15896gm""\,""014633154184""\,""014633154405""\,""014633155501""\,""014633159820""\,""014633190892""\,""014633192063""\,""014633192193""\,""014633192223""\,""07026400""\,""10028100""\,""10028500""\,""10119000""\,""10132000""\,""10132200""\,""10132500""\,""10201600""\,""10314900""\,""10332200""\,""10396000""\,""10396900""\,""10508200""\,""10631700""\,""1063200""\,""10632100""\,""10632400""\,""1463315759""\,""15346""\,""15435""\,""15524""\,""15538""\,""15574""\,""15671""\,""15713""\,""15796""\,""15829""\,""15830""\,""15831""\,""15888""\,""15889""\,""15981""\,""15982""\,""16915""\,""16928""\,""19022""\,""19024""\,""19148""\,""19207""\,""19221""\,""19284""\,""19285""\,""19358""\,""19399""\,""19407""\,""19408""\,""19409""\,""19417f""\,""19418""\,""19420""\,""19683""\,""19685""\,""19687""\,""19710""\,""19728""\,""250720""\,""400312""\,""400359""\,""401611""\,""402039""\,""600364""\,""601639""\,""601640""\,""7040600""\,""7040800""\,""712725003319""\,""712725003326""\,""712725003920""\,""71272500410""\,""712725004668""\,""712725004729""\,""712725005634""\,""712725005733""\,""712725018580""\,""75272""\,""76646""\,""800202""\,""800204""\,""900286""\,""903034""\,""9858""\,""9859""\,""9889""\,""9896""\,""9898""\,""bvi10145200gm""\,""bvi7013601gm""\,""bvi7016301gm""\,""bvi7030101gm""\,""disney10437100""\,""disney10659700""\,""disney10659800""\,""disney10659900""\,""ela15334gm""\,""ela15440gm""\,""ela15452gm""\,""ela15547gm""\,""ela15590gm""\,""ela15759gm""\,""ela15896gm""\,""19424""\,""19425""\,""19429""\,""19430""\,""19431""\,""19435""\,""19436""\,""19440""\,""19451""\,""19455""\,""19457""\,""19458""\,""19467""\,""19479""\,""19480""\,""19481""\,""19484""\,""19485""\,""19500""\,""19504""\,""19524""\,""19530""\,""19531""\,""19532""\,""19536""\,""19537""\,""19542""\,""19544""\,""19547""\,""19549""\,""19550""\,""19575""\,""19586""\,""19587""\,""19591""\,""19597""\,""19600""\,""19606""\,""19607""\,""19608""\,""19613""\,""19633""\,""19635""\,""19636""\,""19641""\,""19642""\,""19644""\,""19646""\,""19648""\,""19670""",/
5f3ba61e3fd5b671b220089e,155,5f3ba61e3fd5b671b220089e,www.buzzillions.com,canon,t2i,2,can2,canoneosrebelt2icanrebelt2i18135,,,,,,,,"235777\,canrebelt2i18135",canrebelt2i18135,/
5f3ba61e3fd5b671b22008a8,156,5f3ba61e3fd5b671b22008a8,www.buzzillions.com,fujifilm,3d,3,fuj3,fujifilmfinepixreal3d16082969,,333132.0,,,,10.0,,"195723\,16082969",16082969,/
5f3ba61e3fd5b671b22008b1,157,5f3ba61e3fd5b671b22008b1,www.buzzillions.com,fujifilm,z800exr,800,fuj800,fujifilmfinepixz800exr,,5.0,4.44,,,12.0,,"195724 black\,z800exr",z800exr,/
5f3ba61e3fd5b671b22008b2,158,5f3ba61e3fd5b671b22008b2,www.buzzillions.com,samsung,nx210,210,sam210,samsungnx210,,,,,,20.0,CMOS,,,/
5f3ba61e3fd5b671b22008b9,159,5f3ba61e3fd5b671b22008b9,www.buzzillions.com,sony,dschx7v,7,son7,sonycybershotdschx7v,,10.0,,,,16.0,,,,/
5f3ba61e3fd5b671b22008c2,160,5f3ba61e3fd5b671b22008c2,www.buzzillions.com,fujifilm,hs50exr,50,fuj50,fujifilmfinepixhs50exr16286412,,,,,,16.0,,"304547\,16286412\,fphs50exr",16286412,/
5f3ba61e3fd5b671b22008c3,161,5f3ba61e3fd5b671b22008c3,www.buzzillions.com,nikon,d5000,5000,nik5000,nikond500025454,,3.0,,,,12.3,,"180106\,25454",25454,/
5f3ba61e3fd5b671b22008ca,162,5f3ba61e3fd5b671b22008ca,www.buzzillions.com,pentax,with18,18,pen18,pentaxkrdigitalslrcamerawith18with18,,3.0,,,,12.4,,,,/
5f3ba61e3fd5b671b22008ea,163,5f3ba61e3fd5b671b22008ea,www.buzzillions.com,canon,sd3500,3500,can3500,canonpowershotsd3500canpssd3500is,,55.0,44.0,,,14.0,,"175004 black\,canpssd3500is\,pssd3500isblk",canpssd3500is,/
5f3ba61e3fd5b671b22008fd,164,5f3ba61e3fd5b671b22008fd,www.buzzillions.com,fujifilm,s4200,4200,fuj4200,fujifilmfinepixs4200,,24.0,,,,14.0,CCD,,,/
5f3ba61e3fd5b671b22008ff,165,5f3ba61e3fd5b671b22008ff,www.buzzillions.com,fujifilm,z300,300,fuj300,fujifilmfinepixz300z300z300,,10.0,6.0,,,12.1,,,,/
5f3ba61e3fd5b671b220090f,166,5f3ba61e3fd5b671b220090f,www.buzzillions.com,sony,nex5n,5,son5,sonynex5n,,,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b2200914,167,5f3ba61e3fd5b671b2200914,www.buzzillions.com,canon,a3300is,3300,can3300,canonpowershota3300is013803134681canpsa3300is,,55.0,44.0,,,16.0,,"""215222 red""\,""208319 red""\,""canpsa3300is""\,""013803134681""","""canpsa3300is""\,""013803134681""",/
5f3ba61e3fd5b671b2200919,168,5f3ba61e3fd5b671b2200919,www.buzzillions.com,fujifilm,hs10,10,fuj10,fujifilmfinepixhs10,,3030.0,2.0,,,1610.0,,fphs20,,/
5f3ba61f3fd5b671b220096c,169,5f3ba61f3fd5b671b220096c,www.buzzillions.com,pilot,s550,550,pil550,pilotnikons550nkns550,,,,,,,,"132622 black\,nkns550",nkns550,/
5f3ba61f3fd5b671b2200971,170,5f3ba61f3fd5b671b2200971,www.buzzillions.com,panasonic,dmcgf2k,2,pan2,panasoniclumixdmcgf2k,,,,,,12.1,,dmcgf2kbody,,/
5f3ba61f3fd5b671b2200972,171,5f3ba61f3fd5b671b2200972,www.buzzillions.com,nikon,j1,1,nik1,nikon1j1,,,,,,10.0,CMOS,,,/
5f3ba61f3fd5b671b2200976,172,5f3ba61f3fd5b671b2200976,www.buzzillions.com,canon,t2i,2,can2,canoneosrebelt2i013803123784canrebelt2i,,3.0,,,,18.0,,"""175028""\,""215215 black""\,""013803123784""\,""canrebelt2i""","""013803123784""\,""canrebelt2i""",/
5f3ba61f3fd5b671b2200983,173,5f3ba61f3fd5b671b2200983,www.buzzillions.com,fujifilm,hs35exr,35,fuj35,fujifilmfinepixhs35exr16286187,,30.0,,,,16.0,CCD,"304548\,16286187",16286187,/
5f3ba61f3fd5b671b220099c,174,5f3ba61f3fd5b671b220099c,www.buzzillions.com,samsung,nx20,20,sam20,samsungnx20,,,,,,20.0,,,,/
5f3ba61f3fd5b671b22009ce,175,5f3ba61f3fd5b671b22009ce,www.buzzillions.com,ge,e1480w,1480,ge1480,geappliancee1480wa1455,,58.0,5.76,,,14.0,,"180102 red\,a1455",a1455,/
5f3ba61f3fd5b671b22009e7,176,5f3ba61f3fd5b671b22009e7,www.buzzillions.com,canon,60d,60,can60,canoneos60dcaneos60dbodycaneos60dkit,,,,,,18.0,,"""200328 black""\,""200327 black""\,""caneos60dkit""\,""caneos60dbody""","""caneos60dkit""\,""caneos60dbody""",/
5f3ba61f3fd5b671b22009f1,177,5f3ba61f3fd5b671b22009f1,www.buzzillions.com,sony,slta57,57,son57,sonyalphaslta57,,3.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009f8,178,5f3ba61f3fd5b671b22009f8,www.buzzillions.com,olympus,stylus7000,7000,oly7000,olympusstylus7000olystylus7000xxstylus7000stylus7000,,7.0,5.0,,,,,"153349 black\,olystylus7000xx",olystylus7000xx,/
5f3ba61f3fd5b671b2200a12,179,5f3ba61f3fd5b671b2200a12,www.buzzillions.com,canon,sd1200,1200,can1200,canonpowershotsd12003448b001canpssd1200is,,33.0,44.0,,,10.0,,"""154834 blue""\,""160412""\,""3448b001""\,""canpssd1200is""","""3448b001""\,""canpssd1200is""",/
5f3ba61f3fd5b671b2200a2e,180,5f3ba61f3fd5b671b2200a2e,www.buzzillions.com,fujifilm,s8400,8400,fuj8400,fujifilmfinepixs840016324446,,,,,,16.0,,"304546\,16324446",16324446,/
5f3ba61f3fd5b671b2200a3b,181,5f3ba61f3fd5b671b2200a3b,www.buzzillions.com,fujifilm,z100fd,100,fuj100,fujifilmdigitalcamerashellz100fdfpz100fd,,55.0,,,,8.0,,"107225 brown\,fpz100fd",fpz100fd,/
5f3ba61f3fd5b671b2200a3f,182,5f3ba61f3fd5b671b2200a3f,www.buzzillions.com,fujifilm,f750exr,750,fuj750,fujifilmfinepixf750exr,,20.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200a41,183,5f3ba61f3fd5b671b2200a41,www.buzzillions.com,olympus,xz1,1,oly1,olympusxz1olyxz1,,44.0,4.0,,,10.0,,"214726 black\,olyxz1",olyxz1,/
5f3ba61f3fd5b671b2200a62,184,5f3ba61f3fd5b671b2200a62,www.buzzillions.com,olympus,sp600uz,600,oly600,olympussp600uzolympussp600uzsp600uzsp600uz,,15.0,5.0,,,12.0,,"183364\,olympussp600uz",olympussp600uz,/
5f3ba61f3fd5b671b2200a6d,185,5f3ba61f3fd5b671b2200a6d,www.buzzillions.com,sony,s2100,2100,son2100,sonycybershotdigitalcameras2100s2100s2100,,3.0,,,,12.1,,,,/
5f3ba61f3fd5b671b2200a71,186,5f3ba61f3fd5b671b2200a71,www.buzzillions.com,fujifilm,f100fd,100,fuj100,fujifilmfinepixf100fd15820728fpf100fd,,5.0,88.2,,,12.0,,"""148783 silver""\,""107228 silver""\,""fpf100fd""\,""15820728""","""fpf100fd""\,""15820728""",/
5f3ba61f3fd5b671b2200a7e,187,5f3ba61f3fd5b671b2200a7e,www.buzzillions.com,vivitar,vivicam46,46,viv46,vivitarvivicam46681066565780vivicam46,,,,,,,,"300389\,681066565780\,""v46-red-tru""\,""v46-pur-tru""",681066565780,/
5f3ba61f3fd5b671b2200a88,188,5f3ba61f3fd5b671b2200a88,www.buzzillions.com,olympus,fe340,340,oly340,olympusfe340226425bbps226530bbprsolyfe340olystylus1030sw,,,54455.0,2.4,3.7,,,"""148898 black""\,""148899 black""\,""73408 black""\,""73412 black""\,""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""\,226540","""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""",/
5f3ba61f3fd5b671b2200a9d,189,5f3ba61f3fd5b671b2200a9d,www.buzzillions.com,kodak,c1530,1530,kod1530,kodakc1530c1530br,,3.0,5.0,,,14.0,CCD,"272322 blue\,c1530br",c1530br,/
5f3ba61f3fd5b671b2200aa3,190,5f3ba61f3fd5b671b2200aa3,www.buzzillions.com,olympus,e510,510,oly510,olympusevolte510olyevolt510ii,,3.0,,,,10.0,,"58132\,olyevolt510ii",olyevolt510ii,/
5f3ba61f3fd5b671b2200aaf,191,5f3ba61f3fd5b671b2200aaf,www.buzzillions.com,panasonic,dmcg10,10,pan10,panasonicdmcg10,,3.0,,,,12.1,,,,/
5f3ba61f3fd5b671b2200ab3,192,5f3ba61f3fd5b671b2200ab3,www.buzzillions.com,fujifilm,"f550exr\,f550",550,fuj550,fujifilmfinepixf550exrf550exrf550,,15.0,5.0,,,16.0,,,,/
5f3ba61f3fd5b671b2200abf,193,5f3ba61f3fd5b671b2200abf,www.buzzillions.com,nikon,s610c,610,nik610,nikoncoolpixs610c26122bl,,4.0,54.0,,,10.0,,"148896 black\,26122bl",26122bl,/
5f3ba61f3fd5b671b2200ac2,194,5f3ba61f3fd5b671b2200ac2,www.buzzillions.com,advantus,bars1,1,adv1,advantuscorporationnaturevalleychewystrawberryyogurtgranolabars1018208263325bars1,,66.0,4.0,,,16.0,CCD,"244220\,018208263325",018208263325,/
5f3ba61f3fd5b671b2200aca,195,5f3ba61f3fd5b671b2200aca,www.buzzillions.com,panasonic,dmcfz60,60,pan60,panasoniclumixdmcfz60,,24.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200ad3,196,5f3ba61f3fd5b671b2200ad3,www.buzzillions.com,samsung,,,sam,samsungdigitalcamera,,5.0,,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200ad5,197,5f3ba61f3fd5b671b2200ad5,www.buzzillions.com,nikon,d600,600,nik600,nikond600,,3.0,,,,24.0,CMOS,,,/
5f3ba61f3fd5b671b2200afc,198,5f3ba61f3fd5b671b2200afc,www.buzzillions.com,canon,a4000,4000,can4000,canonyourchoicepowershota4000013803146349013803146387,,88.0,4.0,,,16.0,CCD,"""250801""\,""250800""\,""013803146387""\,""013803146349""\,""psa4000isblu""\,""psa4000isslv""\,""psa4000isblk""","""013803146387""\,""013803146349""",/
5f3ba61f3fd5b671b2200b08,199,5f3ba61f3fd5b671b2200b08,www.buzzillions.com,nikon,l24,24,nik24,nikoncoolpixl2426240nkns6000,,,24.0,,,14.0,,"""173751 champagne""\,""215638 red""\,""26240""\,""nkns6000""\,cpl24redtru","""26240""\,""nkns6000""",/
5f3ba61f3fd5b671b2200b14,200,5f3ba61f3fd5b671b2200b14,www.buzzillions.com,nikon,p520,520,nik520,nikonp520018208263974,,,,,,18.0,CMOS,"280882\,018208263974",018208263974,/
5f3ba61f3fd5b671b2200b1d,201,5f3ba61f3fd5b671b2200b1d,www.buzzillions.com,canon,sx120,120,can120,canonsx1203634b001,,1010.0,4.0,,,10.0,,"180127\,3634b001",3634b001,/
5f3ba61f3fd5b671b2200b20,202,5f3ba61f3fd5b671b2200b20,www.buzzillions.com,samsung,nx200,200,sam200,samsungnx200,,3.0,,,,20.0,CMOS,,,/
5f3ba61f3fd5b671b2200b36,203,5f3ba61f3fd5b671b2200b36,www.buzzillions.com,nikon,j1,1,nik1,nikon1j1,,,,,,10.0,CMOS,,,/
5f3ba61e3fd5b671b2200806,204,5f3ba61e3fd5b671b2200806,www.buzzillions.com,canon,a3300is,3300,can3300,canonpowershota3300is013803134681canpsa3300is,,55.0,44.0,,,16.0,,"""215222 red""\,""208319 red""\,""canpsa3300is""\,""013803134681""","""canpsa3300is""\,""013803134681""",/
5f3ba61e3fd5b671b2200807,205,5f3ba61e3fd5b671b2200807,www.buzzillions.com,nikon,s3000,3000,nik3000,nikoncoolpixs3000nkns3000,,4.0,4.0,,,12.0,,"173749 plum\,nkns3000",nkns3000,/
5f3ba61e3fd5b671b2200809,206,5f3ba61e3fd5b671b2200809,www.buzzillions.com,fujifilm,xs1,1,fuj1,fujifilmxs1,,26.0,2.0,,,12.0,CMOS,,,/
5f3ba61e3fd5b671b220080d,207,5f3ba61e3fd5b671b220080d,www.buzzillions.com,panasonic,dmcgx1,1,pan1,panasoniclumixdmcgx1,,3.0,4.0,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b2200815,208,5f3ba61e3fd5b671b2200815,www.buzzillions.com,digital,lego,,dig,digitalbluelego,,,,,,9.0,,lg10002,,/
