,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52
54,buy.net_www.eglobalcentral.co.uk.csv,6,100.0,100.0,0.0,0.0,87.25,80.39,7.84,7.84,100.0,100.0,99999.0,99999.0,0.26,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.77,0.46,0.86,0.66,0.0,0.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.8,0.25,1.0,1.0,0.0,0.0,99999.0,99999.0
55,www.ilgs.net_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.27,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.69,0.42,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.69,0.25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
56,www.buzzillions.com_www.wexphotographic.com.csv,5,100.0,100.0,0.0,0.0,100.0,15.56,100.0,100.0,98.89,48.89,99999.0,99999.0,0.18,0.0,99999.0,0.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.58,0.24,99999.0,0.19,99999.0,99999.0,0.0,0.7,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.0,1.0,99999.0,99999.0,0.57,0.17,99999.0,0.0,99999.0,99999.0,0.0,1.0
57,www.ilgs.net_www.henrys.com.csv,8,100.0,100.0,0.0,0.0,56.52,34.78,26.09,26.09,41.3,21.74,99999.0,99999.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99999.0,99999.0,0.66,0.38,0.35,0.7,0.38,0.38,0.55,0.9,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.63,0.29,0.0,1.0,0.0,0.0,0.69,1.0
58,www.eglobalcentral.co.uk_www.price-hunt.com.csv,7,100.0,100.0,0.0,0.0,80.95,77.38,10.71,10.71,100.0,98.81,99999.0,99999.0,0.22,0.0,0.0,0.0,0.0,0.0,99999.0,1.0,99999.0,99999.0,0.65,0.35,0.2,0.61,0.43,0.37,99999.0,1.0,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.63,0.09,0.0,0.73,0.23,0.0,99999.0,1.0
59,www.price-hunt.com_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.21,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.69,0.3,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.72,0.14,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
60,www.garricks.com.au_www.ebay.com.csv,4,100.0,100.0,0.0,1.15,100.0,100.0,100.0,100.0,99.71,97.71,99999.0,99999.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.1,99999.0,99999.0,0.54,0.25,99999.0,99999.0,99999.0,99999.0,0.0,0.55,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.0,1.0,99999.0,99999.0,0.52,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.55
61,www.buzzillions.com_www.ebay.com.csv,7,72.29,85.81,0.0,4.38,100.0,47.22,100.0,100.0,99.96,99.09,0.0,0.0,0.0,0.0,99999.0,0.0,99999.0,99999.0,0.0,0.0,0.03,0.01,0.55,0.25,99999.0,0.27,99999.0,99999.0,0.0,0.45,1.0,1.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.0,1.0,0.0,0.0,0.56,0.0,99999.0,0.0,99999.0,99999.0,0.0,0.1
62,www.camerafarm.com.au_www.ebay.com.csv,5,100.0,100.0,0.0,0.0,100.0,100.0,92.86,92.86,100.0,99.45,99999.0,99999.0,0.1,0.0,99999.0,99999.0,0.0,0.0,99999.0,0.1,99999.0,99999.0,0.54,0.32,99999.0,99999.0,0.0,0.0,99999.0,0.1,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.0,0.0,99999.0,0.1,99999.0,99999.0,0.48,0.14,99999.0,99999.0,0.0,0.0,99999.0,0.1
63,www.wexphotographic.com_cammarkt.com.csv,7,100.0,100.0,0.0,0.0,100.0,94.12,17.65,17.65,0.0,17.65,99999.0,99999.0,0.29,0.0,99999.0,0.17,0.0,0.0,0.0,0.18,99999.0,99999.0,0.46,0.14,99999.0,0.17,0.32,0.24,0.18,0.78,99999.0,99999.0,0.84,1.0,99999.0,0.17,0.99,0.99,0.66,1.0,99999.0,99999.0,0.36,0.0,99999.0,0.17,0.22,0.02,0.0,1.0
64,www.wexphotographic.com_www.henrys.com.csv,7,100.0,100.0,0.0,0.0,100.0,15.48,1.19,1.19,39.29,1.19,99999.0,99999.0,0.29,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.69,0.58,99999.0,0.75,0.49,0.48,0.68,0.78,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.65,0.5,99999.0,1.0,0.58,0.15,0.82,1.0
65,www.henrys.com_cammarkt.com.csv,8,100.0,100.0,0.0,0.0,90.0,85.0,35.0,30.0,65.0,15.0,99999.0,99999.0,0.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.48,0.09,1.0,0.06,0.17,0.15,0.24,0.7,99999.0,99999.0,1.0,0.4,1.0,0.17,0.98,0.99,0.66,1.0,99999.0,99999.0,0.44,0.0,1.0,0.0,0.0,0.0,0.14,1.0
66,www.eglobalcentral.co.uk_www.henrys.com.csv,6,100.0,100.0,0.0,0.0,88.0,70.0,16.0,16.0,100.0,100.0,99999.0,99999.0,0.29,0.0,0.57,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.61,0.43,0.86,0.58,0.16,0.11,99999.0,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.55,0.29,1.0,0.73,0.0,0.0,99999.0,99999.0
67,www.canon-europe.com_cammarkt.com.csv,6,100.0,100.0,0.0,0.0,100.0,96.77,30.65,30.65,48.39,100.0,99999.0,99999.0,0.26,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.32,0.01,99999.0,0.08,0.14,0.08,0.13,99999.0,99999.0,99999.0,0.38,0.33,99999.0,0.17,0.84,0.55,0.82,99999.0,99999.0,99999.0,0.31,0.0,99999.0,0.08,0.0,0.0,0.0,99999.0
68,www.buzzillions.com_cammarkt.com.csv,7,100.0,61.64,0.0,0.0,96.58,82.19,100.0,100.0,98.63,56.85,99999.0,0.0,0.14,0.0,0.0,0.0,99999.0,99999.0,0.0,0.0,99999.0,0.0,0.53,0.35,0.8,0.18,99999.0,99999.0,0.0,0.63,99999.0,0.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.0,1.0,99999.0,0.0,0.51,0.14,1.0,0.0,99999.0,99999.0,0.0,1.0
69,www.buzzillions.com_www.canon-europe.com.csv,4,100.0,100.0,0.0,0.0,45.12,25.61,100.0,100.0,100.0,100.0,99999.0,99999.0,0.13,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.47,0.3,0.32,0.2,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.37,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0
70,www.camerafarm.com.au_cammarkt.com.csv,6,100.0,100.0,0.0,0.0,100.0,100.0,40.91,36.36,86.36,72.73,99999.0,99999.0,0.28,0.0,99999.0,99999.0,0.0,0.0,0.0,0.27,99999.0,99999.0,0.67,0.4,99999.0,99999.0,0.04,0.01,0.32,0.88,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.51,0.2,0.97,1.0,99999.0,99999.0,0.67,0.14,99999.0,99999.0,0.0,0.0,0.0,1.0
71,www.wexphotographic.com_www.ebay.com.csv,7,100.0,100.0,0.0,1.47,100.0,35.29,93.87,93.87,97.06,97.55,99999.0,99999.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.61,0.27,99999.0,0.28,0.62,0.68,0.54,0.17,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.65,0.0,99999.0,0.0,0.83,0.86,0.68,0.05
72,www.buzzillions.com_www.shopbot.com.au.csv,4,100.0,100.0,0.0,0.0,100.0,81.57,100.0,100.0,99.58,100.0,99999.0,99999.0,0.14,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.66,0.34,99999.0,0.29,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.68,0.17,99999.0,0.0,99999.0,99999.0,0.0,99999.0
73,www.ilgs.net_www.wexphotographic.com.csv,7,100.0,100.0,0.0,0.0,100.0,31.25,4.17,4.17,25.0,25.0,99999.0,99999.0,0.32,0.0,99999.0,0.0,0.0,0.0,0.0,0.1,99999.0,99999.0,0.68,0.64,99999.0,0.78,0.38,0.39,0.63,0.89,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.62,1.0,99999.0,1.0,0.0,0.0,0.88,1.0
74,www.buzzillions.com_www.henrys.com.csv,5,100.0,100.0,0.0,0.0,62.41,26.32,100.0,100.0,100.0,49.62,99999.0,99999.0,0.21,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,0.51,0.26,0.5,0.22,99999.0,99999.0,99999.0,0.72,99999.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,1.0,99999.0,99999.0,0.5,0.17,0.5,0.0,99999.0,99999.0,99999.0,1.0
75,www.price-hunt.com_cammarkt.com.csv,8,100.0,100.0,0.0,0.0,97.92,87.5,35.42,33.33,4.17,31.25,99999.0,99999.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.65,0.32,0.0,0.06,0.48,0.38,0.27,0.72,99999.0,99999.0,1.0,1.0,0.0,0.17,1.0,0.99,0.99,1.0,99999.0,99999.0,0.59,0.0,0.0,0.0,0.4,0.23,0.0,1.0
76,www.wexphotographic.com_www.shopbot.com.au.csv,6,100.0,100.0,0.0,0.0,100.0,87.9,1.61,1.61,79.03,100.0,99999.0,99999.0,0.24,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.74,0.43,99999.0,0.02,0.13,0.12,0.25,99999.0,99999.0,99999.0,1.0,1.0,99999.0,0.33,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.82,0.25,99999.0,0.0,0.0,0.0,0.0,99999.0
77,www.canon-europe.com_www.ebay.com.csv,6,100.0,100.0,0.0,3.42,100.0,39.96,94.23,94.23,98.29,100.0,99999.0,99999.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.59,0.31,99999.0,0.44,0.1,0.07,0.41,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.99,0.98,0.99,99999.0,99999.0,99999.0,0.5,0.14,99999.0,0.17,0.0,0.0,0.32,99999.0
78,www.canon-europe.com_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.3,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.68,0.42,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.79,0.25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
79,buy.net_www.garricks.com.au.csv,4,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,83.33,4.76,99999.0,99999.0,0.27,0.0,99999.0,99999.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.72,0.48,99999.0,99999.0,99999.0,99999.0,0.0,0.72,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.0,1.0,99999.0,99999.0,0.73,0.25,99999.0,99999.0,99999.0,99999.0,0.0,1.0
80,www.ebay.com_cammarkt.com.csv,8,100.0,72.92,0.0,4.63,100.0,88.43,96.76,96.76,95.37,96.53,99999.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.02,0.52,0.24,99999.0,0.28,0.64,0.56,0.43,0.25,99999.0,1.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,1.0,99999.0,0.0,0.5,0.0,99999.0,0.0,0.97,0.75,0.34,0.1
81,www.gosale.com_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.21,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.72,0.34,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.77,0.14,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
82,www.ilgs.net_www.ebay.com.csv,9,40.98,58.36,0.0,1.31,100.0,59.34,93.11,93.11,98.03,97.7,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.52,0.27,99999.0,0.35,0.29,0.3,0.61,0.34,0.0,1.0,1.0,1.0,99999.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.47,0.14,99999.0,0.0,0.0,0.0,0.85,0.1
83,www.canon-europe.com_www.henrys.com.csv,7,100.0,100.0,0.0,0.0,9.09,6.06,18.18,18.18,69.7,100.0,99999.0,99999.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.68,0.2,0.83,0.25,0.21,0.15,0.14,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,99999.0,99999.0,99999.0,0.73,0.14,1.0,0.0,0.0,0.0,0.0,99999.0
84,www.eglobalcentral.co.uk_www.pcconnection.com.csv,5,100.0,100.0,0.0,0.0,100.0,93.44,77.05,77.05,100.0,100.0,99999.0,99999.0,0.29,0.0,99999.0,1.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.76,0.53,99999.0,1.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.78,0.5,99999.0,1.0,0.0,0.0,99999.0,99999.0
85,www.eglobalcentral.co.uk_cammarkt.com.csv,5,100.0,100.0,0.0,0.0,96.77,100.0,32.26,32.26,100.0,100.0,99999.0,99999.0,0.29,0.0,1.0,99999.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.77,0.52,1.0,99999.0,0.52,0.42,99999.0,99999.0,99999.0,99999.0,1.0,1.0,1.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.84,0.5,1.0,99999.0,0.44,0.16,99999.0,99999.0
86,www.garricks.com.au_www.canon-europe.com.csv,3,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,92.86,100.0,99999.0,99999.0,0.3,0.0,99999.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.53,0.14,99999.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.39,0.0,99999.0,99999.0,99999.0,99999.0,0.0,99999.0
87,www.garricks.com.au_www.priceme.co.nz.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.22,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.72,0.45,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.72,0.25,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
88,buy.net_www.henrys.com.csv,8,100.0,100.0,0.0,0.0,37.21,28.68,6.98,6.98,57.36,8.53,99999.0,99999.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.66,0.47,0.79,0.67,0.0,0.0,0.0,0.65,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.11,0.0,1.0,99999.0,99999.0,0.63,0.33,1.0,1.0,0.0,0.0,0.0,1.0
89,www.shopbot.com.au_www.gosale.com.csv,4,100.0,100.0,0.0,0.0,100.0,96.02,100.0,100.0,93.57,100.0,99999.0,99999.0,0.21,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.75,0.34,99999.0,0.26,99999.0,99999.0,0.02,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.47,99999.0,99999.0,99999.0,0.79,0.14,99999.0,0.0,99999.0,99999.0,0.0,99999.0
90,www.camerafarm.com.au_www.canon-europe.com.csv,5,100.0,100.0,0.0,0.0,100.0,100.0,47.06,47.06,94.12,100.0,99999.0,99999.0,0.3,0.0,99999.0,99999.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.44,0.17,99999.0,99999.0,0.03,0.01,0.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.47,0.13,0.0,99999.0,99999.0,99999.0,0.35,0.0,99999.0,99999.0,0.0,0.0,0.0,99999.0
91,www.ilgs.net_cammarkt.com.csv,8,100.0,27.27,0.0,0.0,90.91,100.0,31.82,31.82,27.27,40.91,99999.0,0.0,0.27,0.0,0.0,99999.0,0.0,0.0,0.0,0.23,99999.0,0.0,0.62,0.33,0.5,99999.0,0.49,0.42,0.31,0.94,99999.0,0.0,1.0,1.0,1.0,99999.0,0.99,1.0,1.0,1.0,99999.0,0.0,0.59,0.0,0.5,99999.0,0.64,0.43,0.0,1.0
92,buy.net_www.pcconnection.com.csv,8,100.0,100.0,0.0,0.0,92.96,91.55,85.92,87.32,85.92,11.27,99999.0,99999.0,0.3,0.0,1.0,0.0,0.14,0.0,0.0,0.0,99999.0,99999.0,0.72,0.43,1.0,0.92,0.9,0.85,0.0,0.56,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,99999.0,99999.0,0.68,0.18,1.0,1.0,0.99,1.0,0.0,0.33
93,www.canon-europe.com_www.price-hunt.com.csv,7,100.0,100.0,0.0,0.0,33.33,27.78,5.56,5.56,42.59,100.0,99999.0,99999.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.68,0.44,0.83,0.52,0.46,0.42,0.61,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.8,0.25,1.0,1.0,0.39,0.0,1.0,99999.0
94,www.ilgs.net_www.pcconnection.com.csv,8,100.0,100.0,0.0,0.0,92.68,92.68,80.49,80.49,82.93,26.83,99999.0,99999.0,0.27,0.0,0.0,0.33,0.0,0.0,0.0,0.0,99999.0,99999.0,0.67,0.42,0.67,0.78,0.0,0.0,0.5,0.44,99999.0,99999.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,99999.0,99999.0,0.64,0.29,1.0,1.0,0.0,0.0,0.58,0.33
95,www.garricks.com.au_www.shopbot.com.au.csv,3,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,94.07,100.0,99999.0,99999.0,0.32,0.0,99999.0,99999.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.75,0.49,99999.0,99999.0,99999.0,99999.0,0.66,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,1.0,99999.0,99999.0,99999.0,0.73,0.33,99999.0,99999.0,99999.0,99999.0,1.0,99999.0
96,www.buzzillions.com_buy.net.csv,6,100.0,100.0,0.0,0.0,76.21,46.55,100.0,100.0,98.28,53.79,99999.0,99999.0,0.14,0.0,0.0,0.0,99999.0,99999.0,0.0,0.0,99999.0,99999.0,0.62,0.34,0.56,0.33,99999.0,99999.0,0.15,0.65,99999.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.39,1.0,99999.0,99999.0,0.62,0.14,1.0,0.0,99999.0,99999.0,0.0,1.0
97,www.buzzillions.com_www.eglobalcentral.co.uk.csv,5,100.0,100.0,0.0,0.89,90.18,68.75,100.0,100.0,100.0,99.11,99999.0,99999.0,0.14,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.1,99999.0,99999.0,0.59,0.26,0.47,0.22,99999.0,99999.0,99999.0,0.1,99999.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.1,99999.0,99999.0,0.57,0.12,0.57,0.0,99999.0,99999.0,99999.0,0.1
98,www.henrys.com_www.pcconnection.com.csv,8,100.0,100.0,0.0,0.0,90.14,87.32,83.1,83.1,90.14,4.23,99999.0,99999.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.68,0.48,1.0,0.7,0.01,0.0,0.69,0.5,99999.0,99999.0,1.0,1.0,1.0,1.0,0.11,0.0,0.99,1.0,99999.0,99999.0,0.65,0.33,1.0,1.0,0.0,0.0,0.7,0.33
99,www.camerafarm.com.au_www.ilgs.net.csv,6,100.0,100.0,0.0,0.0,100.0,100.0,46.67,46.67,86.67,93.33,99999.0,99999.0,0.34,0.0,99999.0,99999.0,0.0,0.0,0.92,1.0,99999.0,99999.0,0.69,0.42,99999.0,99999.0,0.12,0.12,0.96,1.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.64,0.33,99999.0,99999.0,0.0,0.0,0.96,1.0
100,www.buzzillions.com_www.ilgs.net.csv,7,57.63,64.41,0.0,0.0,86.44,61.02,100.0,100.0,100.0,59.32,0.0,0.0,0.18,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.1,0.0,0.0,0.53,0.24,0.38,0.14,99999.0,99999.0,99999.0,0.74,0.0,0.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,1.0,0.0,0.0,0.52,0.14,0.0,0.0,99999.0,99999.0,99999.0,1.0
101,www.wexphotographic.com_www.gosale.com.csv,4,100.0,100.0,0.0,0.0,100.0,81.75,100.0,100.0,76.64,100.0,99999.0,99999.0,0.24,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.7,0.3,99999.0,0.03,99999.0,99999.0,0.01,99999.0,99999.0,99999.0,1.0,1.0,99999.0,0.42,99999.0,99999.0,0.4,99999.0,99999.0,99999.0,0.75,0.14,99999.0,0.0,99999.0,99999.0,0.0,99999.0
102,www.camerafarm.com.au_www.shopbot.com.au.csv,5,100.0,100.0,0.0,0.0,100.0,100.0,64.79,64.79,92.96,100.0,99999.0,99999.0,0.32,0.0,99999.0,99999.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.72,0.61,99999.0,99999.0,0.06,0.05,0.8,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,0.97,1.0,1.0,99999.0,99999.0,99999.0,0.67,0.71,99999.0,99999.0,0.0,0.0,1.0,99999.0
103,www.ilgs.net_www.price-hunt.com.csv,8,100.0,100.0,0.0,0.0,69.49,42.37,3.39,3.39,25.42,27.12,99999.0,99999.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.69,0.47,0.35,0.65,0.29,0.25,0.61,0.43,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.67,0.33,0.0,0.99,0.0,0.0,0.91,0.33
104,www.gosale.com_www.henrys.com.csv,4,100.0,100.0,0.0,0.0,100.0,78.82,100.0,100.0,91.13,100.0,99999.0,99999.0,0.27,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,99999.0,99999.0,0.61,0.31,99999.0,0.13,99999.0,99999.0,0.05,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.66,99999.0,99999.0,99999.0,0.56,0.14,99999.0,0.0,99999.0,99999.0,0.0,99999.0
105,www.canon-europe.com_www.ilgs.net.csv,7,100.0,100.0,0.0,0.0,53.57,50.0,17.86,17.86,39.29,100.0,99999.0,99999.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,0.54,0.21,0.77,0.43,0.17,0.14,0.29,99999.0,99999.0,99999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,0.38,0.0,1.0,0.0,0.0,0.0,0.0,99999.0
106,www.buzzillions.com_www.gosale.com.csv,6,65.18,60.19,0.0,0.27,100.0,78.0,100.0,100.0,99.73,100.0,0.0,0.0,0.12,0.0,99999.0,0.0,99999.0,99999.0,0.0,99999.0,0.01,0.02,0.64,0.35,99999.0,0.24,99999.0,99999.0,0.0,99999.0,1.0,1.0,1.0,1.0,99999.0,1.0,99999.0,99999.0,0.0,99999.0,0.0,0.0,0.67,0.14,99999.0,0.0,99999.0,99999.0,0.0,99999.0
107,www.ebay.com_www.price-hunt.com.csv,7,100.0,100.0,0.0,0.18,100.0,48.13,95.09,95.09,97.27,98.45,99999.0,99999.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,99999.0,99999.0,0.6,0.22,99999.0,0.33,0.57,0.54,0.39,0.42,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,1.0,1.0,99999.0,99999.0,0.59,0.0,99999.0,0.0,0.75,0.64,0.22,0.1
108,www.wexphotographic.com_www.eglobalcentral.co.uk.csv,5,100.0,100.0,0.0,0.0,100.0,64.44,0.0,0.0,100.0,100.0,99999.0,99999.0,0.28,0.0,99999.0,0.0,0.0,0.0,99999.0,99999.0,99999.0,99999.0,0.73,0.49,99999.0,0.75,0.36,0.33,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,1.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,0.83,0.43,99999.0,1.0,0.0,0.0,99999.0,99999.0
109,www.priceme.co.nz_cammarkt.com.csv,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99999.0,99999.0,0.26,0.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.69,0.37,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,1.0,1.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,0.64,0.17,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
