,compared_resources,MPN_Liste_perc_nan,MPN_Liste_std_deviation,MPN_Liste_median,MPN_Liste_skewness,MPN_Liste_kurtosis,EAN_Liste_perc_nan,EAN_Liste_std_deviation,EAN_Liste_median,EAN_Liste_skewness,EAN_Liste_kurtosis,Produktname_dic3_perc_nan,Produktname_dic3_std_deviation,Produktname_dic3_median,Produktname_dic3_skewness,Produktname_dic3_kurtosis,Modell_Liste_perc_nan,Modell_Liste_std_deviation,Modell_Liste_median,Modell_Liste_skewness,Modell_Liste_kurtosis,Digital_zoom_perc_nan,Digital_zoom_std_deviation,Modell_Liste_median,Digital_zoom_skewness,Digital_zoom_kurtosis,optischer_zoom_perc_nan,optischer_zoom_std_deviation,optischer_zoom_median,optischer_zoom_skewness,optischer_zoom_kurtosis,Breite_perc_nan,Breite_std_deviation,Breite_median,Breite_skewness,Breite_kurtosis,Höhe_perc_nan,Höhe_std_deviation,Höhe_median,Höhe_skewness,Höhe_kurtosis,Gewicht_perc_nan,Gewicht_std_deviation,Gewicht_median,Gewicht_skewness,Gewicht_kurtosis,Sensortyp_perc_nan,Sensortyp_std_deviation,Sensortyp_median,Sensortyp_skewness,Sensortyp_kurtosis
55,www.ilgs.net_www.priceme.co.nz.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.69,-0.06,-1.3,0.0,0.42,0.25,0.44,-1.56,100.0,2.0,0.25,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
56,www.buzzillions.com_www.wexphotographic.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.21,0.57,-0.16,-0.75,0.0,0.27,0.17,1.69,2.43,100.0,2.0,0.17,2.0,2.0,15.56,0.37,0.0,1.63,0.87,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,98.89,2.0,0.0,2.0,2.0,48.89,0.41,1.0,-0.7,-1.41
57,www.ilgs.net_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.63,0.2,-1.2,0.0,0.33,0.29,0.88,-0.35,56.52,0.49,0.29,0.68,-1.72,34.78,0.41,1.0,-0.81,-1.16,26.09,0.49,0.0,0.52,-1.82,26.09,0.47,0.0,0.47,-1.83,41.3,0.39,0.69,-0.52,-1.36,21.74,0.29,1.0,-2.58,4.95
58,www.eglobalcentral.co.uk_www.price-hunt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.26,0.63,0.04,-1.3,0.0,0.42,0.09,0.69,-1.25,80.95,0.33,0.09,1.3,0.5,77.38,0.43,0.73,-0.5,-1.53,10.71,0.45,0.23,0.27,-1.82,10.71,0.46,0.0,0.52,-1.7,100.0,2.0,2.0,2.0,2.0,98.81,2.0,1.0,2.0,2.0
59,www.price-hunt.com_www.priceme.co.nz.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.72,-0.34,-0.99,0.0,0.39,0.14,1.0,-0.63,100.0,2.0,0.14,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
60,www.garricks.com.au_www.ebay.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.26,0.52,0.18,-0.75,1.15,0.38,0.0,1.21,-0.22,100.0,2.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,99.71,2.0,0.0,2.0,2.0,97.71,0.48,0.55,0.0,-2.8
61,www.buzzillions.com_www.ebay.com.csv,72.29,0.16,0.0,6.02,34.33,85.81,0.09,0.0,10.86,116.64,0.0,0.23,0.56,-0.1,-0.69,4.38,0.38,0.0,1.27,-0.06,100.0,2.0,0.0,2.0,2.0,47.22,0.42,0.0,1.04,-0.8,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,99.96,2.0,0.0,2.0,2.0,99.09,0.45,0.1,0.47,-1.95
62,www.camerafarm.com.au_www.ebay.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.48,0.72,-0.59,0.0,0.4,0.14,0.88,-0.88,100.0,2.0,0.14,2.0,2.0,100.0,2.0,2.0,2.0,2.0,92.86,0.0,0.0,0.0,0.0,92.86,0.0,0.0,0.0,0.0,100.0,2.0,2.0,2.0,2.0,99.45,2.0,0.1,2.0,2.0
63,www.wexphotographic.com_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.17,0.36,0.8,-0.37,0.0,0.28,0.0,2.28,5.44,100.0,2.0,0.0,2.0,2.0,94.12,2.0,0.17,2.0,2.0,17.65,0.36,0.22,0.67,-0.98,17.65,0.33,0.02,1.19,0.26,0.0,0.27,0.0,1.17,-0.42,17.65,0.36,1.0,-1.12,-0.8
64,www.wexphotographic.com_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.26,0.65,0.0,-1.61,0.0,0.39,0.5,-0.1,-1.67,100.0,2.0,0.5,2.0,2.0,15.48,0.4,1.0,-1.07,-0.65,1.19,0.49,0.58,0.02,-2.02,1.19,0.49,0.15,0.08,-2.02,39.29,0.37,0.82,-0.95,-0.63,1.19,0.37,1.0,-1.22,-0.36
65,www.henrys.com_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.2,0.44,1.1,0.97,0.0,0.13,0.0,1.26,0.38,90.0,0.0,0.0,2.0,2.0,85.0,0.1,0.0,1.73,2.0,35.0,0.32,0.0,1.85,2.65,30.0,0.32,0.0,1.94,2.74,65.0,0.3,0.14,0.86,-1.28,15.0,0.42,1.0,-0.81,-1.34
66,www.eglobalcentral.co.uk_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.55,0.45,-1.1,0.0,0.42,0.29,0.38,-1.61,88.0,0.22,0.29,-0.97,-1.87,70.0,0.44,0.73,-0.3,-1.86,16.0,0.33,0.0,1.82,1.76,16.0,0.3,0.0,2.54,4.93,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
67,www.canon-europe.com_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.03,0.31,0.08,-0.83,0.0,0.04,0.0,7.87,62.0,100.0,2.0,0.0,2.0,2.0,96.77,0.12,0.08,2.0,2.0,30.65,0.21,0.0,1.57,2.14,30.65,0.17,0.0,2.01,2.33,48.39,0.24,0.0,1.65,1.46,100.0,2.0,2.0,2.0,2.0
68,www.buzzillions.com_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,61.64,0.0,0.0,0.0,0.0,0.0,0.26,0.51,0.43,-0.88,0.0,0.42,0.14,0.72,-1.27,96.58,0.45,0.14,-2.24,5.0,82.19,0.37,0.0,1.76,1.38,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,98.63,0.0,0.0,2.0,2.0,56.85,0.44,1.0,-0.34,-1.89
69,www.buzzillions.com_www.canon-europe.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.37,0.52,-0.95,0.0,0.41,0.0,1.01,-0.75,45.12,0.45,0.0,0.79,-1.32,25.61,0.38,0.0,1.6,0.72,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
70,www.camerafarm.com.au_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.27,0.67,0.02,-1.61,0.0,0.46,0.14,0.46,-1.74,100.0,2.0,0.14,2.0,2.0,100.0,2.0,2.0,2.0,2.0,40.91,0.14,0.0,3.61,13.0,36.36,0.05,0.0,3.74,14.0,86.36,0.56,0.0,1.73,2.0,72.73,0.3,1.0,-2.45,6.0
71,www.wexphotographic.com_www.ebay.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.65,-0.32,-0.63,1.47,0.38,0.0,1.16,-0.25,100.0,2.0,0.0,2.0,2.0,35.29,0.42,0.0,1.03,-0.79,93.87,0.42,0.83,-0.56,-1.5,93.87,0.4,0.86,-1.04,-0.67,97.06,0.43,0.68,-0.37,-1.84,97.55,0.31,0.05,2.59,7.21
72,www.buzzillions.com_www.shopbot.com.au.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.22,0.68,-0.24,-0.69,0.0,0.38,0.17,0.93,-0.79,100.0,2.0,0.17,2.0,2.0,81.57,0.44,0.0,1.01,-0.92,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,99.58,0.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
73,www.ilgs.net_www.wexphotographic.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.22,0.62,0.29,-1.09,0.0,0.42,1.0,-0.52,-1.53,100.0,2.0,1.0,2.0,2.0,31.25,0.39,1.0,-1.36,0.1,4.17,0.48,0.0,0.48,-1.82,4.17,0.47,0.0,0.44,-1.83,25.0,0.43,0.88,-0.61,-1.49,25.0,0.27,1.0,-2.3,3.73
74,www.buzzillions.com_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.16,0.5,0.55,0.37,0.0,0.29,0.17,1.53,1.32,62.41,0.51,0.17,0.0,-2.09,26.32,0.37,0.0,1.44,0.41,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,49.62,0.4,1.0,-0.83,-1.17
75,www.price-hunt.com_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.59,0.21,-1.18,0.0,0.41,0.0,0.86,-1.0,97.92,2.0,0.0,2.0,2.0,87.5,0.09,0.0,0.97,-1.87,35.42,0.39,0.4,0.15,-1.61,33.33,0.41,0.23,0.47,-1.53,4.17,0.35,0.0,0.79,-1.1,31.25,0.41,1.0,-0.85,-1.21
76,www.wexphotographic.com_www.shopbot.com.au.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.82,-0.45,-1.09,0.0,0.42,0.25,0.44,-1.54,100.0,2.0,0.25,2.0,2.0,87.9,0.09,0.0,3.81,14.63,1.61,0.3,0.0,2.05,2.64,1.61,0.29,0.0,2.25,3.42,79.03,0.34,0.0,1.14,0.02,100.0,2.0,2.0,2.0,2.0
77,www.canon-europe.com_www.ebay.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.27,0.5,0.21,-1.23,3.42,0.4,0.14,1.0,-0.71,100.0,2.0,0.14,2.0,2.0,39.96,0.46,0.17,0.28,-1.8,94.23,0.23,0.0,2.8,7.99,94.23,0.21,0.0,3.66,14.17,98.29,0.45,0.32,0.22,-2.32,100.0,2.0,2.0,2.0,2.0
78,www.canon-europe.com_www.priceme.co.nz.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.28,0.79,-0.05,-1.81,0.0,0.44,0.25,0.46,-1.62,100.0,2.0,0.25,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
79,buy.net_www.garricks.com.au.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.73,-0.1,-1.42,0.0,0.47,0.25,0.13,-1.92,100.0,2.0,0.25,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,83.33,0.0,0.0,0.0,0.0,4.76,0.41,1.0,-0.83,-1.27
80,www.ebay.com_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,72.92,0.13,0.0,7.55,55.93,0.0,0.26,0.5,0.2,-0.61,4.63,0.38,0.0,1.25,-0.14,100.0,2.0,0.0,2.0,2.0,88.43,0.42,0.0,1.0,-0.89,96.76,0.43,0.97,-0.57,-1.67,96.76,0.46,0.75,-0.25,-2.05,95.37,0.43,0.34,0.32,-1.73,96.53,0.32,0.1,1.93,2.64
81,www.gosale.com_www.priceme.co.nz.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.22,0.77,-0.54,-0.59,0.0,0.39,0.14,0.89,-0.87,100.0,2.0,0.14,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
82,www.ilgs.net_www.ebay.com.csv,40.98,0.0,0.0,0.0,0.0,58.36,0.09,0.0,11.27,127.0,0.0,0.23,0.47,0.28,-0.23,1.31,0.34,0.14,1.2,0.11,100.0,2.0,0.14,2.0,2.0,59.34,0.44,0.0,0.64,-1.43,93.11,0.45,0.0,0.99,-1.09,93.11,0.44,0.0,0.87,-1.27,98.03,0.48,0.85,-0.9,-1.87,97.7,0.46,0.1,1.09,-0.99
83,www.canon-europe.com_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.73,-0.6,-0.8,0.0,0.29,0.14,2.02,3.41,9.09,0.3,0.14,-1.51,0.92,6.06,0.42,0.0,1.23,-0.4,18.18,0.32,0.0,1.39,0.86,18.18,0.29,0.0,2.16,4.08,69.7,0.29,0.0,1.82,1.67,100.0,2.0,2.0,2.0,2.0
84,www.eglobalcentral.co.uk_www.pcconnection.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.78,-0.43,-1.29,0.0,0.46,0.5,-0.06,-1.92,100.0,2.0,0.5,2.0,2.0,93.44,0.0,1.0,0.0,0.0,77.05,0.0,0.0,0.0,0.0,77.05,0.0,0.0,0.0,0.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
85,www.eglobalcentral.co.uk_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.25,0.84,-0.57,-1.07,0.0,0.47,0.5,-0.06,-1.96,96.77,2.0,0.5,2.0,2.0,100.0,2.0,2.0,2.0,2.0,32.26,0.45,0.44,-0.08,-1.96,32.26,0.46,0.16,0.41,-1.89,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
86,www.garricks.com.au_www.canon-europe.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.25,0.39,0.76,-1.15,0.0,0.27,0.0,2.51,6.15,100.0,2.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,92.86,0.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
87,www.garricks.com.au_www.priceme.co.nz.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.72,-0.19,-1.14,0.0,0.46,0.25,0.24,-1.81,100.0,2.0,0.25,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
88,buy.net_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.21,0.63,0.31,-1.07,0.0,0.42,0.33,0.2,-1.73,37.21,0.4,0.33,-1.47,0.19,28.68,0.44,1.0,-0.68,-1.45,6.98,0.0,0.0,0.0,0.0,6.98,0.01,0.0,10.95,120.0,57.36,0.0,0.0,0.0,0.0,8.53,0.42,1.0,-0.46,-1.68
89,www.shopbot.com.au_www.gosale.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.2,0.79,-0.68,-0.25,0.0,0.38,0.14,0.9,-0.85,100.0,2.0,0.14,2.0,2.0,96.02,0.41,0.0,1.2,-0.41,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,93.57,0.08,0.0,4.56,21.74,100.0,2.0,2.0,2.0,2.0
90,www.camerafarm.com.au_www.canon-europe.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.19,0.35,1.78,2.1,0.0,0.27,0.0,1.96,3.67,100.0,2.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,47.06,0.11,0.0,4.02,16.52,47.06,0.03,0.0,4.24,18.0,94.12,0.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
91,www.ilgs.net_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,27.27,0.0,0.0,0.0,0.0,0.0,0.27,0.59,0.26,-1.47,0.0,0.45,0.0,0.81,-1.3,90.91,0.71,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,31.82,0.43,0.64,-0.02,-1.94,31.82,0.44,0.43,0.29,-1.77,27.27,0.4,0.0,0.76,-1.2,40.91,0.21,1.0,-3.61,13.0
92,buy.net_www.pcconnection.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.21,0.68,0.07,-1.29,0.0,0.46,0.18,0.32,-1.81,92.96,0.0,0.18,0.0,0.0,91.55,0.29,1.0,-3.46,12.0,85.92,0.22,0.99,-2.73,7.29,87.32,0.32,1.0,-2.37,4.52,85.92,0.0,0.0,0.0,0.0,11.27,0.38,0.33,0.16,-1.72
93,www.canon-europe.com_www.price-hunt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.28,0.8,-0.11,-1.79,0.0,0.45,0.25,0.36,-1.77,33.33,0.35,0.25,-1.77,1.44,27.78,0.5,1.0,-0.08,-2.08,5.56,0.47,0.39,0.16,-1.91,5.56,0.48,0.0,0.33,-1.89,42.59,0.48,1.0,-0.45,-1.85,100.0,2.0,2.0,2.0,2.0
94,www.ilgs.net_www.pcconnection.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.22,0.64,0.11,-0.97,0.0,0.41,0.29,0.45,-1.49,92.68,0.58,0.29,-1.73,2.0,92.68,0.38,1.0,-1.73,2.0,80.49,0.0,0.0,0.0,0.0,80.49,0.0,0.0,0.0,0.0,82.93,0.47,0.58,-0.12,-2.59,26.83,0.33,0.33,1.05,-0.39
95,www.garricks.com.au_www.shopbot.com.au.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.73,-0.18,-1.41,0.0,0.46,0.33,0.1,-1.89,100.0,2.0,0.33,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,94.07,0.47,1.0,-0.9,-1.37,100.0,2.0,2.0,2.0,2.0
96,www.buzzillions.com_buy.net.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.2,0.62,-0.04,-0.44,0.0,0.4,0.14,0.9,-0.95,76.21,0.5,0.14,-0.23,-1.99,46.55,0.44,0.0,0.76,-1.32,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,98.28,0.21,0.0,0.61,-3.33,53.79,0.42,1.0,-0.41,-1.74
97,www.buzzillions.com_www.eglobalcentral.co.uk.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.57,0.12,-0.98,0.89,0.35,0.12,1.27,0.21,90.18,0.47,0.12,0.12,-2.13,68.75,0.39,0.0,1.36,0.09,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,99.11,2.0,0.1,2.0,2.0
98,www.henrys.com_www.pcconnection.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.21,0.65,0.04,-0.82,0.0,0.41,0.33,0.18,-1.65,90.14,0.0,0.33,0.0,0.0,87.32,0.45,1.0,-1.01,-1.09,83.1,0.03,0.0,3.46,12.0,83.1,0.0,0.0,0.0,0.0,90.14,0.36,0.7,-1.31,1.85,4.23,0.39,0.33,0.37,-1.54
99,www.camerafarm.com.au_www.ilgs.net.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.23,0.64,0.15,-1.45,0.0,0.36,0.33,0.69,-0.83,100.0,2.0,0.33,2.0,2.0,100.0,2.0,2.0,2.0,2.0,46.67,0.35,0.0,2.83,8.0,46.67,0.35,0.0,2.83,8.0,86.67,0.05,0.96,2.0,2.0,93.33,2.0,1.0,2.0,2.0
100,www.buzzillions.com_www.ilgs.net.csv,57.63,0.0,0.0,0.0,0.0,64.41,0.0,0.0,0.0,0.0,0.0,0.24,0.52,0.44,-0.74,0.0,0.3,0.14,1.58,1.64,86.44,0.52,0.14,0.64,-2.24,61.02,0.34,0.0,2.27,3.58,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,59.32,0.42,1.0,-0.98,-1.14
101,www.wexphotographic.com_www.gosale.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.2,0.75,-0.33,-0.78,0.0,0.35,0.14,1.16,-0.1,100.0,2.0,0.14,2.0,2.0,81.75,0.09,0.0,4.1,17.58,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,76.64,0.07,0.0,5.66,32.0,100.0,2.0,2.0,2.0,2.0
102,www.camerafarm.com.au_www.shopbot.com.au.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.25,0.67,-0.07,-1.6,0.0,0.41,0.71,-0.43,-1.49,100.0,2.0,0.71,2.0,2.0,100.0,2.0,2.0,2.0,2.0,64.79,0.21,0.0,3.88,15.32,64.79,0.2,0.0,4.72,22.8,92.96,0.45,1.0,-2.24,5.0,100.0,2.0,2.0,2.0,2.0
103,www.ilgs.net_www.price-hunt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.21,0.67,0.11,-1.14,0.0,0.43,0.33,0.24,-1.72,69.49,0.48,0.33,0.68,-1.66,42.37,0.42,0.99,-0.56,-1.48,3.39,0.43,0.0,0.91,-1.09,3.39,0.42,0.0,1.19,-0.55,25.42,0.44,0.91,-0.52,-1.63,27.12,0.35,0.33,0.84,-0.82
104,www.gosale.com_www.henrys.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.2,0.56,0.46,-0.55,0.0,0.34,0.14,1.17,-0.19,100.0,2.0,0.14,2.0,2.0,78.82,0.26,0.0,2.2,4.51,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,91.13,0.16,0.0,3.7,14.14,100.0,2.0,2.0,2.0,2.0
105,www.canon-europe.com_www.ilgs.net.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.25,0.38,0.71,-1.17,0.0,0.35,0.0,1.69,1.47,53.57,0.37,0.0,-1.15,-0.36,50.0,0.51,0.0,0.32,-2.24,17.86,0.32,0.0,1.93,2.78,17.86,0.3,0.0,2.39,4.72,39.29,0.47,0.0,0.99,-1.17,100.0,2.0,2.0,2.0,2.0
106,www.buzzillions.com_www.gosale.com.csv,65.18,0.11,0.0,9.16,82.63,60.19,0.13,0.0,7.52,54.96,0.0,0.22,0.67,-0.31,-0.59,0.27,0.39,0.14,0.84,-0.97,100.0,2.0,0.14,2.0,2.0,78.0,0.4,0.0,1.24,-0.3,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,99.73,0.0,0.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
107,www.ebay.com_www.price-hunt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.59,-0.17,-0.73,0.18,0.36,0.0,1.48,0.62,100.0,2.0,0.0,2.0,2.0,48.13,0.43,0.0,0.79,-1.2,95.09,0.42,0.75,-0.33,-1.72,95.09,0.42,0.64,-0.29,-1.69,97.27,0.42,0.22,0.41,-1.64,98.45,0.45,0.1,0.58,-1.77
108,www.wexphotographic.com_www.eglobalcentral.co.uk.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.26,0.83,-0.48,-1.27,0.0,0.43,0.43,0.17,-1.76,100.0,2.0,0.43,2.0,2.0,64.44,0.45,1.0,-1.28,-0.44,0.0,0.45,0.0,0.58,-1.61,0.0,0.45,0.0,0.7,-1.5,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
109,www.priceme.co.nz_cammarkt.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.24,0.64,-0.04,-1.3,0.0,0.43,0.17,0.63,-1.39,100.0,2.0,0.17,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0
110,www.buzzillions.com_www.camerafarm.com.au.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.26,0.55,0.37,-1.05,0.0,0.4,0.33,0.54,-1.33,100.0,2.0,0.33,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,89.8,0.0,1.0,0.0,0.0
111,buy.net_www.gosale.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.2,0.77,-0.51,-0.44,0.0,0.4,0.14,0.89,-0.94,100.0,2.0,0.14,2.0,2.0,88.47,0.29,0.0,1.99,3.0,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,80.95,0.0,0.0,0.0,0.0,100.0,2.0,2.0,2.0,2.0
112,buy.net_www.wexphotographic.com.csv,100.0,2.0,2.0,2.0,2.0,100.0,2.0,2.0,2.0,2.0,0.0,0.22,0.82,-0.41,-1.19,0.0,0.43,0.4,0.15,-1.75,100.0,2.0,0.4,2.0,2.0,26.44,0.44,1.0,-0.76,-1.35,5.75,0.0,0.0,0.0,0.0,5.75,0.01,0.0,9.06,82.0,8.05,0.0,0.0,0.0,0.0,6.9,0.39,1.0,-0.39,-1.73
